maggot	𐌼𐌰𐌸𐌰
possessed	𐍅𐍉𐌳𐍃
viper	𐌽𐌰𐌳𐍂𐍃
sleep	𐍃𐌻𐌴𐍀𐍃
sparrow	𐍃𐍀𐌰𐍂𐍅𐌰
race	𐍃𐍀𐌰𐌿𐍂𐌳𐍃
regret	𐌹𐌳𐍂𐌴𐌹𐌲𐍉𐌽
regret	𐌲𐌰𐌹𐌳𐍂𐌴𐌹𐌲𐍉𐌽
behold	𐍃𐌰𐌹
sponge	𐍃𐍅𐌰𐌼𐌼𐍃
strip	𐌰𐌽𐌳𐍅𐌰𐍃𐌾𐌰𐌽
reach	𐌽𐌹𐌿𐍄𐌰𐌽
seventy	𐍃𐌹𐌱𐌿𐌽𐍄𐌴𐌷𐌿𐌽𐌳
brotherly	𐌱𐍂𐍉𐌸𐍂𐌿𐌻𐌿𐌱𐍉
decide	𐌰𐌽𐌳𐌸𐌰𐌲𐌺𐌾𐌰𐌽
sweet	𐌰𐍂𐍉𐌼𐌰𐍄𐌰
certainty	𐌰𐍃𐍄𐌰𐌸𐍃
arrive	𐌰𐍄𐍆𐌰𐍂𐌾𐌰𐌽
set	𐌰𐍄𐌲𐌰𐍂𐌰𐌹𐌷𐍄𐌾𐌰𐌽
come	𐌰𐍄𐌷𐌰𐌱𐌰𐌽
athāhans	𐌰𐍄𐌷𐌰𐌷𐌰𐌽𐍃
let down	𐌰𐍄𐌷𐌰𐌷𐌰𐌽
present	𐌰𐍄𐌻𐌹𐌲𐌰𐌽
arrive	𐌰𐍄𐌽𐌴𐍈𐌾𐌰𐌽
handle	𐌰𐍄𐍃𐌽𐌰𐍂𐍀𐌾𐌰𐌽
roll	𐌰𐍄𐍅𐌰𐌻𐍅𐌾𐌰𐌽
turn	𐍅𐌰𐌽𐌳𐌾𐌰𐌽
return	𐌰𐍄𐍅𐌰𐌽𐌳𐌾𐌰𐌽
observation	𐌰𐍄𐍅𐌹𐍄𐌰𐌹𐌽𐍃
tomb	𐌰𐌿𐍂𐌰𐌷𐌾𐍉𐌼
unleavened	𐌰𐌶𐍅𐌼𐌿𐍃
maran	𐌼𐌰𐍂𐌰𐌽 𐌰𐌸𐌰
boldness	𐌱𐌰𐌻𐌸𐌴𐌹
bold	𐌱𐌰𐌻𐌸𐌾𐌰𐌽
barley	𐌱𐌰𐍂𐌹𐌶𐌴𐌹𐌽𐍃
fine	𐌱𐍅𐍃𐍃𐌰𐌿𐌽
childlike	𐌱𐌰𐍂𐌽𐌹𐍃𐌺𐍃
childishness	𐌱𐌰𐍂𐌽𐌹𐍃𐌺𐌴𐌹
childhood	𐌱𐌰𐍂𐌽𐌹𐍃𐌺𐌹
dwelling	𐌱𐌰𐌿𐌰𐌹𐌽𐍃
deaf	𐌱𐌰𐌿𐌸𐍃
leaven	𐌱𐌴𐌹𐍃𐍄
fever	𐌱𐍂𐌹𐌽𐌽𐍉
burden	𐌱𐌰𐌿𐍂𐌸𐌴𐌹
astonished	𐌱𐌹𐌰𐌱𐍂𐌾𐌰𐌽
false	𐌲𐌰𐌻𐌹𐌿𐌲𐌰𐌲𐌿𐌸
hope	𐌻𐌿𐌱𐌰𐌹𐌽𐍃
increase	𐌱𐌹𐌰𐌿𐌺𐌰𐌽
request	𐌱𐌹𐌳𐌾𐌰𐌽𐌳𐌰𐌽𐍃𐌿𐌸
judge	𐌱𐌹𐌳𐍉𐌼𐌾𐌰𐌽
gird	𐌱𐌹𐌲𐌰𐌹𐍂𐌳𐌰𐌽
soft	𐌳𐌰𐌹𐌲𐍃
first fruits	𐌿𐍆𐌰𐍂𐍃𐌺𐌰𐍆𐍄𐍃
orphan	𐍅𐌹𐌳𐌿𐍅𐌰𐌹𐍂𐌽𐌰
thistle	𐍅𐌹𐌲𐌰𐌳𐌴𐌹𐌽𐍉𐌼
fulfill	𐌿𐍃𐍆𐌿𐌻𐌻𐌾𐌰𐌽
immediately	𐍃𐌿𐌽𐍃
rejoice	𐍆𐌰𐌲𐌹𐌽𐍉𐌽
gain	𐌲𐌰𐌲𐌴𐌹𐌲𐌰𐌽
hear	𐌲𐌰𐌷𐌰𐌿𐍃𐌾𐌰𐌽
work	𐌲𐌰𐍅𐌰𐌿𐍂𐌺𐌾𐌰𐌽
gain	𐌲𐌰𐍅𐌰𐌿𐍂𐌺𐌹
pecuniary	𐍆𐌰𐌹𐌷𐌿𐌲𐌰𐍅𐌰𐌿𐍂𐌺𐌹
flute	𐍃𐍅𐌹𐌲𐌻𐍉𐌽
flautist	𐍃𐍅𐌹𐌲𐌻𐌾𐌰
sulfur	𐍃𐍅𐌹𐌱𐌻𐍃
flood	𐌲𐌰𐍂𐌿𐌽𐌾𐍉
running	𐍂𐌿𐌽𐍃
quarrel	𐍃𐌰𐌺𐌾𐍉
building	𐌲𐌰𐍄𐌹𐌼𐍂𐌾𐍉
belong	-𐌻𐌹𐌲𐌲𐍃
relative	𐌲𐌰𐌳𐌹𐌻𐌹𐌲𐌲𐍃
-ing	-𐌽𐌳𐍃
gather	𐌲𐌰𐌻𐌹𐍃𐌰𐌽
prophesy	𐍆𐌰𐌿𐍂𐌰𐌵𐌹𐌸𐌰𐌽
show	𐌲𐌰𐍄𐌴𐌹𐌷𐌰𐌽
foretell	𐍆𐌰𐌿𐍂𐌰𐌲𐌰𐍄𐌴𐌹𐌷𐌰𐌽
fifteenth	𐍆𐌹𐌼𐍆𐍄𐌰𐍄𐌰𐌹𐌷𐌿𐌽𐌳𐌰
bend	𐌱𐌹𐌿𐌲𐌰𐌽
knowledge	𐌺𐌿𐌽𐌸𐌹
blood	𐌱𐌻𐍉𐌸𐌰𐍂𐌹𐌽𐌽𐌰𐌽𐌳𐍃
eldest	𐍃𐌹𐌽𐌹𐍃𐍄𐍃
stony	𐍃𐍄𐌰𐌹𐌽𐌰𐌷𐍃
covetousness	𐌱𐌹𐍆𐌰𐌹𐌷𐍉𐌽𐍃
neck	𐌷𐌰𐌻𐍃𐌰𐌲𐌲𐌰
even	𐌹𐌱𐌽𐍃
substance	𐌹𐌱𐌽𐌰𐌻𐌴𐌹𐌺𐍃
beauty	𐌹𐌱𐌽𐌰𐍃𐌺𐌰𐌿𐌽𐍃
level	𐌲𐌰𐌹𐌱𐌽𐌾𐌰𐌽
let go	𐍆𐍂𐌰𐌻𐌴𐍄𐌰𐌽
genealogy	𐌲𐌰𐌱𐌰𐌿𐍂𐌸𐌹𐍅𐌰𐌿𐍂𐌳
liberated	𐍆𐍂𐌰𐌻𐌴𐍄𐍃
birth	𐌲𐌰𐌱𐌰𐌿𐍂𐌸𐍃
Yulemonth	𐌾𐌹𐌿𐌻𐌴𐌹𐍃
iota	𐌾𐍉𐍄𐌰
black	𐍃𐍅𐌰𐍂𐍄𐍃
Beroea	𐌱𐌰𐌹𐍂𐌰𐌿𐌾𐌰
godless	𐌰𐍆𐌲𐌿𐌸𐍃
crippled	𐌲𐌰𐌼𐌰𐌹𐌸𐍃
feast	𐌳𐌰𐌿𐌷𐍄𐍃
fearful	𐍆𐌰𐌿𐍂𐌷𐍄𐍃
fear	𐍆𐌰𐌿𐍂𐌷𐍄𐌾𐌰𐌽
fit	𐌲𐌰𐍄𐌹𐌻𐍃
fall	𐌳𐍂𐌹𐌿𐍃𐌰𐌽
cliff	𐌳𐍂𐌹𐌿𐍃𐍉
perish	𐍆𐍂𐌰𐌵𐌹𐍃𐍄𐌽𐌰𐌽
destroy	𐌵𐌹𐍃𐍄𐌾𐌰𐌽
destroy	𐍆𐍂𐌰𐌵𐌹𐍃𐍄𐌾𐌰𐌽
destroy	𐌿𐍃𐌵𐌹𐍃𐍄𐌾𐌰𐌽
blessing	𐍅𐌰𐌹𐌻𐌰𐌵𐌹𐍃𐍃
mis-	𐌼𐌹𐍃𐍃𐌰-
dissidence	𐌼𐌹𐍃𐍃𐌰𐌵𐌹𐍃𐍃
consensus	𐍃𐌰𐌼𐌰𐌵𐌹𐍃𐍃
blessing	𐌸𐌹𐌿𐌸𐌹𐌵𐌹𐍃𐍃
servitude	𐌸𐌹𐍅𐌰𐌳𐍅
accusation	𐌿𐍃𐌵𐌹𐍃𐍃
cymbal	𐌺𐌻𐌹𐍃𐌼𐍉
cymbal	𐌺𐌻𐌹𐍃𐌼𐌾𐌰𐌽
master	𐌲𐌰𐍂𐌳𐌰𐍅𐌰𐌻𐌳𐌰𐌽𐌳𐍃
prophesy	𐍀𐍂𐌰𐌿𐍆𐌴𐍄𐌾𐌰𐌽
prophecy	𐍀𐍂𐌰𐌿𐍆𐌴𐍄𐌾𐌰
gentle	𐌵𐌰𐌹𐍂𐍂𐌿𐍃
𐌵𐌹𐌼𐌰𐌹	𐌵𐌹𐌼𐌰𐌹𐌿
disciple	𐍃𐌹𐍀𐍉𐌽𐌾𐌰𐌽
ink	𐍃𐍅𐌰𐍂𐍄𐌹𐌶𐌻
one hundred	𐍄𐌰𐌹𐌷𐌿𐌽𐍄𐌰𐌹𐌷𐌿𐌽𐌳
hundredfold	𐍄𐌰𐌹𐌷𐌿𐌽𐍄𐌰𐌹𐌷𐌿𐌽𐌳𐍆𐌰𐌻𐌸𐍃
ordered	𐍄𐌰𐌹𐌷𐌿𐌽𐍄𐌴𐍅𐌴𐌹𐍃
fitting	𐍄𐌹𐌻
fourfold	𐍆𐌹𐌳𐌿𐍂𐍆𐌰𐌻𐌸𐍃
-fold	-𐍆𐌰𐌻𐌸𐍃
finger ring	𐍆𐌹𐌲𐌲𐍂𐌰𐌲𐌿𐌻𐌸
drill	𐌿𐍃𐌸𐍂𐍉𐌸𐌾𐌰𐌽
cut	𐌼𐌰𐌹𐍄𐌰𐌽
depart	𐌰𐍆𐌲𐌹𐌱𐌰𐌽
shake	𐍅𐌰𐌲𐌾𐌰𐌽
vigilant	𐌿𐍃𐍃𐌺𐌰𐍅𐍃
boon	𐌸𐌹𐌿𐌸
good	𐌸𐌹𐌿𐌸𐌴𐌹𐌲𐍃
potter	𐌺𐌰𐍃𐌾𐌰
haircut	𐌺𐌰𐍀𐌹𐌻𐌻𐍉𐌽
gnashing	𐌺𐍂𐌿𐍃𐍄𐍃
alive	𐌵𐌹𐌿𐍃
full	𐍃𐌰𐌸𐍃
manger	𐌿𐌶𐌴𐍄𐌰
watch	𐍅𐌰𐌷𐍄𐍅𐍉𐌼
born	𐌷𐌹𐌼𐌹𐌽𐌰𐌺𐌿𐌽𐌳𐍃
pool	𐍃𐍅𐌿𐌼𐍃𐌻
saliva	𐍃𐍀𐌰𐌹𐍃𐌺𐌿𐌻𐌳𐍂
boy	𐌼𐌰𐌲𐌿𐌻𐌰
blink	𐌱𐍂𐌰𐍈
braid	𐍆𐌻𐌰𐌷𐍄𐌰
mountainside	𐌹𐌱𐌳𐌰𐌻𐌾𐌹𐌽
basket	𐍄𐌰𐌹𐌽𐌾𐍉
counsel	𐌲𐌰𐍂𐌿𐌽𐌹
pinnacle	𐌲𐌹𐌱𐌻𐌰
Phoenician	𐍆𐍅𐌽𐌹𐌺𐌹𐍃𐌺𐍃
find out	𐍆𐌹𐌽𐌸𐌰𐌽
fiery	𐍆𐌿𐌽𐌹𐍃𐌺𐍃
spend	𐍆𐍂𐌰𐌵𐌹𐌼𐌰𐌽
obstruct	𐍆𐌰𐌿𐍂𐌳𐌰𐌼𐌼𐌾𐌰𐌽
palm	𐌻𐍉𐍆𐌰
skilled	𐌻𐌿𐌱𐌾𐌰𐌻𐌴𐌹𐍃
Macedonia	𐌼𐌰𐌺𐌹𐌳𐍉𐌽𐌾𐌰
Macedonian	𐌼𐌰𐌺𐌹𐌳𐍉𐌽𐍃
silver	𐍃𐌹𐌻𐌿𐌱𐍂𐌴𐌹𐌽𐍃
marvel	𐍃𐌹𐌻𐌳𐌰𐌻𐌴𐌹𐌺𐌾𐌰𐌽
marvel	𐍃𐌹𐌻𐌳𐌰𐌻𐌴𐌹𐌺𐌽𐌰𐌽
fear	𐍉𐌲𐌰𐌽
land	𐌷𐌰𐌹𐌼𐍉𐌸𐌻𐌹
hosanna	𐍉𐍃𐌰𐌽𐌽𐌰
scare	𐍉𐌲𐌾𐌰𐌽
bowels	𐌷𐌰𐌹𐍂𐌸𐍂𐌰
cloth	𐍀𐌻𐌰𐍄
nard	𐍀𐌹𐍃𐍄𐌹𐌺𐌴𐌹𐌽𐍃
psalm	𐍀𐍃𐌰𐌻𐌼𐍉
coming	𐌵𐌿𐌼𐍃
pregnant	𐌵𐌹𐌸𐌿𐌷𐌰𐍆𐍄𐍉
ninety	𐌽𐌹𐌿𐌽𐍄𐌴𐌷𐌿𐌽𐌳
dark	𐍂𐌹𐌵𐌹𐌶𐌾𐌰𐌽
heap	𐍂𐌹𐌺𐌰𐌽
brook	𐍂𐌹𐌽𐌽𐍉
trembling	𐍂𐌴𐌹𐍂𐍉
courtyard	𐍂𐍉𐌷𐍃𐌽𐍃
idiot	𐍂𐌰𐌺𐌰
suckle	𐌳𐌰𐌳𐌳𐌾𐌰𐌽
gather	𐌲𐌰𐌲𐌰𐌲𐌲𐌰𐌽
proper	𐍆𐌰𐌲𐍂𐍃
ungrateful	𐌿𐌽𐍆𐌰𐌲𐍂𐍃
no	𐌽𐌴
not at all	𐌽𐌴𐌹
weeping	𐌲𐍂𐌴𐍄𐍃
foregoing	𐍆𐌰𐌹𐍂𐌽𐍃
old	𐍆𐌰𐌹𐍂𐌽𐌴𐌹𐍃
young	𐌾𐌿𐌲𐌲𐍃
younger	𐌾𐌿𐌷𐌹𐌶𐌰
Jewish	𐌾𐌿𐌳𐌰𐌹𐍅𐌹𐍃𐌺𐍃
mother-in-law	𐍃𐍅𐌰𐌹𐌷𐍂𐍉
father-in-law	𐍃𐍅𐌰𐌹𐌷𐍂𐌰
stern	𐌽𐍉𐍄𐌰
catch	𐌽𐌿𐍄𐌰
break	𐌱𐍂𐌹𐌺𐌰𐌽
kill	𐌳𐌰𐌿𐌸𐌾𐌰𐌽
kill	𐌲𐌰𐌳𐌰𐌿𐌸𐌾𐌰𐌽
die	𐌲𐌰𐌳𐌰𐌿𐌸𐌽𐌰𐌽
die	𐌼𐌹𐌸𐌲𐌰𐌳𐌰𐌿𐌸𐌽𐌰𐌽
do	𐌲𐌰𐍄𐌰𐌿𐌾𐌰𐌽
roof	𐌷𐍂𐍉𐍄
turn	𐌲𐌰𐍅𐌰𐌽𐌳𐌾𐌰𐌽
splinter	𐌲𐍂𐌰𐌼𐍃𐍄𐌰
she-devil	𐌿𐌽𐌷𐌿𐌻𐌸𐍉
golden	𐌲𐌿𐌻𐌸𐌴𐌹𐌽𐍃
kinswoman	𐌽𐌹𐌸𐌾𐍉
occasion	𐌻𐌴𐍅
lion	𐌻𐌰𐌹𐍅𐌰
avarice	𐌱𐌹𐍆𐌰𐌹𐌷
pick	𐍂𐌰𐌿𐍀𐌾𐌰𐌽
rob	𐌱𐌹𐍂𐌰𐌿𐌱𐍉𐌽
piece	𐍆𐌰𐌽𐌰
sixty	𐍃𐌰𐌹𐌷𐍃 𐍄𐌹𐌲𐌾𐌿𐍃
fifty	𐍆𐌹𐌼𐍆 𐍄𐌹𐌲𐌾𐌿𐍃
forty	𐍆𐌹𐌳𐍅𐍉𐍂 𐍄𐌹𐌲𐌾𐌿𐍃
thirty	𐌸𐍂𐌴𐌹𐍃 𐍄𐌹𐌲𐌾𐌿𐍃
twenty	𐍄𐍅𐌰𐌹 𐍄𐌹𐌲𐌾𐌿𐍃
chamber	𐌷𐌴𐌸𐌾𐍉
come	𐌷𐌹𐍂𐌹
dig	𐌲𐍂𐌰𐌱𐌰𐌽
surround	𐌱𐌹𐌲𐍂𐌰𐌱𐌰𐌽
dig up	𐌿𐍆𐌲𐍂𐌰𐌱𐌰𐌽
dig out	𐌿𐍃𐌲𐍂𐌰𐌱𐌰𐌽
leave	𐌱𐌹𐌻𐌰𐌹𐌱𐌾𐌰𐌽
lick	𐌱𐌹𐌻𐌰𐌹𐌲𐍉𐌽
mock	𐌱𐌹𐌼𐌰𐌼𐍀𐌾𐌰𐌽
permitted	𐌱𐌹𐌽𐌰𐌿𐌷𐌰𐌽
take	𐌱𐌹𐌽𐌹𐌼𐌰𐌽
table	𐌱𐌹𐌿𐌸𐍃
clash	𐍃𐍄𐌹𐌲𐌵𐌰𐌽
beat	𐌱𐌹𐍃𐍄𐌹𐌲𐌵𐌰𐌽
stumbling block	𐌱𐌹𐍃𐍄𐌿𐌲𐌵
stumble	𐌲𐌰𐍃𐍄𐌹𐌲𐌵𐌰𐌽
cause	𐌲𐌰𐍃𐍄𐌰𐌲𐌵𐌾𐌰𐌽
burn	𐌱𐍂𐌹𐌽𐌽𐌰𐌽
fey	𐍃𐍅𐌿𐌻𐍄𐌰𐍅𐌰𐌹𐍂𐌸𐌾𐌰
judge	𐍃𐍄𐍉𐌾𐌰𐌽
song	𐌻𐌹𐌿𐌸
morning star	𐌰𐌿𐌶𐌰𐌽𐌳𐌹𐌻
day	𐌳𐌰𐌲𐌰𐌽𐌳𐍃
come upon	𐌱𐌹𐌵𐌹𐌼𐌰𐌽
danger	𐌱𐌹𐍂𐌴𐌹𐌺𐌴𐌹
jeopardy	𐌱𐌹𐍂𐌴𐌹𐌺𐌴𐌹𐍃
encircle	𐌱𐌹𐍂𐌹𐌽𐌽𐌰𐌽
holy	𐌰𐌹𐍂𐌺𐌽𐍃
murmur	𐌱𐌹𐍂𐍉𐌳𐌾𐌰𐌽
name	𐌽𐌰𐌼𐌽𐌾𐌰𐌽
name	𐌰𐌽𐌰𐌽𐌰𐌼𐌽𐌾𐌰𐌽
name	𐌲𐌰𐌽𐌰𐌼𐌽𐌾𐌰𐌽
scheming	𐌱𐌹𐍂𐌿𐌽𐌰𐌹𐌽𐍃
war	𐍅𐌹𐌲𐌰𐌽
female	𐌵𐌹𐌽𐌴𐌹𐌽𐍃
naked	𐌽𐌰𐌵𐌰𐌸𐍃
sign	𐍄𐌰𐌹𐌺𐌽𐍃
shoe	𐍃𐌺𐍉𐌷𐍃
sandal	𐍃𐌺𐌰𐌿𐌳𐌰𐍂𐌰𐌹𐍀𐍃
put up	𐌱𐌹𐍃𐌰𐍄𐌾𐌰𐌽
defile	𐌱𐌹𐍃𐌰𐌿𐌻𐌾𐌰𐌽
pollute	𐌱𐌹𐍃𐌰𐌿𐌻𐌽𐌰𐌽
shave	𐌱𐌹𐍃𐌺𐌰𐌱𐌰𐌽
shine	𐌱𐌹𐍃𐌺𐌴𐌹𐌽𐌰𐌽
anoint	𐌱𐌹𐍃𐌼𐌴𐌹𐍄𐌰𐌽
skull	𐍈𐌰𐌹𐍂𐌽𐌴𐌹
Asia	𐌰𐍃𐌹𐌰
go	𐍃𐌽𐌹𐍅𐌰𐌽
precede	𐌱𐌹𐍃𐌽𐌹𐍅𐌰𐌽
spit	𐌱𐌹𐍃𐍀𐌴𐌹𐍅𐌰𐌽
round	𐌱𐌹𐍃𐌿𐌽𐌾𐌰𐌽𐌴
adjure	𐌱𐌹𐍃𐍅𐌰𐍂𐌰𐌽
wipe	𐌱𐌹𐍃𐍅𐌰𐌹𐍂𐌱𐌰𐌽
accustomed	𐌱𐌹𐌿𐌷𐍄𐍃
custom	𐌱𐌹𐌿𐌷𐍄𐌹
wrap	𐌱𐌹𐍅𐌰𐌹𐌱𐌾𐌰𐌽
avoid	𐌱𐌹𐍅𐌰𐌽𐌳𐌾𐌰𐌽
wrap	𐌱𐌹𐍅𐌹𐌽𐌳𐌰𐌽
make merry	𐌱𐌹𐍅𐌹𐍃𐌰𐌽
later	𐌱𐌹𐌸𐌴
then	𐌱𐌹𐌸𐌴𐌷
wash	𐌸𐍅𐌰𐌷𐌰𐌽
wash	𐌱𐌹𐌸𐍅𐌰𐌷𐌰𐌽
walk	𐍈𐌰𐌹𐍂𐌱𐌰𐌽
throng	𐌱𐌹𐍈𐌰𐌹𐍂𐌱𐌰𐌽
whereby	𐌱𐌹𐍈𐌴
beat	𐌱𐌻𐌹𐌲𐌲𐍅𐌰𐌽
rub	𐌱𐌽𐌰𐌿𐌰𐌽
profit	𐌱𐍉𐍄𐌾𐌰𐌽
brethren	𐌱𐍂𐍉𐌸𐍂𐌰𐌷𐌰𐌽𐍃
precede	𐍆𐌰𐌿𐍂𐌰𐌲𐌰𐌲𐌲𐌰𐌽
stewardship	𐍆𐌰𐌿𐍂𐌰𐌲𐌰𐌲𐌲𐌹
steward	𐍆𐌰𐌿𐍂𐌰𐌲𐌰𐌲𐌲𐌰
below	𐌳𐌰𐌻𐌰𐌸𐌰
sand	𐌼𐌰𐌻𐌼𐌰
secrecy	𐍆𐌿𐌻𐌷𐍃𐌽𐌹
conceal	𐍆𐌹𐌻𐌷𐌰𐌽
hide	𐌲𐌰𐍆𐌹𐌻𐌷𐌰𐌽
bury	𐌿𐍃𐍆𐌹𐌻𐌷𐌰𐌽
burial	𐌿𐍃𐍆𐌹𐌻𐌷
demon	𐍃𐌺𐍉𐌷𐍃𐌻
reign	𐌸𐌹𐌿𐌳𐌰𐌽𐍉𐌽
grow	𐍅𐌰𐌷𐍃𐌾𐌰𐌽
mature	𐌿𐍃𐍅𐌰𐌷𐍃𐌾𐌰𐌽
grow	𐌿𐍆𐌰𐍂𐍅𐌰𐌷𐍃𐌾𐌰𐌽
callousness	𐌳𐌰𐌿𐌱𐌴𐌹
appointed	𐌳𐌰𐌿𐌸𐌿𐌱𐌻𐌴𐌹𐍃
shape	𐌳𐌹𐌲𐌰𐌽
earthen	𐌳𐌹𐌲𐌰𐌽𐍃
divide	𐌳𐌹𐍃𐌳𐌰𐌹𐌻𐌾𐌰𐌽
abundance	𐌳𐌹𐌲𐍂𐌴𐌹
fall	𐌳𐌹𐍃𐌳𐍂𐌹𐌿𐍃𐌰𐌽
break	𐌳𐌹𐍃𐌷𐌽𐌹𐌿𐍀𐌰𐌽
break	𐌳𐌹𐍃𐌷𐌽𐌿𐍀𐌽𐌰𐌽
strange	𐍆𐍂𐌰𐌼𐌰𐌸𐌴𐌹𐍃
plough	𐌷𐍉𐌷𐌰
have	𐌲𐌰𐌼𐍉𐍄𐌰𐌽
armor	𐍃𐌰𐍂𐍅𐌰
wherefore	𐌳𐌿𐌸𐌸𐌴
die	𐌳𐌹𐍅𐌰𐌽
Hebrew	𐌷𐌰𐌹𐌱𐍂𐌰𐌹𐌿𐍃
Israelite	𐌹𐍃𐍂𐌰𐌴𐌻𐌴𐌹𐍄𐌴𐍃
treasure	𐌷𐌿𐌶𐌳
womb	𐌺𐌹𐌻𐌸𐌴𐌹
pregnant	𐌹𐌽𐌺𐌹𐌻𐌸𐍃
cover	𐌳𐌹𐍃𐌷𐌿𐌻𐌾𐌰𐌽
torn	𐌳𐌹𐍃𐍃𐌺𐍂𐌹𐍄𐌽𐌰𐌽
possess	𐌳𐌹𐍃𐌽𐌹𐌼𐌰𐌽
sin	𐍆𐍂𐌰𐍅𐌰𐌿𐍂𐌺𐌾𐌰𐌽
understand	𐍆𐍂𐌰𐌸𐌾𐌰𐌽
intelligently	𐍆𐍂𐍉𐌳𐌰𐌱𐌰
foolish	𐌿𐌽𐍆𐍂𐍉𐌸𐍃
folly	𐌿𐌽𐍆𐍂𐍉𐌳𐌴𐌹
uncomprehending	𐌿𐌽𐍆𐍂𐌰𐌸𐌾𐌰𐌽𐌳𐍃
goodness	𐌲𐍉𐌳𐌴𐌹
hospitable	𐌲𐌰𐍃𐍄𐌹𐌲𐍉𐌸𐍃
hospitality	𐌲𐌰𐍃𐍄𐌹𐌲𐍉𐌳𐌴𐌹
badly	𐌿𐌱𐌹𐌻𐌰𐌱𐌰
faithfully	𐍄𐍂𐌹𐌲𐌲𐍅𐌰𐌱𐌰
twelve	𐍄𐍅𐌰𐌻𐌹𐌱𐍅𐌹𐌽𐍄𐍂𐌿𐍃
set	𐌳𐌹𐍃𐍃𐌹𐌲𐌵𐌰𐌽
separate	𐍃𐌺𐌰𐌹𐌳𐌰𐌽
disperse	𐌳𐌹𐍃𐍃𐌺𐌰𐌹𐌳𐌰𐌽
tear	𐌳𐌹𐍃𐍃𐌺𐍂𐌴𐌹𐍄𐌰𐌽
foolish	𐌳𐍅𐌰𐌻𐌰𐍅𐌰𐌿𐍂𐌳𐌴𐌹
scatter	𐌳𐌹𐍃𐍄𐌰𐌷𐌾𐌰𐌽
dispersion	𐌳𐌹𐍃𐍄𐌰𐌷𐌴𐌹𐌽𐍃
wisdom	𐌷𐌰𐌽𐌳𐌿𐌲𐌴𐌹
stonen	𐍃𐍄𐌰𐌹𐌽𐌴𐌹𐌽𐍃
stone	𐍃𐍄𐌰𐌹𐌽𐌾𐌰𐌽
burst	𐌳𐌹𐍃𐍄𐌰𐌹𐍂𐌰𐌽
leadership	𐍆𐌰𐌿𐍂𐌰𐌼𐌰𐌸𐌻𐌹
speak	𐌼𐌰𐌸𐌻𐌾𐌰𐌽
speech	𐌼𐌰𐌸𐌻𐌴𐌹𐌽
less	𐌼𐌹𐌽𐍃
ready	𐌼𐌰𐌽𐍅𐌿𐍃
preparedly	𐌼𐌰𐌽𐍅𐌿𐌱𐌰
harshly	𐌷𐌰𐍂𐌳𐌿𐌱𐌰
prepare	𐌼𐌰𐌽𐍅𐌾𐌰𐌽
diminish	𐌼𐌹𐌽𐌶𐌽𐌰𐌽
moth	𐌼𐌰𐌻𐍉
grind	𐌼𐌰𐌻𐌰𐌽
𐌼𐌰𐌹𐍃	𐌼𐌰𐌹𐌶𐌿𐌷
freedom	𐍆𐍂𐌹𐌾𐌴𐌹
𐍆𐍂𐌹𐌾𐍉𐌸	𐍆𐍂𐌹𐌾𐍉𐌳𐌿𐌷
cold	𐍆𐍂𐌹𐌿𐍃
eagerness	𐌲𐌰𐌹𐍂𐌿𐌽𐌹
avaricious	𐍆𐌰𐌹𐌷𐌿𐌲𐌰𐌹𐍂𐌽𐍃
covetousness	𐍆𐌰𐌹𐌷𐌿𐌲𐌰𐌹𐍂𐌽𐌴𐌹
selfish	𐍃𐌴𐌹𐌽𐌰𐌲𐌰𐌹𐍂𐌽𐍃
desire	𐌲𐌰𐌹𐍂𐌽𐌾𐌰𐌽
break	𐌳𐌹𐍃𐍄𐌰𐌿𐍂𐌽𐌰𐌽
take	𐍅𐌹𐌻𐍅𐌰𐌽
plunder	𐌳𐌹𐍃𐍅𐌹𐌻𐍅𐌰𐌽
robber	𐍅𐌹𐌻𐍅𐌰
begin	𐌳𐌿𐌲𐌹𐌽𐌽𐌰𐌽
lie	𐌻𐌹𐌿𐌲𐌽
false	𐌻𐌹𐌿𐌲𐌽𐌰𐍀𐍂𐌰𐌿𐍆𐌴𐍄𐌿𐍃
liar	𐌻𐌹𐌿𐌲𐌽𐌾𐌰
liar	𐌻𐌹𐌿𐌲𐌽𐌰𐍅𐌰𐌿𐍂𐌳𐍃
crush	𐌳𐌹𐍃𐍅𐌹𐌽𐌸𐌾𐌰𐌽
departure	𐌳𐌹𐍃𐍅𐌹𐍃𐍃
trouble	𐌳𐍂𐌰𐌹𐌱𐌾𐌰𐌽
wage	𐌳𐍂𐌹𐌿𐌲𐌰𐌽
accusation	𐍅𐍂𐍉𐌷𐍃
presbytery	𐍀𐍂𐌰𐌹𐌶𐌱𐍅𐍄𐌰𐌹𐍂𐌴𐌹
witherward	𐍅𐌹𐌸𐍂𐌰𐍅𐌰𐌹𐍂𐌸𐍃
Galatia	𐌲𐌰𐌻𐌰𐍄𐌹𐌰
Galatian	𐌲𐌰𐌻𐌰𐍄𐍃
trouble	𐌳𐍂𐍉𐌱𐌾𐌰𐌽
draw	𐌳𐌿𐌰𐍄𐍃𐌽𐌹𐍅𐌰𐌽
entangle	𐌳𐌿𐌲𐌰𐍅𐌹𐌽𐌳𐌰𐌽
amenable	𐌲𐌰𐍈𐌰𐌹𐍂𐌱𐍃
