dog	כלב
transcription	טרנסקריפציה
monastery	מנזר
trader	סוחר
traverse	סחר
snow	השליג
דְּבָרִים	דברים בטלים
exposure	חשיפה
recitation	דקלום
paddle wheel	משוטה
traitor	בוגד
אִם	אם ירצה השם
long time no see	פעם שלישית גלידה
sechach	סכך
sukkah	סוכה
light	סככה
sukkah	סיכך
canopy	סוכך
bowered	סכוך
cover	סיכוך
lulav	לולב
thick	עבות
fish	דגה
unemployed	מובטל
cancelled	מבוטל
תּוֹרָה	שמחת תורה
subculture	תת תרבות
hit	הוכה
חי	חי וקיים
akum	עכו״ם
purchase	נקנה
ease	הקל
shade	הצל
turn	הוסב
יום	יום חול
סוֹף	סוף שבוע
electric shock	התחשמל
laptop	לפטופ
worsen	הרע
Halloween	ליל כל הקדושים
burn	נכווה
install	הותקן
install	התקין
drown	הטביע
isolationist	בדלני
compiler	מהדר
nikud	ְ
nikud	ֹ
nikud	ֻ
nikud	ֶ
niqqud	ֵ
niqqud	ֳ
niqqud	ֲ
niqqud	ֱ
drunk	שיכור
cooked	מבושל
תַּלְמִיד	תלמיד חכם
secularization	חילון
Talmud	ש״ס
of course	כמובן
happy	אשרי
hymen	בתולים
Gemini	תאומים
סְתָם	סתם יינם
harvest	קציר
feeling	חדווה
partial	עיגל פינות
creationism	בריאתנות
for nothing	לא בכדי
empty	רוקן
Mainz	מיינץ
refuse	מיאן
cover	כיפר
אלוהינו	אלוקינו
nakedness	ערווה
embraced	ח־ב־ק
Metatron	מטטרון
יֵצֶר	יצר הטוב
tuna	טונה
nested	מקונן
unless	אלמלא
bathtub	אמבטיה
praise	שיבח
hang	תלה
Hispanic	היספני
drop	הפלה
drop	הפיל
עֵדוּת	יהוסף
subsidize	סבסד
punishment	עונש
כָּל	כל כך
brother-in-law	יבם
sister-in-law	יבמה
wife	ייבם
entrance	מבוא
letter	איגרת
cut down	נכרת
basin	אגן
tachycardia	טכיקרדיה
golden	מוזהב
silvery	מוכסף
plant	שתל
dagesh	ּ
obligated	חייב
conflict	סכסוך
Moroccan	מרוקאי
happy	מבסוט
lot	פור
יוֹמָם	יומם ולילה
hit	התנקף
cannibal	קניבל
melodrama	דרמה
עַם	עם הארץ
become	החכים
mandrake	דודא
flatten	ריקע
late	איחר
brake	בלם
Himalayas	הימלאיה
round	עגול
help	סייע
half	מחצה
permission	רשות
alone	יחיד
sleep	חרפ
kidney	כליה
Jew	מסתערב
Arabize	הסתערב
אִם	אם ורק אם
אוּר	אור כשדים
Chaldean	כשדי
sorry	הצטער
play	שיחק
salvation	ישועה
save	נושע
in other words	כלומר
million	מיליון
mainly	במיוחד
et cetera	וכדומה
תַּעֲנִית	תענית בכורות
matkot	מטקות
racquet	מטקה
פֶּסַח	קערת פסח
bitter herbs	מרור
so	לכן
piece	נתח
barren	איילונית
tie	תיקו
comic	קומיקאי
Bedouin	בדואי
saffron	זעפרן
pinkwashing	פינקוושינג
כותל	הכותל המערבי
heretic	אפיקורוס
boil	הרתיח
sawmill	מנסרה
hyperventilate	התנשם
Babylonian Talmud	תלמוד בבלי
Talmud	תלמוד ירושלמי
tahdig	טהדיג
מֹשֶׁה	משה רבנו
softness	רוך
צהריים	ארוחת צהריים
impressive	מרשים
dragonfly	שפירית
Petrosyan	פטרוסיאן
tarantula	טרנטולה
אלמנה	אלמנה שחורה
חשמל	חשמל סטטי
electrician	חשמלאי
hawk	נץ
עוֹף	עוף דורס
Kabballah	אבגיתץ-קרעשטן-נגדיכש-בטרצתג-חקבטנע-יגלפזק-שקוצית
עוֹפוֹת	עופות דורסים
עַיִט	עיט זהוב
magpie	עקעק
עיט	עיט שמש
עֵיטָם	עיטם לבן־ראש
עיטמים	עיטמים לבני־ראש
עיט	עיט קירח
עיט	עיט קירח אמריקאי
עֵיטָם	עיטם לבן־זנב
עֵיטָם	עיטם לבן־גחון
עֵיטָם	עיטם עקוד־זנב
נץ	נץ אדום גב
נצים	נצים אדומי גב
incorrect	שגוי
עֵיטָם	עיטם קולני
sea eagle	עיטם
Kabballah	יאהדונהי
Kabballah	רשלייזדנגאיב
Kabballah	מצפצחכצמטפמצפץ
Kabballah	כוזו במוכסז כוזו
Xerxes	חשיארש
hope	פילל
racism	גזענות
Tetragrammaton	השם המפורש
plot	מגרש
unity	אחדות
grammatical	דקדוקי
simplicity	פשטות
portmanteau	הלחם
irritable	עצבני
parcel	חבילה
Khazar	כוזרי
passive	סביל
Khazar	כוזר
sing	זימר
waste	שמה
Tetragrammaton	הוי״ה
controller	מבקר
Hammurabi	חמורבי
Ammon	עמון
𐤉𐤓𐤔𐤋𐤌	ירשלם
אֶהְיֶה	אהיה אשר אהיה
ring	צלצול
dwarfism	גמדות
treetop	צמרת
דרך	הדרך לגיהנום רצופה כוונות טובות
fool	אוויל
octopus	תמנון
Hezekiah	חזקיהו
accident	תאונה
Kurdish	כורדית
cracked	סדוק
crack	סדק
גֵּיא	גיא בן הנם
Ehud	אהוד
sympathize	אהד
float	צף
voice	בת־קול
מֶלַח	מלח ים
בֵּין	בין־דורי
generational	דורי
decorate	עיטר
crown	העטיר
קשת	קשת ארוכה
קשתות	קשתות ארוכות
join	הצטרף
ID card	תעודת זהות
orchid	סחלב
גְּמַר	גמר טוב
crewed	מאויש
become	נהיה
nurse	היניק
that	ההוא
that	ההיא
senator	סנאטור
Republican	רפובליקני
Ushpizin	אושפיזין
halt	שביתה
prison	בית סוהר
hapax legomenon	צמיד
new	חדשה
what's up?	מה קורה
what's up?	מה המצב
שָׁבוּעַ	שבוע טוב
video	סרטון
Kurdistan	כורדיסטן
women	נשי
supermarket	מרכול
sleepy	רדום
into	לתוך
curse	יש״ו
paste	משחה
toothpaste	משחת שיניים
radiator	רדיאטור
wallpaper	טפט
drawers	שידה
kettle	קומקום
apron	סינר
broom	מטאטא
כְּבִיסָה	אבקת כביסה
garbage	אשפה
tile	אריח
שׁוֹאֵב	שואב אבק
קרש	קרש גיהוץ
rag	מטלית
gutter	מרזב
liturgical	פיוט
greenhouse	חממה
rake	מגרפה
sprinkler	ממטרה
carriage	עגלה
nail	מסמר
vice	מלחציים
plane	מקצועה
shaving	שבב
file	פצירה
sawdust	נסורת
commercial	מסחרי
fire engine	כבאית
excavator	מחפר
steamroller	מכבש
chimney	ארובה
ambulance	אמבולנס
garage	מוסך
increment	תוספת
pastry	מאפה
parachute	מצנח
saving	חיסכון
mask	מסכה
race	מרוץ
crane	עגורן
space	חלל
whistle	משרוקית
made	עשוי
ingredient	מרכיב
buffalo	תאו
gorilla	גורילה
bat	עטלף
feather	נוצה
by day	יומם
platform	רציף
jewellery	תכשיט
tow truck	גורר
cover	מכסה
tanker	מכלית
rock	סלע
tunnel	מנהרה
traffic sign	תמרור
mill	טחנה
plantation	מטע
plough	מחרשה
shepherd	רועה
peasant	איכר
saddle	אוכף
tractor	טרקטור
stable	אורווה
farm	משק
wise-ass	חכמולוג
fishing	דיג
petroleum	נפט
buoy	מצוף
seagull	שחף
lighthouse	מגדלור
examiner	בוחן
paintbrush	מכחול
aquarium	אקווריום
bandage	תחבושת
tray	מגש
צֶמֶר	צמר גפן
ביקורת	נקודת ביקורת
wiener	נקניקייה
balance	מאזניים
בית דין	בית דין צבאי
pea	אפונה
leek	כרשה
cauliflower	כרובית
roast	צלי
spaghetti	ספגטי
goulash	גולש
fried egg	ביצייה
one	י־ח־ד
war	ל־ח־ם
kofta	כופתה
pita	פיתה
chest	חזה
necktie	עניבה
zipper	רוכסן
silicon	צורן
sulfur	גופרית
chlorine	כלור
scandium	סקנדיום
titanium	טיטניום
רצח	רצח עם
conductor	מנצח
exhale	נשף
clean	ניקה
vegetarian	צמחוני
support	תמך
hedgehog	קיפוד
circle	עיגול
cone	חרוט
ellipse	אליפסה
carousel	קרוסלה
play	שעשוע
circus	קרקס
slingshot	קלע
texture	מרקם
steam	אידה
roast	צלה
maturity	בשלות
surrender	נכנע
completely	לחלוטין
pulpit	דוכן
lacking	נטול
facility	מתקן
furrow	חריץ
nylon	ניילון
stipe	עוקץ
zucchini	קישוא
bulb	פקעת
tip	קצה
crush	גרס
destination	יעד
rubber	גומי
grade	דרגה
diversification	גיוון
שעה	בשעטו״מ
museum	מוזיאון
legitimization	לגיטימציה
apartheid	אפרטהייד
scribble	קשקוש
altar	מזבח
zombie	זומבי
intifada	אנתיפדה
feta	פטה
date	סילאן
PLO	אש״ף
duress	כורח
residue	שארית
cool	צינן
processor	מעבד
laurel	דפנה
pound	כתש
select	ברר
pot	סיר
filter	סינן
colorful	צבעוני
pour	יצק
width	רוחב
membrane	קרום
only	בלבד
anchovy	אנשובי
reality	מציאות
empty	הריק
boil	רתח
scald	חלט
chicory	עולש
איש	איש שלג
step	צעד
hum	הימהם
thickness	עובי
Aziz	עזיז
rotational	סיבובי
hollow	חלול
puncture	נקוב
do	ע־ש־ה
אֲתָר	אתר אינטרנט
ornament	עדי
חמור	חמור נושא ספרים
henna	חינה
mamzer	ממזרת
doctrine	דוקטרינה
logical	סביר
קוֹד	קוד מקור
hook	קרס
Rosh Chodesh	ראש חודש
wild	התפרע
I'm sorry	אני מצטער
I'm sorry	אני מצטערת
ugly	מכוער
pituitary gland	בלוטת יותרת המוח
chameleon	זיקית
imam	אימאם
drag	גרר
large	כרך
bindery	כריכייה
steam	קיטור
chemical equilibrium	שיווי משקל כימי
Frumkin	פרומקין
erotic	ארוטי
exaggeration	הגזמה
censor	צנזר
censored	צונזר
censorship	צנזורה
kabbalistic	קבלי
mojito	מוחיטו
memento	מזכרת
Albuquerque	אלבקרקי
cumin	כמון
Merlot	מרלו
cabernet sauvignon	קברנה סוביניון
zinfandel	זינפנדל
Pinot Noir	פינו נואר
Chardonnay	שרדונה
Riesling	ריזלינג
Sauvignon blanc	סוביניון בלאן
יַיִן	יין לבן
יין	יין אדום
Moscato	מוסקטו
יֵינוֹת‎	יינות לבנים
botch	פישל
convict	הורשע
erect	העמיד
survive	שרד
ghee	גהי
vocal	קולי
temporal	זמני
string	מיתר
dildo	דילדו
אֲבִיזָר	אביזר מין
vas deferens	צינור הזרע
reproductive system	מערכת הרבייה
stir	בחש
bronze	ארד
Rosenthal	רוזנטל
Epstein	אפשטיין
Gilbert	גילברט
patch	טלאי
ornament	נוי
thumb	בוהן
slight	אוושה
Parshandatha	פרשנדתא
Aspatha	אספתא
Poratha	פורתא
Parmashta	פרמשתא
Vaizatha	ויזתא
Hammedatha	המדתא
Zeresh	זרש
Vashti	ושתי
Ahasuerus	בגתן
Ahasuerus	תרש
Ahasuerus	כרשנא
Ahasuerus	מהומן
Ahasuerus	בזתא
Ahasuerus	חרבונא
leadership	ראשות
Zethar	זתר
Carcas	כרכס
Ahasuerus	שתר
Shaashgaz	שעשגז
Nebuchadnezzar	נבוכדנאצר
militaristic	צבאני
Aleister	אליסטר
Arbeitman	ארבייטמן
pathogen	פתוגן
immunobiology	אימונוביולוגיה
redeem	פדה
burning	חרון
bosom	חיק
divide	נחלק
chop	קצץ
popular	עממי
elementary school	בית ספר עממי
round	עיגל
cushion	כר
אחד	מוצ״ש
stay	שהה
delay	השהה
transcription	תעתיק
bore	שיעמם
Zuckerberg	צוקרברג
Martinez	מרטינז
addenda	מילואים
praise	פיאר
boast	התפאר
weakness	חולשה
redeemed	נגאל
certificate	תעודה
יוֹם	יום עצמאות
residue	שייר
eliminate	סילק
secrecy	סודיות
crease	קמט
amazement	תמהון
complicated	מסובך
divorced	גרוש
flight	מעוף
yard	חצר
longhorn beetle	יקרונית
swarm	ערוב
boil	שחין
legume	קטנית
sticky	דביק
fail	נכשל
thimble	אצבעון
optimum	מיטב
soar	האביר
flint	חלמיש
bite	נשך
Finkelman	פינקלמן
Finkelberg	פינקלברג
חֲסַר	חסר בית
spin	טווה
stork	חסידה
evil	אוון
Christianize	ניצר
comfort	ניחם
consolation	נחמה
raisin	צימוק
scrambled egg	ביצה מקושקשת
compared to	לעומת
pleasantness	נועם
please	נעם
divide	חילק
North Korean	צפון קוריאני
Korean	קוריאני
serve	שירת
purify	היטהר
text message	מסרון
app	יישומון
revolution	מהפך
emoticon	פרצופון
economic	מיתון
compact disk	תקליטור
avalanche	מפולת
knock	הופל
waterfall	מפל
lower	תחתון
direct action	פעולה ישירה
minor	קטין
נִלְחַם	נלחם בטחנות רוח
Saudi Arabia	סעודיה
Saudi Arabia	ערב הסעודית
naughtiness	שובבות
nape	עורף
lock	ננעל
drip	זב
secretion	זוב
nightingale	זמיר
viewport	אשנב
halve	חצה
strike	טפח
down	למטה
outside	החוצה
care	אכפת
bye	ביי
out of	מחוץ
excellent	מעולה
constricted	עצור
finished	גמור
possible	אפשרי
abandoned	עזוב
flammable	בעיר
judge	שפט
five	חמישה
group	עשרת
tens	עשרות
עַשְׁתֵּי	עשתי עשר
עַשְׁתֵּי	עשתי עשרה
speaker	רמקול
שישה	שישה עשר
חֲמִשָּׁה	חמשה עשר
שְׁלֹשָׁה	שלשה עשר
שְׁלֹשׁ	שלש עשרה
advertisement	פרסומת
loneliness	בדידות
dance	מחול
hate crime	פשע שנאה
site	אתר
clinic	מרפאה
might	עוז
male	תיש
improve	היטיב
improve	הוטב
step on	דרס
farming	חקלאי
incorporate	התאגד
forehead	מצח
oral sex	מין אוראלי
רַבִּי	רשב״י
renovated	משופץ
palate	חך
middle	אמצע
neglect	הזניח
coarse	גס
imprisonment	מאסר
state	מדיני
stand	התייצב
clam	צדף
youth	נעורים
grief	יגון
pronounce	הגה
pronounce	נהגה
הֵנָּה	בוא הנה
transfer	העברה
transmit	הועבר
physicist	פיזיקאי
option	אפשרות
normal	מקובל
level	פילס
cabinet	קבינט
decide	נקבע
Azrael	עזראל
sentinel	זקיף
unibrow	גבות מחוברות
original	מקורי
rectal	רקטלי
fatherly	אבהי
motherly	אמהי
ask	התבקש
superficial	רדוד
LGBT	להט״ב
gas station	תחנת דלק
intervention	מעורבות
plaintiff	תובע
course	במהלך
visit	ביקור
hegemony	הגמוניה
homogenous	הומוגני
hegemonic	הגמוני
pulp	רסק
מזרח	מזרח תיכוני
central	תיכוני
Jewess	יהודיה
Jewishness	יהודיות
deputy	סגן
Genesis	מקנה
copy	העתיק
stab	נדקר
prediction	תחזית
record	שיא
assault	תקיפה
amaze	הדהים
league	ליגה
article	כתבה
need	פרנסה
storm	סופה
in a row	ברציפות
senior	בכיר
report	דיווח
World Cup	מונדיאל
vine	חרצן
tubercle	גבשושית
Japanese	יפני
middle	בינוני
Alexander	אלכסנדר
alternative	אלטרנטיבה
Nazi	נאצי
cause	נגרם
consulate	קונסוליה
disguise	התחפש
interchange	מחלף
swap	החליף
slavery	שעבוד
slavery	עבדות
work	ע־ב־ד
rider	רוכב
clear	פונה
adviser	יועץ
cannon	תותח
opera	אופרה
move	הוזז
anger	הרגיז
terror	אימה
gravity	כובד
פטיש	פטיש אוויר
coal	גחלת
minor	קטינה
worldliness	גשמיות
conversion	גרות
bulldozer	דחפור
Ashkenazi	השתכנז
Ashkenazi	השתכנזות
cartilage	סחוס
award	העניק
tan	השחים
peek	הצצה
ballast	רבד
Ararat	אררט
adapt	התאים
tornado	טורנדו
hurricane	הוריקן
sail	שייט
weak	דל
slaughter	שחט
lupin	תורמוס
group	חבורה
עָשָׂה	עשה את שלו
syndrome	סינדרום
crescent	סהר
humid	לח
West Bank	איו״ש
gay	הומו
trap	לכוד
plague	מגפה
Lilith	לילית
וַדָּאוּת	ודאות
בְּוַדָּאוּת	בוודאות
dilemma	דילמה
swimmer	שחיין
rickety	רעוע
tip	חוד
ice cream	גלידרייה
of use	שימושי
agenda	אג׳נדה
fly	הטיס
soccer player	כדורגלן
basketball player	כדורסלן
well	היטב
lawn	מדשאה
front	חזית
primary	ראשוני
lack	חוסר
Israel	חוץ לארץ
slope	מדרון
agency	סוכנות
cypress	ברוש
ridge	רכס
stain	כתם
city	קרת
decorate	קישט
marry	חיתן
marry	התחתן
record	הקליט
record	הוקלט
Toronto	טורונטו
skyline	קו רקיע
hexagon	משושה
haze	אובך
void	בוהו
value	העריך
delay	הושעה
delay	השעה
lower	הנמיך
puree	מחית
construct state	סמיכות
enclosure	מכלאה
test	בחן
public relations	יחצן
horticulture	גננות
space	מרחב
take effect	נכנס לתוקף
octagon	מתומן
master plan	תכנית אב
thick	סמיך
content	תכולה
sandwich	כריך
chime	צילצל
estate	נחלה
formulate	ניסח
residence	מגורים
tweet	ציוץ
תיכף	תומ״י
squill	חצב
hole	גומה
ignorance	בערות
tepid	פושר
bounce	הקפיץ
mixture	תערובת
progress	התקדמות
cyclamen	רקפת
pop up	צץ
measurement	מידה
sail	הפליג
care for	טפל
hole	נקב
פּוֹשֵׁעַ	פושע מלחמה
fatherhood	אבהות
oboist	אבובן
buckle	אבזם
crate	ארגז
bachelorette	רווקה
acquire	רכש
יְהוָה	יהוה צבאות
Raphael	רפאל
learned	למוד
oppression	דיכוי
anxiety	חרדה
convolvulus	חבלבל
salvia	מרווה
cistus	לוטם
botany	בוטניקה
hobby	תחביב
fertilizer	דשן
glossy	מבריק
hollow	נבוב
כְּתָב	כתב אשורי
pipe organ	עוגב
nearsightedness	קוצר ראייה
metalhead	מטאליסט
תֹהוּ	תוהו ובוהו
factorial	עצרת
אֵיכָה	מגילת איכה
hyssop	אזוב
Isaac	ישחק
flash	פלאש
transgender	טרנסג׳נדר
organism	יצור
assembled	מורכב
gay	עליז
staff	שרביט
leftist	שמאלני
settler	מתנחל
dissolve	המס
ladle	מצקת
settle	התנחל
radical	רדיקלי
efficacious	אפקטיבי
contact	מגע
bathing	רחצה
generalize	הכליל
protracted	ממושך
showered	רחוץ
responsible	אשם
compete	התחרה
investigation	חקירה
move	התרגש
oscillate	התנודד
aide	עוזר
Samaritan	שומרוני
prince	נגיד
integration	שילוב
combine	שילב
Moldova	מולדובה
humidity	לחות
defend	התגונן
sewage	ביוב
together	יחדיו
Tajikistan	טג׳יקיסטן
Tajik	טג׳יקי
cleanliness	ניקיון
accompany	ליווה
sweaty	מזיע
drawn	שלוף
vegan	טבעוני
veganism	טבעונות
vegetarianism	צמחונות
nutritional	תזונתי
pescetarianism	פסקטריאניזם
גְּבִינַת	גבינת שמנת
גְּבִינָה	גבינה כחולה
erasure	מחיקה
maximum	מקסימום
vanish	היעלמות
quality	טיב
forecaster	חזאי
explaining	הסברה
dizziness	סחרחורת
peripheral	פריפרי
paroxysmal	פרוקסיזמלי
beta	בתא
shiver	צמרמורת
incentive	תמריץ
cease	חדל
crumb	פירור
flatten	שיטח
self-righteous	צדקן
sanctimonious	מתחסד
immediately	תכף
bearing	מיסב
empire	אימפריה
fade	דעך
Jew	חוצניק
navel	טבור
sensitive	רגיש
contents	תוכן
glatt	גלאט כשר
stethoscope	סטתוסקופ
juicy	עסיסי
revive	החיה
variation	וריאציה
stretch	מתח
ornithology	אורניתולוגיה
publicly	בפרהסיה
publicness	פרהסיה
blow	חיצרץ
file	קובץ
swallow	סנונית
roof tile	רעף
palor	חוורון
קְרַב	קרב מגע
passer-by	עובר אורח
menopause	בלות
copying	העתקה
interpretation	פירוש
freezer	מקפיא
accuracy	דיוק
silky	משיי
deepen	העמיק
ketchup	קטשופ
בֵּית	בית הנבחרים
Senate	סנאט
electorate	אלקטורט
רָשׁוּת	רשות מחוקקת
Bogan	בוגן
analysis	אנליזה
excite	ריגש
monstrous	מפלצתי
surgical	כירורגי
neurosurgery	נוירוכירורגיה
neurosurgical	נוירוכירורגי
בַּת	בת דוד
acquaintance	היכרות
double	הכפיל
operational	מבצעי
implement	ביצע
sob	התייפח
property	רכוש
peel	קילף
rhombus	מעוין
Abayudaya	אבאיודאיה
ethnicity	אתניות
ethnic	אתני
constitute	היווה
user	יוזר
digitized	ממוחשב
overall	אוברול
coverall	סרבל
sweater	סוודר
sweater	סורגה
tracksuit	טריינינג
tracksuit	אימונית
hoist	הניף
land	הנחית
loan	הלוואה
loan	הלווה
Zipporah	צפורה
refugee	פליט
arrogant	מתנשא
thread	שרשור
apropos of	אפרופו
forcibly	בעל כורח
Claudio	קלאודיו
document	תיעד
documentation	תיעוד
Shulman	שולמן
short	זקנקן
terrorist	טרוריסט
governmental	שלטוני
authority	סמכות
authoritative	סמכותי
ייפוי	ייפוי כוח
chronic	כרוני
erection	זקפה
priapism	פריאפיזם
compulsive	כפייתי
coercion	כפייה
quite	למדיי
gel	הקריש
beg	התחנן
license	רישיון
Earth	כדור הארץ
incident	תקרית
guacamole	גוואקמולי
hereditary	תורשתי
heredity	תורשה
riverbed	אפיק
sense	חוש
in time	לימים
USSR	בריה״מ
Union of Soviet Socialist Republics	ברית המועצות
soviet	סובייטי
staff	ציוות
lilac	לילך
buckthorn	אשחר
viburnum	מורן
superstar	סופרסטאר
fainting	התעלפות
faint	עילף
knocked out	מעולף
awareness	מודעות
mental illness	מחלת נפש
depression	דפרסיה
depression	דיכאון
destructive	הרסני
psychotherapist	פסיכותרפיסט
imagination	דמיון
fault	אשמתי
fault	אשמתך
scatter	פיזר
stun	המם
in for a penny, in for a pound	אם כבר אז כבר
availability	זמינות
legal	משפטי
IG	מפכ״ל
offensive	מתקפה
offensive	פוגעני
microscope	מיקרוסקופ
program	תכנית
excellence	מצויינות
navigate	ניווט
commentator	פרשן
refusal	סירוב
Baden	באדן
layer	שכבה
handyman	תיקונצ׳יק
colon	נקודתיים
billionaire	מיליארדר
millionaire	מיליונר
שנת	שנ"צ
off the derech	דתל״ש
inhale	הסניף
hangover	הנגאובר
civil war	מלחמת אזרחים
characteristic	מאפיין
attentive	קשוב
catastrophe	קטסטרופה
precedent	תקדים
horrible	נוראי
restricted	מוגבל
gin	ג׳ין
locate	אותר
acupuncture	דיקור סיני
black box	קופסה שחורה
cinematic	קולנועי
if	לולא
bad	גרוע
tycoon	טייקון
slow	איטי
pay	שילם
compile	התקמפל
compile	קימפל
completion	ש־ל־ם
all	כולנו
all	כולו
Cyrus	כורש
misogyny	מיזוגיניה
work out	התעמל
practice	התאמן
marathon	מרתון
hijab	חיג׳אב
nerd	לפלף
warning	אזהרה
responsible	אחראי
safe	כספת
simultaneous	בו-זמני
criminal	עבריין
syndrome	תסמונת
white nose syndrome	תסמונת האף הלבן
smiley	חייכן
affiliation	השתייכות
Torah	תורני
belong	השתייך
truly	אמנם
African hunting dog	זאב טלוא
Joseph	צפנת פענח
grove	חורשה
develop	פיתח
Ma Tovu	מה טובו
abort	נטש
schmuck	שמוק
cholent	טשולנט
רַעַשׁ	רעש לבן
snail	חלזון
nomad	נווד
shaving brush	מברשת גילוח
South American	דרום אמריקני
North American	צפון אמריקני
sniff	ריחרח
חור	חור תחת
amber	ענבר
ivory	שנהב
חוֹף	חוף השנהב
defibrillator	דפיברילטור
karate	קראטה
Boaz	בועז
otter	לוטרה
crochet	קרושה
hummingbird	קוליברי
elm	בוקיצה
mongoose	נמייה
speckled	טלוא
rubber band	גומיה
lady	גברת
beaver	בונה
knitting needle	מסרגה
annex	סיפח
ethical	מוסרי
vision	חזון
supremacy	עליונות
Orit	אורית
colonialism	קולוניאליזם
Javier	חוויאר
amba	עמבה
confession	וידוי
astronomer	אסטרונום
comet	כוכב שביט
theater	תאטרון
euro	אירו
jellyfish	מדוזה
fossa	פוסה
muezzin	מואזין
alabaster	בהט
fever	קדח
sibling	אחאי
toothbrush	מברשת שנים
3D printer	מדפסת תלת־ממד
Ghana	גאנה
firefly	גחלילית
earthworm	שלשול
raccoon	דביבון
lockout	השבתה
rest	ש־ב־ת
catfish	שפמנון
opossum	אופוסום
alligator	אליגטור
squid	דיונון
artichoke	קנרס
spindle	פלך
harmonica	מפוחית פה
cardigan	מקטורה
cardigan	קרדיגן
artichoke	חרשף
bowl	קערות
mansplaining	הסגברה
dictator	דיקטטור
joint	צינגלה
joint	ג'וינט
incense	קטורת
night	לילה לבן
Suez Canal	תעלת סואץ
podiatrist	פודיאטר
23	כ״ג
high priest	כהן גדול
fine	אטון
velvet	קטיפה
coexistence	דו־קיום
dear sir	א.ג.נ.
פָּרָה	פרה פרה
הסכים	הסכים שלא להסכים
epistemology	אפיסטמולוגיה
physics	פיזיקה
cover	סיקר
bidet	בידה
dysentery	דיזנטריה
proposition	טענה
dhole	דול מצוי
dhole	דול
bargain	העסקה
whore	שרמוטה
pause	דמם
starve	גווע
accumulate	הצטבר
inhibit	עיכב
neo-Nazi	ניאו-נאצי
essence	מהות
swift	סיס
windowpane	שמשה
echo	הד
schlemiel	שלומיאל
shelve	גנז
hidden	גנוז
disintegrate	התפרק
skink	חומט
eon	עידן
shoulder blade	שכם
inflorescence	תפרחת
arrive	הקדים
puddle	שלולית
starling	זרזיר
nest	קינן
pearl	פנינה
flame	שלהבת
sorrow	תוגה
אני טבעונית	אני טבעוני
אני טבעוני	אני טבעונית
chromium	כרום
gallium	גליום
hoopoe	דוכיפת
germanium	גרמניום
arsenic	ארסן
selenium	סלניום
bromine	ברום
krypton	קריפטון
vanadium	ונדיום
rhodium	רודיום
sediment	סחף
supply	אספקה
perimeter	היקף
goldfinch	חוחית
reserve	שמורה
tree frog	אילנית
dendrochronology	דנדרוכרונולוגיה
Kahanist	כהניסט
group	חוג
all	כולה
approximately	בערך
pitch	זפת
ignorance	בורות
ghayn	ע'ין
career	משרה
dependence	תלות
cerium	צריום
goods	תוצרת
gill	זים
precariously	על קרן הצבי
value	חשיבות
couscous	קוסקוס
relic	שריד
zirconium	זירקוניום
broom	רותם
bag	שקיק
spatula	מרית
cadmium	קדמיום
turn off	השבית
carcass	נבלה
documented	תועד
shrink	הצטמק
solve	פתר
refuge	מפלט
death	מיתה
vibration	רטט
protest	מחאה
madness	טירוף
intergovernmental	בין־ממשלתי
useful	מועיל
scythe	חרמש
spring	קפיץ
heterosexual	סטרייט
Kabballah	יאהדונה״י
bold	אמיץ
popular	פופולרי
bathtub	אמבט
cut	חתוך
circumcise	מל
emptiness	שממה
barrier	מחסום
inflated	התנפח
exhaust pipe	אגזוז
unskilled	עבודה שחורה
Japhetic	אשכנז
publisher	מוציא לאור
support	תמיכה
taking	נטילה
toss	הטיל
verbal	אלימות מילולית
operating room	חדר ניתוח
invalid	פסול
pharmacy	בית מרקחת
petition	עתירה
harass	התנכל
carding	ניפוץ
Icelander	איסלנדית
interviewed	התראיין
eukaryote	איקריוט
eukaryotic	איקריוטי
curly	מתולתל
softly	בנחת
cancellation	ביטול
scornfully	בביטול
catalyze	זירז
moderation	מתינות
yeah, right	עלק
according to	כפי
Hand of Fatima	חמסה
firefighter	כבאי
spacecraft	חללית
astronaut	אסטרונאוט
crazy	מטורף
crazy	מג'נון
Messiah	המשיח
intended	נועד
Trumpeldor	טרומפלדור
Donald	דונלד
stoichiometry	סטויכיומטריה
take care of	טיפל
corrupted	נשחת
cooperation	שיתוף
conciliate	פייס
literary	ספרותי
distance	מרחק
newborn	ילוד
soot	פיח
Ichabod	איכבוד
regenerate	התחדש
habit	הרגל
shard	רסיס
citadel	מצודה
vegetation	צמחייה
cancel	התבטל
photon	פוטון
אוֹר	אור נראה
pavement	מרצפת
briefly	בקיצור
buttercup	נורית
snack	חטיף
accessory	אביזר
shears	מזמרה
rush	רשרוש
porcupine	דורבן
Western Asia	מערב אסיה
mortar	מלט
genius	גאוניות
character	אופי
level	איזן
enjoyment‏‏‏‏	הנאה
grouse	שכווי
alfalfa	אספסת
podcast	פודקאסט
deep	מצולה
chaff	מוץ
sift	ניפה
row	חתר
mirror	ראי
compass	מצפן
punctuality	דייקנות
cross	צלח
cache	מטמון
sympathy	אהדה
octave	אוקטבה
break off	ניתק
antifa	אנטיפה
shipment	משלוח
product	מוצר
effect	אפקט
sausage	נקניק
pelican	שקנאי
brand	מותג
fill	מילוי
daven	מנחה קטנה
horsetail	שבטבט
עוֹף	עוף חול
etc.	וגו'
agitated	נרעש
of	סבור
tapenade	טפנד
wok	ווק
wonder	תהה
