how	en
courage	hugrekki
leaf	laufblað
painting	málverk
floor	gólf
marriage	hjónaband
bacon	flesk
popularity	vinsældir
disposal	umráð
armour	herklæði
shoulder	herðar
accusation	sök
flattery	mærð
deed	dáð
smithy	smiðja
entrance	innganga
group	sveit
dream	draumur
sock	sokkur
king	lofðungur
student	námsmaður
sugar	sykur
habit	háttur
man	halur
mercy	miskunn
hero	hetja
warning	viðvörun
disgrace	óvirðing
cloak	skikkja
rank	mannvirðing
pork	svínakjöt
skin	skinn
tear	tár
hail	hagl
offense	mótgerð
widow	ekkja
divide	deila
cap	hetta
reconciliation	sætt
purpose	ætlun
pen	kví
vexation	skapraun
dog	rakki
fire	bruni
doubt	efi
dress	kjóll
king	hilmir
mud	efja
formation	fylking
abundance	gnótt
fear	hrelling
activity	iðja
sleeve	ermi
skirt	pils
sunset	sólarlag
smile	bros
taste	bragð
memory	minni
necktie	hálsbindi
library	bókasafn
usefulness	gagnsemi
character	skapgerð
care	áhyggja
debt	skuld
feast	veisla
decree	tilskipun
cuckoo	gaukur
laughter	hlátur
broom	sópur
cupboard	skápur
dish	diskur
policeman	lögreglumaður
gardener	garðyrkjumaður
charge	umsjá
performance	framkvæmd
skill	mennt
bed	sæng
pit	gróf
gentleness	blíða
map	landakort
butter	smjör
prison	fangelsi
cherry	kirsuber
phrase	orðtak
help	fulltingi
cover	hlíf
increase	aukning
faith	trú
hospitality	risna
poverty	fátækt
guidance	fylgd
sleep	svefn
parcel	pakki
message	orðsending
attack	sókn
favour	hylli
kinship	frændsemi
greed	ágirnd
corn	korn
precedent	fordæmi
undertaking	fyrirtæki
lion	ljón
errand	sendiferð
wrestle	glíma
excuse	afsökun
axe	öxi
garment	flík
guilt	sekt
benefit	hagsbót
breath	andardráttur
hunger	sultur
barrister	málafærslumaður
colour	litur
ghost	draugur
difference	munur
youth	unglingur
curiosity	forvitni
anger	reiði
verify	staðfesta
custom	siðvenja
mask	gríma
aid	liðveisla
monster	ófreskja
misfortune	ógæfa
bedroom	svefnhús
bend	beygja
maiden	mær
bog	kelda
slave	ambátt
act	gerð
decrease	minnkun
donkey	asni
oven	ofn
fork	gaffall
speed	hraði
foal	foli
waiter	þjónn
catch	veiði
sorrow	sút
news	fregn
receptacle	hirsla
housewife	húsfreyja
riddle	gáta
witness	vitni
footprint	spor
meeting	mót
flight	flug
amusement	skemmtun
consequence	afleiðing
slope	hlíð
department	deild
steam	gufa
oath	eiður
belly	kviður
object	gripur
filth	saur
branch	grein
staple	heftivír
stinginess	níska
deceit	flærð
supervision	umsjón
birch	björk
sport	íþrótt
curse	formæling
housekeeping	bú
kingdom	ríki
beard	skegg
poem	kvæði
set	mengi
grape	vínber
consolation	huggun
pile	hlaða
length	lengd
tyranny	áþján
loop	lykkja
make	barna
masculine	betri
verbs	-st
unfortunately	því miður
mi	mí
Dane	Dani
hvað	hvað er klukkan
landing	lending
am	esa
dirty	ata
pickled	hrútspungur
usury	okra
hatch	unga
weigh	vega
omega	ómega
ethane	etan
folder	mappa
coward	gunga
scales	vog
pharynx	kok
asshole	rassgat
í	farðu í rassgat
throw	kast
waltz	vals
oh	ó
opera	ópera
row	runa
Martha	Marta
get	fatta
scared	hræddur
blot	sletta
frill	legging
afmælisgjöf	Ara
certainty	vissa
mark	marka
black	sorta
earn	afla
tapestry	refill
turn	venda
panther	pardus
nerd	nörd
plan	plana
steal	stela
coke	koks
baker	bakari
ape	api
latch	loka
whore	mella
grind	mala
fasten	festa
deer	hind
cause	valda
snow	föl
bed	kör
queen	drottning
victory	sigur
rose	rós
football	fótbolti
pine	fura
declension	fallbeyging
nominative case	nefnifall
bother	nenna
drive	keyra
noun	nafnorð
philosophy	heimspeki
search	leit
circle	hringur
shovel	skófla
pillow	koddi
shell	skel
mixture	sull
shelf	hilla
tummy	malli
slope	halli
endurance	þol
breeze	kul
cunt	kunta
cubbyhole	kompa
increase	auki
poke	skara
zephyr	andvari
airstrike	loftárás
away	burt
dark	myrkur
kick	sparka
kick	spyrna
forward	áfram
tool	verkfæri
download	hlaða niður
change	breyting
system	kerfi
publishing	útgáfa
here	hingað
glad	hýr
madam	frú
miss	ungfrú
crown	krúna
psychology	sálfræði
virgin	hreinn sveinn
island	eyja
put off	fresta
delay	seinka
forum	spjallborð
move	færa
we	vér
hang	hanga
hate	hata
hook	hak
scrawl	pára
streak	rák
out	út
outside	úti
cage	búr
age	elli
watchfulness	gát
inside	inni
floe	jaki
Christmas	jól
lap	kelta
candle	kerti
choir	kór
guess	óra
time	stund
writ	rit
trawling	varpa
twig	tág
request	bón
eel	áll
eating	át
death	lát
reduce	vana
quarreling	karp
rinse	skola
Saturday	laugardagur
Sunday	sunnudagur
me	mér
worst	verst
alder	elri
boasting	mont
husk	fis
crown	króna
bite	bíta
thanks a lot	takk kærlega
Clear	tær
sea	ægir
January	janúar
February	febrúar
May	maí
June	júní
July	júlí
November	nóvember
December	desember
hammer	hamar
chisel	meitill
toast	skála
Asíu	Asía
tooth	tinda
boron	bór
glove	hanski
connection	tenging
crotch	klof
hand	lúka
bunch	slatti
Norwegian	norskur
keyboard	lyklaborð
guitar	gítar
sail	sigla
gear	gír
too	of-
dig	moka
rock	rokk
rock	álfarokk
cup	bolli
theory	kenning
leech	igla
crash	brak
jet	buna
suffice	duga
wrinkle	korpa
methane	metan
bow	bogi
house	híbýli
gnaw	naga
slush	krap
ban	banna
trip	túr
Eve	Eva
disco	diskó
radius	radíus
diameter	þvermál
deportment	fas
reach out	ota
moisture	raki
discipline	aga
self-conscious	sjálfsmeðvitaður
blow	púa
cell	fruma
tee	tí
ox	uxi
square	torg
leaf	lauf
magazine	tímarit
prisoner	fangi
etymology	orðsifjafræði
comma	komma
funeral	útför
provisions	nesti
amber	raf
rising	ris
ham	skinka
wax	vax
cinquefoil	mura
cardboard	pappi
Danish	danska
wheel	hjól
vulva	píka
clitoris	snípur
penis	typpi
squid	smokkur
plural	fleirtala
króna	eyrir
shift	vakt
cart	vagn
probably	sjálfsagt
it	það
creak	marra
nickel	nikkel
forth	fram
European garden spider	krosskónguló
retreat	hopa
literate	læs
struggle	stríða
illusion	tálvon
leak	leki
nearer	nær
reach	ná
inside	innan
point	oddur
pound	pund
rake	raka
rise	rísa
seethe	sjóða
sharp	skarpur
sail	segl
sick	sjúkur
corrupt	spilla
dress	klæða
spin	spinna
crack	springa
steer	stýra
calm	stilla
stork	storkur
strict	strangur
stream	straumur
string	strengur
post	stoð
some	sumir
swimming	sund
apart	sundur
swallow	svelgja
file	sverfa
omen	teikn
tail	tagl
plug	tappi
loyal	tryggur
light	kynda
thank	þökk
though	þó
village	þorp
panelling	þil
cover	þekja
thresh	þreskja
get	komast
up	upp
hole	vök
navel	nafli
blaze	loga
power	vald
scream	æpa
wild	villtur
lack	vanta
wrong	rangur
angry	reiður
rip	rífa
web	vefur
swing	veifa
bet	veðja
weave	vefa
wart	varta
gratitude	þakklæti
arm	armur
awl	alur
inheritance	arfur
bad	argur
dense	þéttur
hunger	hungur
ash	askur
bat	leðurblaka
leather	leður
bitter	bitur
blow	blástur
kiss	koss
glissando	glissa
anchor	akkeri
bean	baun
cod	þorskur
squirrel	íkorni
hem	faldur
oat	hafri
nail	nagli
chess	tafl
sieve	sáld
joint	liður
mercy	náð
hawk	haukur
hatred	hatur
lift	hefja
owl	ugla
skin	húð
hide	hylja
lobster	humar
tar	bika
deaf	daufur
strength	kraftur
limb	limur
waist	mitti
sun	sunna
libel	níð
enjoy	njóta
poke	pota
Asatru	Ásatrú
dwarf	dvergur
glass	staup
heron	hegri
drop	dropi
muscle	vöðvi
vest	vesti
disaster	böl
belt	belti
flag	fáni
wide	víður
long	lengi
nostril	nös
nobility	aðall
raven	hrafn
be called	heita
snow	snær
snail	snigill
shall	skulu
roll	strangi
judge	dæma
deer	hjörtur
wheat	hveiti
left	vinstri
grey	grár
clever	kænn
choose	velja
sea	sær
blind	blindur
many	margur
fine	fínn
dear	kær
some	nokkur
meadow	engi
wail	veina
thin	magur
level	sléttur
even	jafn
her	hana
offer	bjóða
brew	brugga
breast	bringa
meat	ket
endure	þola
own	eiginn
copper	eir
eat	éta
flúði	flýja
clean	fága
fey	feigur
boast	monta
thistle	þistill
assertive	frekur
fill	fylla
yawn	geispa
pay	gjalda
merman	marmennill
my	minn
your	þinn
sufficient	nógur
fast	hraður
grab	grípa
holy	heilagur
hoarse	hás
wearisome	leiður
tender	mildur
jump	hoppa
hollow	holur
hew	höggva
deception	tál
Sarah	Sara
smoke	rjúka
drip	leka
flour	mjöl
mass	múgur
yesterday	gær
Brassica	kál
moon	máni
bosom	barmur
stain	blettur
group	flokkur
fodder	fóður
fathom	faðmur
fjord	fjörður
fetter	fjötur
elf	álfur
drive	drífa
pasture	hagi
pay	hylla
slant	halla
finger	putti
rag	tuska
secretary	ritari
creme	krem
Hannah	Hanna
bless	blessa
help	gagna
trump	trompa
trout	branda
bud	bruma
prophetess	völva
pizza	flatbaka
frostbite	kal
cake	kaka
thirty-four	þrjátíu og fjórir
manganese	mangan
fun	gaman
valuable	dýrgripur
light	tendra
because of	út af
fall asleep	sofna
ancestor	ái
noise	ys
drool	slefa
tar	tjara
hide	fela
Wednesday	miðvikudagur
Tuesday	þriðjudagur
Thursday	fimmtudagur
Friday	föstudagur
friend	vinstúlka
Egypt	Egyptaland
breath	andi
ether	ljósvaki
mathematics	stærðfræði
kitchen	eldhús
lap	laf
boom	duna
German	þýska
Third Reich	Þriðja Ríkið
corruption	spilling
salt	salta
kill	deyða
murder	myrða
kill	lífláta
cough	hósta
spit	hrækja
fall	detta
over my dead body	fyrr skal ég dauður liggja
flax	hör
mix	blanda
happen	ske
grown-up	fullorðinn
angel	engill
octane	oktan
ice cream	rjómaís
cream	rjómi
hopscotch	parís
party	partí
color	lita
miss	sakna
cello	selló
television	sjónvarp
fracture	brot
make	poppa
koala	pokabjörn
brain	heili
delay	töf
pincers	töng
byte	tölvustafur
offering	fórn
prophecy	spá
livestock	búfé
slime	slím
Jacob	Jakob
wheat germ	hveitikím
wheat	hveitiklíð
white cabbage	hvítkál
clove	hvítlauksgeiri
garlic press	hvítlaukspressa
garlic	hvítlaukur
white wine	hvítvín
angelica	hvönn
brown rice	hýðishrísgrjón
hen's egg	hænuegg
linseed	hörfræ
scallop	hörpuskel
imported	innfluttur
rattle	korr
pine needle	barr
infect	smita
genitive case	eignarfall
accusative case	þolfall
dative case	þágufall
are	ert
goo	gums
wedding	gifting
shatter	mola
otter	otur
reef	sker
drizzle	úði
decide	ákveða
dew	dögg
freckle	frekna
lime	kalka
crow	kráka
phrase	frasi
chalk	krít
shoplifter	búðarþjófur
nap	dorma
blubber	vola
vocative case	ávarpsfall
ablative case	sviftifall
giant	risi
moreover	einnig
gun	byssa
revolver	marghleypt skammbyssa
pistol	skammbyssa
trick	trikk
hem	falda
sandal	sandali
coma	dá
they	hán
yes	jú
blame	lá
flax	lín
now	nú
robbery	rán
rune	rún
hayfield	tún
button	takki
connection	samband
poker	póker
else	ella
hedgehog	broddgöltur
platypus	breiðnefur
wash	vaska
fat	fitna
educate	fræða
attention	athygli
stepson	stjúpsonur
stepdaughter	stjúpdóttir
stepmother	stjúpmóðir
stepfather	stjúpfaðir
priest	prestur
vomit	æla
horse	jór
tube	túpa
refuse	ydd
pointed	ydda
tuba	túba
etymology	orðsifjar
brother-in-law	svili
sister-in-law	svilkona
cannon	fallbyssa
firearm	skotvopn
rifle	riffill
scabbard	slíður
knife	hnífur
dagger	rýtingur
Bornholm	Borgundarhólmur
diskette	disketta
diskette	disklingur
carcass	hræ
Jutland	Jótland
Zealand	Sjáland
Faroe Islands	Færeyjar
profit	gróði
banana	banani
post office	pósthús
snowman	snjókarl
ginger ale	engiferöl
cinnamon	kanill
bachelor	piparsveinn
Thor	Þór
Thursday	þórsdagur
quarrel	senna
pale	fölur
pose	stelling
do	gjöra
ferret	fretta
small	posi
sediment	sori
antimony	antimon
enticement	ginning
router	beinir
fox	refur
tomcat	högni
female	læða
melt	bræða
antimatter	andefni
thumb	þumall
hydrogen	vetni
oxygen	súrefni
lead	blý
harp	harpa
socket	innstunga
organ	orgel
bass	bassi
harpsichord	semball
grand piano	flygill
transverse flute	þverflauta
against	stríða gegn
war	stríð
attic	háaloft
decimal	tugabrot
nosy	hnýsinn
stubborn	þrjóskur
graffiti	veggjakrot
ant	maur
caramel	karamella
plunder	rupla
irony	kaldhæðni
bathtub	baðkar
roll	þórduna
screech	garg
walk	arka
fascism	fasismi
cook	kokka
ram	hrútur
loosen	losa
adjustment	stilling
Russia	Rússland
Greece	Grikkland
Ukraine	Úkraína
Romania	Rúmenía
Greenland	Grænland
Montenegro	Svartfjallaland
Poland	Pólland
sausage	bjúga
sea cucumber	sæbjúga
horsemeat	hrossakjöt
ampere	amper
New Zealand	Nýja-Sjáland
ell	alin
darkness	sorti
falsify	falsa
press	pressa
asbestos	asbest
aa	apalhraun
pahoehoe	helluhraun
horse race	veðreiðar
grain	grjón
grain	hrísgrjón
lacquer	lakka
pick	kroppa
juice	safi
juicy	safaríkur
ironic	kaldhæðinn
Åland	Áland
Åland	Álandseyjar
police	lögga
piano	píanó
pianoforte	slagharpa
scorpion	sporðdreki
whore	hóra
fool	glópur
pitch	bik
coronation	krýning
sovereign	fursti
murder	morð
murderer	morðingi
genocide	þjóðarmorð
brown	brúnn
forehead	enni
dragon	dreki
majority	meirihluti
minority	minnihluti
hen	hæna
rook	hrókur
cock	hani
swimming pool	sundlaug
sandbox	sandkassi
Polish	pólska
tax collector	skattheimtumaður
coffin	líkkista
leukemia	hvítblæði
fat	feitur
thirst	þorsti
wire	vír
exclamation mark	upphrópunarmerki
desktop	skjáborð
one-way street	einstefnugata
trademark	vörumerki
sunlight	sólarljós
incest	sifjaspell
time machine	tímavél
QED	Þ.s.s.á.
push	hrinda
prisoner of war	stríðsfangi
shot	skot
Scotland	Skotland
spinach	spínat
parliament	Alþingi
aim	beina
proclaim	boða
use	brúka
hussy	flenna
feed	fóðra
save	forða
freeze	frysta
stay	gista
gleam	glampa
throw	henda
raise	hækka
bury	jarða
call	kalla
cut	klippa
finish	klára
cold	kólna
seek	leita
care	líkna
glow	lýsa
report	melda
mark	merkja
seem	minna
misunderstand	misskilja
make use	nýta
fear	óttast
employ	ráða
carry	reiða
vacate	rýma
discuss	ræðast
rob	ræna
shine	skína
order	skipa
escape	sleppa
butter	smyrja
cadge	sníkja
calm	spekja
fry	spæla
roast	steikja
step	stíga
betray	svíkja
mourn	syrgja
work	virka
verse	vísa
visit	vitja
expect	vænta
complain	klaga
clamp	klemma
rent	leiga
think	meina
cause	orsaka
slipperiness	sleipa
harness	virkja
peel	fletta
oystercatcher	tjaldur
razorbill	álka
cousin	frændi
female	frænka
general	aðalfundur
admonition	áminning
bank	bakki
directly	beint
Viking	víkingur
God	Guð
Paul	Páll
verb	sagnorð
tool	tól
judge	dómari
painter	málari
offspring	ungi
line	lína
representative	umboðsmaður
individual	einstaklingur
psalm	sálmur
mosque	moska
fire	fýra
sign	merki
postage stamp	frímerki
sheepdog	fjárhundur
boss	stjóri
sausage	pylsa
house	hýsa
shrimp	rækja
fish	saltfiskur
hoarseness	hæsi
magic	seiður
steak	steik
marsh	mýri
bang	banga
peg	klakkur
residence	bústaður
rowing	róður
rowing	kappróður
domestic	aliönd
battlefield	vígvöllur
stadium	leikvangur
zoo	dýragarður
stalemate	patt
manure	tað
beer belly	bjórvömb
speed bump	hraðahindrun
blouse	blússa
coat	frakki
season	árstíð
narwhal	náhvalur
bakery	bakarí
pencil	blýantur
hypochondria	ímyndunarveiki
surveillance	eftirlit
letter to the editor	lesandabréf
tank	tankur
thought	þanki
crude	fantur
cloth	klæði
teaspoon	teskeið
permission	heimild
theatre	leikhús
photograph	ljósmynd
police station	lögreglustöð
gospel	guðspjall
Christianity	kristni
Christianity	kristindómur
Bible	biblía
Pentecost	hvítasunna
Easter	páskar
Lord's Prayer	faðirvor
Dutch	hollenska
Faroese	færeyska
Swedish	sænska
Norwegian	norska
while	meðan
breakfast	morgunmatur
distress	neyð
grammar	málfræði
adverb	atviksorð
adjective	lýsingarorð
soliloquy	eintal
part	partur
coin	peningur
pain	pína
room	pláss
singer	söngkona
sack	sekkur
home	heima
fine	sekta
wail	væl
bowl	skál
loiter	slóra
be	eru
married	giftur
healthy	frískur
tractor	traktor
kettledrum	páka
heel	hæll
clause	setning
custom	siður
document	skjal
kind	blíður
Danish	danskur
English	enskur
jolly	kátur
clever	klókur
flexible	liðugur
full	mettur
unequal	ólíkur
fast	skjótur
general	almennur
rorqual	reyður
quick	bráður
steep	brattur
dim	dimmur
French	franskur
first	fyrstur
worm	ormur
secrecy	hulda
curtain	tjald
result	úrslit
foreign country	útland
driftwood	rekaviður
bassoon	fagott
musical instrument	hljóðfæri
oboe	óbó
polar bear	ísbjörn
violin	fiðla
viola	víóla
drum	tromma
triangle	þríhorn
saw	sög
trumpet	trompet
recorder	blokkflauta
ew	oj
piss	míga
pee	pissa
more	fleiri
slave	þræll
bondage	þrældómur
secure	tryggja
guidance	leiðsla
depth	dýpi
writing	letur
monotheism	eingyðistrú
polytheism	fjölgyðistrú
fort	virki
Atlantic Ocean	Norðursjór
Pacific Ocean	Kyrrahaf
South America	Suður-Ameríka
North America	Norður-Ameríka
Afríku	Afríka
Europe	Evrópa
Oceania	Eyjaálfa
eraser	strokleður
colored pencil	trélitur
brush	pensill
broom	kústur
chimney sweep	sótari
origin	uppruni
overcome	buga
crown prince	krónprins
king	kóngur
brave	hugrakkur
him	honum
her	henni
toilet paper	klósettpappír
toilet	klósett
trail	slóð
noun phrase	nafnliður
spear	spjót
darkness	dimma
golden	gylla
crisis	kreppa
slipperiness	hálka
sin	synd
brass instrument	málmblásturshljóðfæri
fatherland	föðurland
clarinet	klarínetta
clarinet	klarínett
Iceland	Norðurland
metal	málmur
finding	fundur
incite	eggja
neigh	gneggja
do	fremja
hit	lemja
squash	merja
track	rekja
leitmotif	leiðarstef
whizz	hvína
look	líta
shit	skíta
snap	slíta
singe	svíða
erupt	gjósa
crouch	húka
eigenvalue	eigingildi
spear	vigur
complex number	tvinntala
physics	eðlisfræði
chemistry	efnafræði
molecule	sameind
atom	frumeind
proton	róteind
neutron	nifteind
electron	rafeind
princess	prinsessa
cargo	farmur
opinion	álit
e.g.	t.d.
veterinary hospital	dýraspítali
wade	vaða
put	láta
perjury	meinsæri
jurisprudence	lögfræði
octagon	átthyrningur
edible	ætur
horn	enskt horn
Earthling	jarðarbúi
Martian	marsbúi
essay	ritgerð
civilization	menning
dad	pabbi
abbot	ábóti
peak	tindur
dead	d.
yield	víkja
transport	flutningur
bishop	biskup
finish	enda
spinning wheel	rokkur
among other things	m.a.
beautiful	fríður
whooper swan	svanur
hamburger	hamborgari
sledge	sleggja
crowbar	kúbein
mayor	borgarstjóri
application	umsókn
residence	búseta
reality	veruleiki
future	framtíð
stout	stát
adornment	prýði
virði	alls
toad	karta
rámur	rám
rather	heldur
selenium	selen
swell	bólgna
wisdom	viska
spit	spýta
worship	tilbiðja
spare	vara-
lung	lunga
possessive pronoun	eignarfornafn
reflexive pronoun	afturbeygt fornafn
demonstrative pronoun	ábendingarfornafn
indefinite pronoun	óákveðið fornafn
personal pronoun	persónufornafn
interrogative pronoun	spurnarfornafn
relative pronoun	tilvísunarfornafn
given name	eiginnafn
warm	verma
wonderful	yndisligur
ray	skata
chapel	kapella
noble	göfuglyndur
torture	pynta
wonder	undur
earlier	fyrr
first and foremost	fyrst og fremst
howl	ýla
rock	klettur
aunt	tanta
tighten	spenna
power	máttur
tax	skattur
riding	gandur
calm	logn
soon	brátt
fleet	floti
foal	fyl
usefulness	gagn
common sense	almenn skynsemi
calculator	reiknivél
toaster	brauðrist
shit	sjitt
protrude	skaga fram
protrude	standa út
cross	kross
compete	keppa
competition	keppni
competitor	keppinautur
ugly	ljótur
alarm clock	vekjaraklukka
