1	౧
nyctalopia	రేచీకటి
ligature	రే
petal	రేకు
sprig	రెమ్మ
eyelid	రెప్ప
wink	రెప్పపాటు
calf	లేగ
pen	లేఖిని
scribe	లేఖకుడు
line	రేఖ
jujube	రేగు
perfume	రేణుక
king	రేడు
dust	రేణువు
letter	పత్రిక
restriction	పథ్యము
understanding	ధీ
hero	ధీరుడు
courage	ధీరత్వము
heroine	ధీర
letter	ధూ
incense	ధూపము
Shiva	ధూర్జటి
letter	ధే
milch cow	ధేనువు
letter	ధ
herd	ధనము
rich	ధనికుడు
rich	ధనవంతుడు
coriander	ధనియాలు
syllable	ఓం
bay	ఓండ్ర
effort	వ్యవసాయము
Telugu	వ్య
sarcasm	వ్యంగ్యము
fornication	వ్యభిచారము
adultery	వ్యభిచరించు
masturbation	హస్తప్రయోగం
handshake	కరచాలనము
hand	కరము
palm	కరతాళము
fly	ఈగ
louse	పేను
swell	పేలు
cockroach	బొద్దింక
hornet	కందిరీగ
car	కారు
junglefowl	అడవికోడి
sparrow	పిచ్చుక
duck	బాతు
Kamakshi	కామాక్షి
Kamasutra	కామసూత్ర
sexual intercourse	కామకేళి
love	కామము
libertine	కామి
cow	కామధేనువు
Arum	కామాకు
Telugu	కా
passion	కసి
Cassia	కసింద
musk	కస్తూరి
rice	కేదారము
ligature	కే
letter	ఐ
letter	ఈ
vowel	ఆ
letter	ఊ
voice	స్వరము
Telugu	స్వ
country	స్వదేశము
letter	స
letter	రి
letter	రీ
letter	రు
boy	బాలుడు
perturbation	రిమ్మ
letter	గ
reputation	ఖ్యాతి
goddess	గంగమ్మ
dewlap	గంగడోలు
venerable	గంగి
cow	గంగిగోవు
bull	గంగిరెద్దు
jujube	రేగుపండు
jujube	గంగరేగు
style	గంటము
bell	గంట
goddesses	గంటలమ్మ
hunting	గంటవేట
tower	గంటసాల
gong	జేగంట
goddess	ఎల్లమ్మ
letter	ప
ligature	ని
sister	చెల్లెలు
wife	భార్య
husband	భర్త
daughter	పుత్రిక
elder	అన్న
father	నాన్న
mother-in-law	అత్త
maternal	మామ
father	కుటుంబము
son-in-law	అల్లుడు
daughter-in-law	కోడలు
crore	కోటి
tip	కొస
daughter-in-law	కోడరికము
fellow	తోడికోడలు
Menaka	మేనక
eldest	పెద్దక్క
mother-in-law	అత్తమామలు
breast	కుచము
ఇల్లు	ఇంటి
woman	ఇంతి
Lakshmi	ఇందిర
privacy	మరుగు
Love	మరులు
marjoram	మరువము
great	పెద్ద
brother	పెద్దన్న
mother	పెద్దమ్మ
big	పెద్దపులి
seniors	పెద్దలు
brother	పెత్తండ్రి
brother	సోదరుడు
sister-in-law	మరదలు
brother-in-law	మరది
husband	మొగుడు
wife	పెండ్లాము
husband	పెనిమిటి
world	సంసారము
householder	సంసారి
brother	సహోదరుడు
sister	సహోదరి
state	సంస్థానము
transitive verb	సకర్మక క్రియ
sweet	లడ్డు
black gram	గారె
sweet	బూరె
trumpet	బూర
rice pudding	పాయసము
clove	పాయ
lump	ఉండ
ball	ఉండ్రాయి
iron	ఇనుము
iron	ఇనుప
mercury	పాదరసము
Kanchipuram	కంచి
metal	బంగారము
gold	బంగారు
tale	అభ్రకము
gold	చంద్రము
sandal	చందనము
gold	హేమము
step	సోపానము
sixteenth	వీసము
tola	వీసె
stalk	వృంతము
wolf	వృకము
tree	వృక్షము
ligature	వు
botany	వృక్షశాస్త్రము
coin	రూక
letter	రూ
brass	ఇత్తడి
story	ఇతిహాసము
bird	పిట్ట
cake	పిడక
pot	పిడత
nutshell	బుర్ర
Indra	కౌశికుడు
owl	కౌశికము
ligature	కౌ
breast	కౌగిలి
moonlight	కౌముది
youth	కౌమారము
village	పల్లె
coast	కోస్తా
series	క్రమము
insect	క్రిమి
ligature	క్రీ
husk	తూరు
Christ	క్రీస్తు
west	పడమర
woman	పడతి
quarter	దిక్కు
plant	మొక్క
pillow	దిండు
quarter	దిశ
puppet show	బొమ్మలాట
four	నలు
40	నలభై
span	జాన
knee	జానువు
son-in-law	జామాత
multitude	జాలము
present tense	వర్తమానకాలము
past tense	భూతకాలము
future tense	భవిష్యత్కాలము
time	కాలము
Shiva	కాలాంతకుడు
rainy season	వర్షాకాలము
summer	ఎండకాలము
winter	శీతకాలము
letter	క
letter	చే
work	చేటు
fie	చీ
letter	చా
penknife	చాకు
letter	ద
nearness	దండ
upper arm	దండచెయ్యి
bracelet	దండకడియము
Tirupati	తిరుమల
letter	తో
affix	తోడు
accomplice	తోడుదొంగ
theft	దొంగ
optic nerve	నేత్ర నాడి
letter	భ
attachment	భక్తి
God	భగవంతుడు
letter	భా
future	భవిష్యత్తు
wisdom	జ్ఞానము
wisdom	జ్ఞాని
త్వక్కు	జ్ఞానేంద్రియము
Telugu	జ్యా
Jyeshta	జ్యేష్ఠ
eldest	జ్యేష్ఠుడు
memory	జ్ఞాపకము
reminder	జ్ఞాపిక
Telugu	జ్వ
zoology	జంతుశాస్త్రము
instrumental music	జంత్రవాద్యము
instrument	జంత్రము
Devaki	దేవకి
gate	దేవిడీ
God	దేవ
tamarind	చింతచెట్టు
tamarind	చింతపండు
Christian	క్రైస్తవుడు
saffron	బండారు
stone	బండ
love	ప్రేమ
love	మక్కువ
Islam	మక్కా
pie	కాసు
rose	గులాబిపువ్వు
green	ఆకుపచ్చ
cooking	పచనము
పండు	పండిన
పండు	పండని
grass	పచ్చిక
emerald	పచ్చ
greenness	పచ్చదనము
chutney	పచ్చడి
cloth	పటము
clock	గడియారము
bolt	గడియ
limit	గడి
fortunate	లక్ష్మణుడు
ligature	సీ
Rama	రమ
beauty	రమణి
husband	రమణుడు
gratifying	రమణీయము
stone	రప్ప
300	మున్నూరు
series	మునుము
tamarind	చింతచిగురు
sea	మున్నీరు
First	మును
elephant	గజము
itch	గజ్జి
Telugu	జ్జి
plaster	గచ్చు
fever nut	గచ్చ
bow	కోదండము
dell	కోన
delta	కోనసీమ
tank	కోనేరు
ligature	కో
letter	ఒ
yes	ఔను
fitness	ఔచిత్యము
son	ఔరసుడు
medicine	ఔషధము
umbrella	గిడుగు
knowledge	వేదము
Veda	వేదాంతము
theologian	వేదాంతి
pain	వేదన
pain	నొప్పి
headache	తలనొప్పి
sweat	స్వేదము
sweat	స్వేదోదకము
letter	హ
letter	ష
letter	ఠ
letter	ఫ
Telugu	కి
Telugu	కీ
ligature	కె
ligature	కై
ligature	కొ
letter	ల
screw pine	మొగలిపొద
banyan	మర్రి
banyan	మర్రిచెట్టు
ligature	టు
Telugu	ట్టు
mountain	మల
Telugu	ర్రి
monkey	మర్కటము
Telugu	ర్క
handling	మర్దనము
Telugu	ర్ద
Mao	మావో
vital	మర్మము
limit	మర్యాద
Telugu	ర్యా
letter	యా
murmur	మర్మరము
Mr.	రావు
Rama	రామ
temple	రామాలయము
Telugu	స్య
brab tree	తాటిచెట్టు
palmyra	తాటాకు
leaf	ఆకు
jaggery	తాటిబెల్లము
Telugu	ల్ల
Rama	రామకృష్ణ
Krishna	కృష్ణ
dome	గాలిగోపురము
avatar	కృష్ణావతారము
avatar	రామావతారము
Lord	ఈశ్వరుడు
Parvati	ఈశ్వరి
spite	ఈర్ష్య
Telugu	ర్ష్య
pimple	మొటిమ
rap	మొట్టికాయ
Telugu	ట్టి
ligature	టి
ligature	టీ
coconut	టెంకాయ
brevity	టూకీ
ligature	టూ
ligature	టా
ligature	టే
ligature	టె
thana	ఠాణా
ligature	ఠా
letter	ణ
letter	గా
letter	గి
hoof	గిట్ట
letter	గీ
letter	గు
letter	గూ
India	పార్వతీపురము
city	పురము
ప	పు
letter	పా
letter	పి
letter	పీ
fibre	పీచు
letter	పె
letter	పే
Telugu	పై
wife	భార్యాభర్తలు
gold	పైడి
given name	పైడిరాజు
victory	జయము
victory	జయ
anniversary	జయంతి
placenta	జరాయువు
brave	వీరము
ligature	వీ
hero	వీరుడు
courage	వీరత్వము
valour	వీర్యము
Lakshmi	పద్మ
హస్తిని	పద్మిని
lotus	పద్మము
posture	పద్మాసనము
sapota	సపోటా
treasure	నిధి
co-father-in-law	వియ్యంకుడు
co-mother-in-law	వియ్యపురాలు
Telugu	య్య
Telugu	డ్డి
ligature	డి
ligature	యో
liberation	విమోచనము
ocean	మహాసముద్రము
sea	సాగరము
7	సప్తము
Bay of Bengal	బంగాళాఖాతము
Indian Ocean	హిందూ మహాసముద్రము
Pacific Ocean	పసిఫిక్ మహాసముద్రము
Atlantic Ocean	అట్లాంటిక్ మహాసముద్రము
Arctic Ocean	ఆర్కిటిక్ మహాసముద్రము
Southern Ocean	దక్షిణ మహాసముద్రము
South China Sea	దక్షిణ చైనా సముద్రము
