perquisite	gratis
project	projekt
mycology	mykologia
imprint	nadruk
basalt	bazalt
granite	granit
cascade	kaskada
homonym	homonim
hyponym	hiponim
hypernym	hiperonim
opponent	oponent
challenger	konkurent
epistemology	epistemologia
hydrobiology	hydrobiologia
anthropologist	antropolog
ecologist	ekolog
supervisor	ekonom
ornithologist	ornitolog
dissolution	kasata
inhaler	inhalator
homosexual	ciota
Islam	Mekka
agronom	agronomia
biosphere	biosfera
lithosphere	litosfera
literacina	literatura
rutherfordium	rutherford
indeclinable	Stephan
amnesty	amnestia
orbit	orbita
processor	procesor
goblet drum	darbuka
prehistory	prehistoria
gibberish	bełkot
retina	siatkówka
cryptology	kryptologia
cryptography	kryptografia
evil	zło
lexeme	leksem
morpheme	morfem
phoneme	fonem
afiks	afiks
prefix	prefiks
suffix	sufiks
allophone	alofon
apheresis	afereza
toupee	tupet
compiler	kompilator
conflict	konflikt
gay blade	junak
at one time	ongi
whetstone	brus
hate speech	jad
parquet floor	parkiet
indeclinable	Radek
annex	aneks
sender	adresant
agresja	agresor
academic	akademik
accumulator	akumulator
brain stem	pień mózgu
brain	mózg
embassy	ambasada
ambassador	ambasador
analysis	analiza
analyzer	analizator
antenna	antena
ballast	balast
love	afekt
scandal	afera
aggregate	agregat
accelerator	akcelerator
accent	akcent
method	metoda
gift	prezent
feature	akord
midbrain	śródmózgowie
allergist	alergolog
auk	alka
mandrake	alrauna
mandrake	mandragora
erbium	erb
Afghan	Afganka
Amazon River	Amazonka
adorer	adorator
addressee	adresat
amplitude	amplituda
crown	korona
worker	robotnik
alloy	aglomerat
akupresura	akupunktura
akupunkt	akupresura
phoenix tree	feniks
anecdote	anegdota
Anglican	anglikanka
Anglo-Saxon	anglosaski
anode	anoda
cathode	katoda
trick	popis
subgroup	podgrupa
demand	postulat
schemer	kombinator
akcept	akceptor
molybdenum	molibden
lanthanum	lantan
tantalum	tantal
bismuth	bizmut
astatine	astat
cobalt	kobalt
arsenic	arsen
electron	elektron
epicist	epik
demonology	demonologia
dendrology	dendrologia
dynasty	dynastia
phenol	fenol
love	kochanie
tram	bimba
Lesotho	Lesoto
Myanmar	Mjanma
Ceylon	Cejlon
copyist	kopista
act	akt
modernist	modernista
pump	pompa
applause	aplauz
apocalypse	apokalipsa
Azerbaijani	azerski
situation	posada
strategy	strategia
joist	legar
donor	donator
brick	cegła
ideologue	ideolog
eremite	eremita
populist	populista
winter vacation	ferie
gust	dech
phonon	fonon
station wagon	kombi
reporter	reporterka
congress	kongres
panache	polot
pepper	papryka
beet	burak
bittercress	rzeżucha
Brussels sprout	brukselka
cauliflower	kalafior
broccoli	brokuł
garlic	czosnek
celery	seler
tomato	pomidor
courgette	cukinia
pumpkin	dynia
spinach	szpinak
radish	rzodkiew
father	ojciec
morphine	morfina
horde	orda
orthography	ortografia
order	zakon
-ę	-ak
for	dla
prepuce	napletek
Saar	Saara
silver	srebrny
violet	fioletowy
turquoise	turkusowy
see-through	przezroczysty
navy blue	granatowy
błękitnie	błękitny
sadness	smutek
indeclinable	Dietrich
food	karm
biodiversity	bioróżnorodność
astronaut	astronauta
mineralogy	mineralogia
astrologist	astrolog
India	Indie
colon	dwukropek
fishing net	okrężnica
Jamaica	Jamajka
comma	przecinek
turkey	indyk
turkey	indyczka
Vietnam	Wietnam
abuse	nadużycie
acceleration	przyspieszenie
akcelerator	akceleracja
trunk	waliza
tomcat	kocur
cat	kotek
vomit	wymiotować
cat	kocica
nonsense	nonsens
elephant	słonica
march	marsz
march	maszerować
minutes	protokół
tiny	malutki
verb	czasownik
manager	kierownik
head	kierowniczka
direct	kierować
dignity	godność
name	nazwa
name	reputacja
identify	identyfikować
indicate	wskazać
assign	wyznaczyć
ecru colour	écru
fame	sława
autumn	jesień
spring	sprężyna
pomarańczy	pomarańcza
orange	drzewo pomarańczowe
sky	niebo
sky	niebiosa
know	umieć
can	potrafić
acid	kwaśny
acid	kwas
one	jedynka
literówka	litera
medicine	lekarstwo
medicine	medycyna
century	stulecie
Centaurium	centuria
man	człowiek
man	pionek
unmeasurable	niemierzalny
cod	dorsz
hell	piekło
Dutch	niderlandzki
Dutch	holenderski
laconic	lakoniczny
income tax	podatek dochodowy
Albanian	albański
Albanian	Albańczyk
numeral	liczebnik
East Timor	Timor Wschodni
here	dotąd
plant	roślina
factory	fabryka
plant	zakład
green	zieleń
queen	królowa
tsarina	caryca
see	widzieć
perceive	dostrzegać
mouse	mysz
mouse	myszka
old age	starość
age	etap
adulthood	dorosłość
majority	pełnoletniość
age	epoka
generation	pokolenie
age	postarzać
age	starzeć
nature	przyroda
battery	bateria
Czech	Czeszka
polygon	wielokąt
polygon	wielobok
water	wody
water	poić
water	podlewać
tenis ziemny	tenis ziemny
knight	rycerz
grasshopper	konik
cock	fiut
ill-favoured man	kutafon
animalistic	zwierzęcy
finish	koniec
cockroach	karaluch
awesome	konkretny
concrete	betonowy
air	powietrze
air	wietrzyć
aerate	napowietrzać
answer	odpowiedź
what	który
paternal uncle	stryj
paternal uncle	stryjek
maternal uncle	wuj
maternal uncle	wujek
cool	chłodny
cold	oziębły
unprepared	nieprzygotowany
cold	zimno
fever	gorączka
flower	kwitnąć
thumb	kciuk
wood	drewno
Afrikaans	afrykanerski
Rosa	róża
canned food	konserwa
tin	cynowy
mosquito	komar
amethyst	ametyst
amethyst	ametystowy
bucket	wiadro
sound	dźwięk
hand	garść
study	studiować
Basque	Baskijka
axe	siekiera
axe	topór
strength	siła
unit	jednostka
down	w dół
marquess	markiz
awning	markiza
palm	dłoń
disgust	odraza
sweet	cukierek
tribal	plemienny
tribal	szczepowy
lead	ołów
lead	prowadzić
go along	poprowadzić
guide	zaprowadzić
lead	doprowadzać
lead	przeprowadzać
indicate	wskazywać
show	pokazywać
lead	przewodzić
precede	poprzedzać
go out	wychodzić
lead	przodować
lead	prowadzenie
exiting	wyjście
lead	smycz
choose	wybrać
ember	żar
fire	pożar
dot	punkt
OK	spoko
devil	bies
terrain	teren
announcer	spiker
selfish	bufon
tautology	tautologia
enzyme	enzym
uncultured	prostak
penance	pokuta
administrator	administratorka
autobiography	autobiografia
pick	kostka
bridle	uzda
orgasm	orgazm
supposedly	ponoć
Greek	greka
litre	litr
hectare	hektar
redstem filaree	iglica
canter	galop
capital	stolica
prediction	prognoza
cork	korek
pineal gland	szyszynka
pseudonym	pseudonim
Israeli	Izraelka
canasta	kanasta
toxic	toksyczny
Lesser Poland	Małopolska
little	mało
mortgage	hipoteka
secret	tajnik
impudence	bezczelność
impudent	bezczelny
impudence	zuchwalstwo
chokeberry	aronia
Tulipa	tulipan
architect	architekt
atheist	ateista
being	byt
moose	łoś
palatal	´
exceedingly	nader
panicgrass	proso
parasite	pasożyt
den	melina
homeopathy	homeopatia
pharaoh	faraon
alanine	alanina
compromise	kompromis
abort	aborter
stoichiometry	stechiometria
cavity	jama
perpendicular	prostopadły
Englishman	Anglik
Englishwoman	Angielka
number	liczba
German	Niemiec
German	Niemka
few	niewiele
peace	pokój
tax	podatek
open	otwarty
open	otwierać
row	rząd
last	ostatni
yesterday	wczoraj
work	praca
work	dzieło
work	pracować
hour	godzina
abyss	otchłań
money	pieniądz
kill	zabijać
black	czerń
parallel	równoległy
chess	szachy
shit	gówno
shit	srać
hand	ręka
my	mój
our	nasz
action	czynność
akcyjność	akcja
future	przyszłość
future	czas przyszły
quantity	ilość
east	wschodni
west	zachodni
mother-in-law	teściowa
sister-in-law	bratowa
son-in-law	zięć
daughter-in-law	synowa
mine	kopalnia
plum	śliwka
copper	miedź
feather	pióro
lemon	cytryna
bat	nietoperz
think	myśleć
look	wygląd
hair	włos
Bulgarian	bułgarski
cedar	cedr
railway	kolej
great	okrutny
erythrocyte	erytrocyt
sleep	spać
wet	mokry
shape	kształt
comb	grzebień
dry	suchy
iron	żelazo
iron	żelazko
belly	brzuch
violin	skrzypce
falcon	sokół
owl	sowa
Myodes	nornica
indeclinable	Mol
ram	tryk
dark	ciemność
death	śmierć
stomach	żołądek
art	sztuka
play	grać
vacuum	próżnia
courage	odwaga
Jew	żyd
Jew	Żyd
Africa	Afryka
South America	Ameryka Południowa
socialism	socjalizm
nut	orzech
stallion	ogier
hammer	młotek
American	Amerykanin
American	amerykański
encyclopedia	encyklopedia
brown	brąz
synonym	synonim
eagle	orzeł
abbreviation	skrót
now	obecnie
mobile phone	telefon komórkowy
army	armia
close	zamykać
know	wiedzieć
know	znać
signature	podpis
subject	podmiot
subject	temat
subject	przedmiot
suit	odpowiadać
right	prawy
grape	winogrono
watch	zegarek
watch	oglądać
carry	nosić
horseshoe	podkowa
autopsy	autopsja
tram	tramwaj
envelope	koperta
value	wartość
profession	zawód
frog	żaba
element	pierwiastek
jam	dżem
pepper	pieprz
wild boar	dzik
nightjar	lelek
somnambulism	somnambulizm
dot	kropka
period	okres
zoolatry	zoolatria
coach	trener
match	zapałka
object	obiekt
mnie	beze
alcoholic	alkoholowy
hero	bohater
devil	diabeł
like	lubić
sort	typ
vampire	wampir
unfamiliar	obcy
Comoros	Komory
vagina	pochwa
aksjoma	aksjomat
politician	polityk
twin-engine	Łoś
lipstick	szminka
soap	mydło
bayonet	bagnet
anus	odbyt
divorce	rozwód
solution	roztwór
achromat	achromat
lazy	leniwy
starfish	rozgwiazda
greed	chciwość
nominative	mianownik
sight	celownik
instrumental	narzędnik
locative	miejscownik
vocative	wołacz
Anglicist	anglista
Thailand	Tajlandia
pirate	pirat
sunflower	słonecznik
corporal	kapral
message	wiadomość
algorithm	algorytm
feminism	feminizm
mud	błoto
revolution	rewolucja
promise	obietnica
promise	obiecać
engineer	inżynier
engineer	maszynista
realist	realista
cauldron	kocioł
conscience	sumienie
Swede	Szwed
anthology	antologia
hangover	kac
glass	szkło
cone cell	czopek
phytopathology	fitopatologia
technician	technik
lotus	lotos
blood	krew
people	ludzie
Nowa Południowa Walia	Nowa Południowa Walia
knee	kolanowy
ellipse	elipsa
Internet user	internauta
lotne piaski	piasek
tadpole	kijanka
colorful	kolorowy
burgundy	bordowy
bright	jaskrawy
yellowish	żółtawy
greenish	zielonkawy
bluish	niebieskawy
grayish	szarawy
whitish	białawy
purplish	fioletowawy
orangish	pomarańczowawy
pinkish	różowawy
reddish	czerwonawy
blackish	czarnawy
brownish	brązowawy
rock	skała
incunabulum	inkunabuł
steganography	steganografia
cenobite	cenobita
schizophrenia	schizofrenia
mode	dominanta
bush	busz
offspring	potomstwo
mother	mać
afternoon	popołudnie
colonel	pułkownik
was	było
abbey	opactwo
aborcjonista	aborcja
akordeonista	akordeon
country	wieś
love	kochać
indeclinable	Berliner
poison	trucizna
Moldova	Mołdawia
church	kościół
hole	dziura
hole	otwór
Russian	Rosjanin
Russian	Rosjanka
amount	kwota
calculator	kalkulator
planetoid	planetka
eel	węgorz
bad	zły
fondness	sympatia
third	trzeci
fourth	czwarty
fifth	piąty
sixth	szósty
seventh	siódmy
eighth	ósmy
ninth	dziewiąty
tenth	dziesiąty
eleventh	jedenasty
twelfth	dwunasty
thirteenth	trzynasty
fourteenth	czternasty
fifteenth	piętnasty
sixteenth	szesnasty
seventeenth	siedemnasty
eighteenth	osiemnasty
nineteenth	dziewiętnasty
twentieth	dwudziesty
thirtieth	trzydziesty
fortieth	czterdziesty
fiftieth	pięćdziesiąty
sixtieth	sześćdziesiąty
seventieth	siedemdziesiąty
eightieth	osiemdziesiąty
ninetieth	dziewięćdziesiąty
hundredth	setny
thousandth	tysięczny
millionth	milionowy
goose	gęś
pin	szpilka
pornographer	pornograf
mean	znaczyć
different	inny
kernel	jądro
Romanian	Rumun
donkey	osioł
least weasel	łasica
go	iść
walk	chodzić
North America	Ameryka Północna
film studies	filmologia
floor	piętro
floor	kondygnacja
garden	ogród
milk	doić
adwerbializacja	adverbium
adverb	przysłówek
live	mieszkać
live	żywy
semicolon	średnik
sail	żagiel
Dane	Duńczyk
Dane	Dunka
guitarist	gitarzysta
lathe	tokarka
fungus	grzyb
America	Ameryka
driver	kierowca
driver	sterownik
smoker	palacz
Rubus	jeżyna
jump	skok
Occitan	prowansalski
shop	sklep
waiter	kelner
prison	więzienie
suddenly	nagle
alkene	alken
ketone	keton
weed	chwast
brothel	burdel
hallelujah	alleluja
Gypsy	Cygan
lentil	soczewica
many	wiele
quotation mark	cudzysłów
epenthesis	epenteza
organism	organizm
thermodynamics	termodynamika
Athena	Atena
cousin	kuzyn
otherwise	inak
wrist	nadgarstek
kingdom	królestwo
chair	krzesło
touch	dotyk
cry	płakać
oar	wiosło
indeclinable	Kubus
cube	sześcian
then	wtedy
bridge	brydż
bottle	butelka
meal	posiłek
Belgian	Belgijka
shah	szach
veterinary	weterynarz
nation	naród
combat	walka
suffer	cierpieć
cosmopolitan	kosmopolita
Norwegian	Norweg
continent	kontynent
organic chemistry	chemia organiczna
gramatyczność	gramatyka
cell phone	komórka
great tit	sikora bogatka
liver	wątroba
near	bliski
close to	blisko
ladybug	biedronka
virtual	wirtualny
tobacco	tabak
Henry	Henryk
immunoglobulin	immunoglobulina
pitchfork	widły
fork	rozwidlenie
table	tabela
kod źródłowy	kod źródłowy
People's Republic of China	Chińska Republika Ludowa
fear	bać
Falkland Islands	Falklandy
left	lewy
aunt	ciocia
cousin	kuzynka
father-in-law	teść
capital	duża litera
eyelid	powieka
bell	dzwon
before	przed
swear	przysięgać
swear	kląć
coach	autokar
Persian	perski
newspaper	gazeta
crossbreed	krzyżówka
wheelbarrow	taczka
drake	kaczor
turbine	turbina
caterpillar	gąsienica
approach	podchodzić
firefighter	strażak
office	urząd
caution	przestrzegać
dance	taniec
player	gracz
thirst	pragnienie
volcano	wulkan
homophobia	homofobia
glue	klej
beginning	początek
gas chamber	komora gazowa
bookshop	księgarnia
marriage	małżeństwo
child	dziecko
stepmother	macocha
stepson	pasierb
stepdaughter	pasierbica
stepfather	ojczym
much	dużo
oval	robak
grass	trawa
skin	skóra
horn	róg
wing	skrzydło
neck	szyja
moon	księżyc
river	rzeka
earth	ziemia
ash	popiół
cynology	kynologia
perineum	krocze
bonnet	maska
cum	wytryskiwać
execution	egzekucyjny
later	później
show	pokazać
big	duży
big	wielki
wide	szeroki
fat	gruby
short	krótki
narrow	wąski
thin	cienki
wszawy	wesz
nail	paznokieć
internal organ	wnętrzności
smooth	gładki
dirty	brudny
freeze	zamarzać
bite	gryźć
indeclinable	Ferenc
insect	owad
jeremiad	jeremiada
benzene	benzen
butterfly	motyl
nocturnal	nocny
drunkard	pijanica
numerous	mnogi
company	koncern
Zyklon A	cyklon
one and a half	półtora
half	pół
quarter	ćwierć
indeclinable	Greger
pants	spodnie
światłoczuły	światło
place	miejsce
information	informacja
change	zmiana
middle	środek
action	działanie
exist	istnieć
whereas	natomiast
relation	związek
attention	uwaga
constitute	stanowić
that is to say	czyli
violence	przemoc
exploration	badanie
movement	ruch
no	żaden
stick	kij
find	znaleźć
Cyclops	cyklop
therefore	dlatego
more	więcej
whole	ogół
make	zrobić
start	zacząć
important	ważny
gramophone	gramofon
cosine	cosinus
Silesia	Śląsk
Silesian	śląski
mainly	głównie
cisgender	cisgender
situation	sytuacja
condition	warunek
own	własny
ought	powinien
between	między
social	społeczny
rarely	rzadko
part	część
tryptophan	tryptofan
sieve	sitko
issuer	emitent
married woman	białka
swift	jerzyk
sparrow	wróbel
woodpecker	dzięcioł
Ciconia	bocian
pigeon	gołąb
starling	szpak
Serinus canaria	kanarek
Cuculus canorus	kukułka
hawk	jastrząb
ostrich	struś
penguin	pingwin
swallow	jaskółka
black redstart	kopciuszek
finch	zięba
Gruinae	żuraw
Eurasian jay	sójka
Eurasian magpie	sroka
measure	takt
Upper Sorbian	górnołużycki
Lower Sorbian	dolnołużycki
Slovene	słoweński
Croatian	chorwacki
Serbian	serbski
indeclinable	Malus
Epirus	Epir
stuff	manele
side	strona
tall	wysoki
low	niż
stand	stać
perhaps	może
ovary	jajnik
lazy	leń
abecadlarka	abecadło
peasant	chłop
accusative case	akuzatyw
bacterium	bakteria
adjective	przymiotnik
way	sposób
meaning	znaczenie
conjunction	spójnik
manly	męski
preposition	przyimek
variant	odmiana
feminine	żeński
article	przedimek
emperor	cesarz
position	położenie
fertile	rodny
chatterbox	papla
socket	panewka
cask	achtel
glasses	okulary
back	plecy
name day	imieniny
bowling	kręgle
briefs	majtki
birthday	urodziny
stretcher	nosze
scissors	nożyczki
tights	rajstopy
toboggan	sanki
attentive	uważny
eat	zjeść
printery	drukarnia
printer	drukarz
print	drukować
stupid	głupi
mailman	listonosz
mail	poczta
minority	mniejszość
majority	większość
meticulous analysis	studium
furrow	bruzda
double bass	kontrabas
day after tomorrow	pojutrze
day before yesterday	przedwczoraj
kitchen	kuchnia
cooker	kuchenka
bathroom	łazienka
toilet	toaleta
cellar	piwnica
bedroom	sypialnia
washing machine	pralka
laundry	pralnia
refrigerator	lodówka
dryer	suszarka
ship	statek
Kosovo	Kosowo
Kosovan	Kosowianin
Kosovar	kosowski
existence	egzystencja
existentialism	egzystencjalizm
elegant	elegancki
arrogant	arogancki
essence	esencja
essential	esencjonalny
examination	egzamin
layman	laik
like	uwielbiać
etymology	źródłosłów
number	numer
quarter	kwartał
sodium	sód
god	bóg
Jupiter	Jowisz
Eritrea	Erytrea
catalogue	katalog
Japanese	Japonka
red	czerwień
Italian	Włoszka
larva	czerw
square	kwadrat
square	kwadratowy
trapezium	trapez
too	zbyt
reindeer	renifer
celibacy	celibat
switch off	wyłączyć
gossip	plotka
chain	łańcuch
net	sieć
Roman Empire	Rzym
patch	zagon
environment	środowisko
bear	niedźwiedzica
human	ludzki
fight	walczyć
euphemism	eufemizm
light	lekki
sheep	owca
criminal	przestępca
ideal	idealny
shirt	koszula
attack	napad
button	guzik
cyclamen	cyklamen
commercial	reklama
jajko	jajo
upright piano	pianino
count	liczyć
party	partia
rhinoceros	nosorożec
peach	brzoskwinia
pear	gruszka
pl.	lm
lucky	szczęśliwy
penultimate	przedostatni
parameter	parametr
duplicate	odpis
belief	wiara
rely	wierzyć
that	tamten
that	tamta
that	tamto
oilseed	siemię
help	pomagać
kick	kopać
kick	kopnięcie
daily	codziennie
dawn	świt
rook	gawron
palladium	pallad
americium	ameryk
sex	płeć
Slovenia	Słowenia
function	funkcja
tool	narzędzie
belong	należeć
issue	sprawa
no problem	nie ma sprawy
give	dać
step	stopień
exactly	właśnie
isotope	izotop
disintegration	rozpad
arrow	strzała
fibula	strzałka
strange	dziwny
cabin	buda
kiss	pocałunek
Christmas	Boże Narodzenie
bitch	psica
rectangle	prostokąt
Christmas Eve	Wigilia
matrix	macierz
flood	powódź
deluge	potop
sandwich	kanapka
exclamation mark	wykrzyknik
pentagon	pięciokąt
lung	płuco
botanist	botanik
only	jedyny
forehead	czoło
Thomas	Tomasz
equation	równanie
fairness	sprawiedliwość
athlete	sportowiec
soy	soja
yoke	jarzmo
ejaculation	ejakulacja
hinder	przeszkadzać
dentist	dentysta
Pacific Ocean	Ocean Spokojny
obesity	otyłość
pantomime	pantomima
gooseberry	agrest
portfolio	portfel
lick	lizać
sleeping bag	śpiwór
Atlantic Ocean	Ocean Atlantycki
Earth	Ziemia
Indian Ocean	Ocean Indyjski
Gordian knot	węzeł gordyjski
parsley	pietruszka
battalion	batalion
Malus domestica	jabłoń
Arctic Ocean	Ocean Arktyczny
finalist	finalistka
anthill	mrowisko
Darwinist	darwinista
ordeal	gehenna
humanist	humanista
figurine	statuetka
dumpling	pieróg
build	budować
date	randka
string	sznurek
suitcase	walizka
money	pieniądze
when	gdy
some	jakiś
also	także
also	też
stay	zostać
darmstadtium	darmsztadt
duty	obowiązek
