free	gratis
town	Orkanger
town	Otta
town	Rjukan
town	Sandnessjøen
town	Sandvika
town	Skudeneshavn
town	Stathelle
town	Stavern
town	Stjørdalshalsen
town	Stokmarknes
town	Svolvær
town	Ulsteinvik
town	Verdalsøra
town	Vinstra
town	Åkrehamn
municipality	Sandøy
bystatus	Åndalsnes
town	Åsgårdstrand
island	Hinnøya
island	Langøya
car	bilfabrikant
aerial	flyfotografi
aerial	flyfotograf
town	stasjonsby
high-speed	snøggbåt
mining	bergstad
Norway	Vesterålen
regional	regionråd
prente	prentast
personal	fødselsnummer
brownish	brungul
slate	skifertak
mica	glimmerskifer
building	bygningsstein
golden	gyllenbrun
wall	veggflis
form	uttrykksform
year	leveår
naive	naivisme
art	skrivekunst
fit as a fiddle	frisk som ein fisk
sesame	sesamfrø
beginner	begynnar
regional	regionavis
free	gratisavis
agreement	intensjonsavtale
blood	bløda
area	tettstad
Norwegian	norskekysten
south	sørvestover
bump	nogg
fjord	Nordfjord
hour	soltime
skerries	skjergard
passenger	persontrafikk
diesel	dieselmotorvogn
regional	regiontog
piece	parsell
privately	privatbane
Aconitum septentrionale	lushatt
train	togførar
goods	godstrafikk
common	allmennspråk
mashed	kålrotstappe
lowest	underkant
animal	dyrehud
nomadic	nomadefolk
coniferous	barskog
mountain	fjellkam
climate	klimasone
plant	planteart
Swedish	svorsk
ancient	oldtidsby
ancient	oldtidsrike
gag	kneble
sign of life	spenne
acorn	åkarn
monsoon	monsunvind
export	eksportvare
river	elvedelta
species	fugleart
keep	livnære
skrinleggja	skrinlegge
island	øynasjon
cloud	støvsky
health	helseproblem
catch	fiskefangst
writer	kronikør
bleed	forblø
loss	blodtap
common	fellesspråk
execution	halshogge
armed	hærstyrke
teleport	teleportere
human	menneskeform
score	tjug
speech	radiotale
doubt	heka
forested	skogsområde
time	tidsmessig
art	kunstmuseum
building	bygningskompleks
equal	likelønn
female	kvinnekjønn
art	kunstkritikk
collection	essaysamling
exchange	ordskifte
tomcat	fross
person	umage
fachidiot	fagidiot
parachuting	fallskjermhopping
dried	tørrfisk
greylag goose	grågås
remove	foredle
kitchen	kjøkkenmaskin
wooden	trebåt
Viking	vikingskip
media	mediedekning
general	stykkgods
load	lasteevne
deck	dekkslast
sea	sjøforhold
registered partnership	registrert partnarskap
partnership	partnarskap
flying	flyklubb
emergency	nødssituasjon
military	militærfly
oil	oljelekkasje
reception centre	asylmottak
cargo	lastetank
bluff	bløffe
delivery	leveringsdato
colour	fargebilde
crane	kranfartøy
air	luftangrep
seafaring	sjøfartsnasjon
seamen	sjømannsmisjon
seamen	sjømannsprest
skating	samløp
boat	båttrafikk
natural	naturskog
transport	godstransport
sloping	dalside
emergency	nødtelefon
agricultural	jordbruksprodukt
flat	sletteland
long	langsmal
lacking	oksygenfattig
map	bykart
county	fylkesgrense
circus	sirkustelt
test	styrkeprøve
passenger	passasjertrafikk
greatest	størstedel
rubber	gummihjul
railway	jernbanetunnel
long-distance	fjerntog
station	stasjonsbygning
train	togekspeditør
highly	livsfarleg
freight	godsterminal
last	sistemann
missiology	missiologi
scientific	faglitteratur
feminine	femi
trot	trav
provincial	provinsby
predatory	rovfisk
river	elvedal
load	lastekapasitet
wooden	trekors
torso	bolung
river	elvemunning
private	privatperson
trade	handelsmessig
heifer	kvige
stroke	pennestrøk
indigenous	urfolk
aircraft	rutefly
coarse	grovbrød
stork	storkenebb
postman	postmann
scratch	skramme
special	spesialområde
food	matmangel
mountain	fjellskråning
indoor	ishall
continental	kontinentalklima
air	lufttemperatur
incineration	avfallsforbrenning
gratin	grateng
commercial	næringsbygg
heating	varmekolbe
conversion	konverteringstabell
netiquette	nettvett
physician	livlege
bomb	bombeangrep
corncrake	åkerrikse
local	lokaltrafikk
tram	trikkerute
folk	folkefest
mangrove	mangroveskog
potato	potetplante
artillery	skytefelt
post-war	etterkrigstid
civilian	sivilbefolkning
trading	handelsfolk
inland	innlandsby
natural	naturforhold
mountainous	fjelland
mountain	fjellregion
member	samfunnsmedlem
man	fegge
protrude	skage
protrude	skaga
Viken	vikvær
appoint	konstituere
resonant	resonansfrekvens
conductor	kordirigent
nematode	rundorm
off	snylte
outer	ytterhud
air	luftfylt
cinema	kinobillett
dental	tannhelse
cross-border	grensehandel
state	helsetilstand
food	sukkervare
caramel	sukkerkulør
celadon	seladon
tree	kakaotre
fertiliser	gjødsling
molecular	molekylstruktur
gemstone	smykkestein
cooling	kjølesystem
doomsday	dommedag
natural	naturmedisin
intestinal	tarmgass
skin	hudutslett
på	flyttefot
weight	vektproblem
sleeping	søvnproblem
form	behandlingsform
area	studieretning
ball	nettball
thoracic	mellomgolv
nutritional	næringsverdi
food	matvareindustri
rich	fiberrik
course	livsløp
sugar	sukre
HIV	hivsmitte
child	barneekteskap
happy	gle
average	gjennomsnittsalder
change	regjeringsskifte
right	talerett
member	regjeringsmedlem
division	tredeling
lack	mistillit
commercial	forretningsbygning
open-faced	landgang
agricultural	jordbruksområde
unique	særstilling
raw	råsaft
horse	hesteavl
royal	kongebesøk
construction	bindingsverk
exchange	brevveksle
right	tronfølge
genealogical	stamtavle
greyhound	veddeløp
host	vertsby
law	lovendring
urban	bystrøk
state	forbundsstat
population	befolkningsvekst
price	moderasjon
parliament	parlamentsbygning
trading	handelsnasjon
colour	léta
abomasum	løypemage
stock market	børsindeks
parliamentary	parlamentarisme
Europa	Sør-Europa
fishing	fiskebanke
maiden	jomfrutur
garrison	garnisonsby
fortified	festningsby
up	demme
amount	snømengde
fellow	felage
plant	planteskole
cast pearls before swine	kaste perler for svin
art	kokekunst
host	vertskap
power	kraftutbygging
oil	oljefunn
American	svartbjørn
empty	tomflaske
rubbish	søppelsekk
emit	tyte
intermediate	mellomtid
movie	filmindustri
coastal	kystklima
railroad	jernbaneselskap
protest	protestmarsj
university	universitetsutdanning
mining	gruveselskap
company	selskapsskatt
priority	prioritering
Columbia	Britisk Columbia
forcibly	tvangsflytte
natural	naturgeografi
justice	justisminister
border	grensetvist
Christian	kristenliv
hosanna	hosianna
war	krigsflåte
rightfully	med rette
colonial	kolonitid
wealth	verdiskaping
neighbouring	nabostat
suburban	forstadsbane
colorful	mangleta
industrial	industriby
military	felttog
inland	innlandsklima
garden	hageplante
community	sovekommune
Norway	Norig
human	menneskje
orlog	orlogsflagg
potato crisp	potetgull
higgledy-piggledy	hulter til bulter
poop	bæsje
first cousin once removed	filletante
first cousin once removed	filleonkel
anthill	maurtue
inclination	inklinasjon
Norwegian	krotekake
karsk	karsk
payment	a konto
verb	a verbo
valkyrie	valkyrje
einherjar	einherje
much	hardla
childbirth	barsel
animal	vanedyr
byre	fjøs
expect	vonom
outcast	varg i veum
throw	dryle
war	ufred
ugly	ufrid
village	herad
hum	nynne
excommunicate	bannlyse
eye	auene
parthenogenesis	partenogenese
shouting	hauking
siphon	hevert
make	hevje
know	kjenning
herd immunity	flokkimmunitet
become	raudna
redness	ròde
rubric	rubrikk
red	aftanrode
red	aftanrøde
red	kveldsrode
red	kveldsrøde
drachma	drakme
hryvnia	hryvnjaen
drachma	drakmar
drachma	drakmane
Dano-Norwegian	spesidalar
lodging	losji
lack	alali
in	alleleis
monogamously	monogamt
masturbation	masturbasjon
harassment	sjikane
harass	sjikanere
harass	sjikanera
Shiite	sjiittisk
Shia	sjiaislam
Shiite	sjiamuslim
Sunnite	sunnimuslim
Sunni	sunniislam
Muslim	muhammedanar
Islam	muhammedanisme
Islamist	islamistisk
Michaelmas	mikjelsmess
Michaelmas	mikkelsmess
Michaelmas	mikjelsmesse
Michaelmas	mikkelsmesse
Saint John	jonsok
accentuation	aksentuasjon
alms	almisse
alms	olmose
Anglomaniac	angloman
Sabaoth	allhær
alcohol	vinmonopol
shop	sjappe
beer	ølsjappe
oedematic	ødematisk
oedematous	ødematøs
Oedipus	Ødipus
Oedipal	ødipal
Oedipal	ødipalkonflikt
attempt	hitling
feast	syftesok
feast	bolsok
feast	botolvsok
feast	olsok
feast	olavsvoke
feast	barsok
feast	hallvardsok
feast	persok
feast	jakobsok
feast	jakobsmess
feast	jakobsmesse
eye	argusauge
eye	argusauga
watchful	argusaugo
Graves' disease	Basedows sjukdom
drilling	derrik
phenylketonuria	Føllings sjukdom
ocean	havsens
missiologist	missiolog
missiological	missiologisk
love	anakreontisk
Tripleurospermum	balderbrå
Bekhterev	Bekhterevs sjukdom
feast	bjørnevake
feast	bjørnevòk
feast	bjørnevok
Saint Bernard	sanktbernhardshund
Cistercian	bernhardinar
Down syndrome	Downs syndrom
age	metusalem
narcissism	narsissisme
Parkinson's disease	Parkinsons sjukdom
Agnus Dei	agnus Dei
receptive	næm
nutritious	nærande
head-to-head	andsynes
coldness	isande
amplify	bekande
useful	hivande
fully	kavande
Johnmas	jonsmess
Johnmas	jonsmesse
red letter day	krossmess
red letter day	krossmesse
red letter day	korsmess
red letter day	korsmesse
feast	andreasmess
feast	andreasmesse
Gregorian calendar	den gregorianske kalenderen
torch	kyndel
Candlemas	kyndelsmesse
Candlemas	kyndelsmess
not	gi faen
not	gje faen
sowing	såing
chasuble	hakel
chasuble	messehakel
crochet	hekle
inside	innvortes
be	utvortes
quarantine	søringkarantene
cross-border	harryhandel
shop	harryhandle
shop	harryhandla
needed	turvast
berate	munnhoggast
wear	slitast
old	aldrast
needed	turvande
normal	tarveleg
spring	vårast
day	dagast
flaming	eldande
make	øyda
desolateness	øyde
barren	øydast
said	seiast
legitimization	legitimasjon
thriller	gysar
dark	dimmast
initiative	insj
initiative	insja
application	vippsa
initiative	insje
initiative	insjar
wanting	fysen
want	fysne
inventor	oppfinnar
invent	finna opp
inform	gje opp
surrendered	oppgjeven
inform	gi opp
decide	finne for godt
put up with	finne seg i
retaliate	ta att
begin	ta til
suggest	ta til orde for
catch	ta på senga
now and then	no og då
now and then	no og da
now and then	nå og da
now and then	nå og då
long-distance	avstandsforhold
waver	vike av
deeper	djupe ut
deeper	djupa ut
explain	utdjupa
explain	utdjupe
deepening	utdjuping
depth	djupn
freezing	frysing
shiver	frysning
put	setjing
set	settar
set	setjar
snow	snjo
cone-shaped	såte
shout	hallelujarop
sweetness	søtleik
truly	pinede
show someone the door	vise døra
penalty shootout	straffekonk
go bankrupt	konke
conch	konkylie
grip	triva
grip	trive
wroth	vreidast
allow	tillata
draw	dragast
bite	bitast
make-believe	læss
almost	læstsom
emit	tyta
piss	mige
lessen	tverre
lessen	tverra
fight	rivast
demand	ågå
inspect	saumfara
inspect	saumfare
thoroughly	gjennomgåande
take	handtakast
discontent	vantrivast
unhappy	mistrivast
thrive	utrivast
acknowledge	vedgå
understate	underdriva
overstate	overdriva
intensifier	steinsens
audience	publikummar
by no means	ingaleis
McCarthyism	mccarthyisme
adverb	-leies
directly	beinleies
sea	sjøleies
naval	sjølei
back	bakleies
many	mangleis
many	mangeleis
niqab	nikab
postdoc	postdok
cradle	vogge
rock	vogga
dormitory town	soveby
paleface	bleikansikt
paleface	bleikandlet
drilling fluid	boreslam
bottom line	botnlinje
Bushman	buskmann
corpse	daudmann
bandsaw	bandsag
backsaw	bakksag
dead weight	daudvekt
forgetful	ikkje hugse frå klokka tolv til middag
Jomsviking	jomsviking
hope	enno er ikkje alle jomsvikingar døde
kitchen	tvore
appear	sjå ut som eit levande spørsmålsteikn
question mark	spørsmålsteikn
question mark	spørjeteikn
range anxiety	rekkeviddeangst
burying	jording
speech	syttandemaitale
speech	17. mai-tale
parade	førstemaitog
child	barnetog
savior	folkefrelsar
Jesus Christ	folkefrelsaren
savior	frelsar
citizen	borgartog
Pomor	russehandel
Pomor	pomorhandel
Arctic	russenorsk
fishing	fiskekvote
poverty	armodsdom
fish	fiskefilet
salmon	laksefilet
cod	torskefilet
travel	samferd
accompany	samfarast
leaf	lauvast
livestock	fesjå
hemp-nettle	kvassdå
expert	eggspert
mica	kråkesølv
writ	førelegg
lead	sørve
ponder	grublisere
witness	vitnefør
traveller	ferdamann
young	yngjast
young	yngje
young	forynge
youngening	forynging
mild	tø
hurt	forvri
twisted	forvridd
twisted	forvriden
number	toar
turn	tørn
accident	vå
most	flestalle
left	keive
filly	følje
doctor	lækjar
insight	menneskekjennar
washing	tvoge
thick	lubben
band	panneband
coat	kåpe
main course	hovudrett
first	førerett
bed	loppekasse
stock	briskelog
stock	einelog
blond	ljoshåra
blond	ljoshærd
canvas	kanvas
redheaded	raudhåra
liquid	tjørelog
redheaded	raudhærd
emergency	naudssituasjon
headache	hovudpine
capable	formå
cold	forkjøling
cold	krimsjuke
trespass	krenkja
improvement	betring
guestroom	gjesterom
funny	løyen
cold	snue
humility	audmjukskap
humility	audmykt
humble	audmykja
humble	audmjuka
chastisement	audmyking
chastisement	audmjuking
cold	krimfull
cold	krimsjuk
cold	forkjølt
church	arbeidskyrkje
church	baptistkyrkje
yard	bilkyrkjegard
church	domkyrkje
Christian	felleskyrkjeleg
church	frikyrkje
church	frikyrkjeleg
congregation	frikyrkjelyd
minister	frikyrkjeprest
traditional	høgkyrkjeleg
Church	Den norske kyrkja
cause	tilføya
jewellery	øyredobbe
playlist	speleliste
secondary	vidaregåande
push	støte
push	støyta
battery	batteriladar
leave	tjuvperm
ring binder	ringperm
offend	fornærma
gentleness	spaklynne
equipment	treningsstudio
cemetery	kyrkjegard
repeat	gjentaka
church	klosterkyrkje
church	korskyrkje
church	krosskyrkje
war	krigskyrkjegard
male	andekall
Whitsun	kvitsunn
offense	fornærming
television	televisjon
turn	årsskifte
into	inn i
swim	svemja
fight	slåstkamp
feed	gjøde
horizontal	stoll
pimp	hallik
birch	bjørkje
birch	bjørkesaft
clip	klippar
smack	smekk
swat	smekke
flyswatter	flugesmekke
mountain	jutul
silver	sølje
lazy	lating
bleed	bløgge
bleed	bløgga
resin	kvae
accuse	løgste
perch	åbor
end	endelykt
chef	kaldjomfru
cigarette	sneip
wadmal	vadmål
homeward	heimanfor
Omani	rijal
nonchalance	nonsjalanse
nonchalance	nonchalanse
nonchalant	nonsjalant
nonchalant	nonsjalere
Aboriginal	aboriginsk
beige	besj
gerundive	gerundiv
hello	halloi
Unitarian	unitar
thirteenth	trettandedel
fourteenth	fjortandedel
fifteenth	femtandedel
sixteenth	sekstandedel
seventeenth	syttandedel
eighteenth	attandedel
nineteenth	nittandedel
twentieth	tjuandedel
eleventh	ellevtedel
twelfth	tolvtedel
tenth	tiandedel
ninth	niandedel
eighth	åttandedel
seventh	sjuandedel
partially	til helvtar
seventh	sjudel
eighth	åttedel
eleventh	ellevedel
twelfth	tolvdel
thirteenth	trettendel
fourteenth	fjortendel
fifteenth	femtendel
sixteenth	sekstendel
seventeenth	syttendel
eighteenth	attendel
ninteenth	nittendel
twentieth	tjuedel
twenty-one	tjueein
thirtieth	trettiandedel
thirtieth	trettidel
fourtieth	førtidel
fiftieth	femtidel
sixtieth	sekstidel
seventieth	syttidel
eightieth	åttidel
nintieth	nittidel
divide	todele
divide	todela
millionth	milliondel
millionth	milliontedel
billionth	milliarddel
billionth	milliardtedel
trillionth	billiontedel
trillionth	billiondel
three-quarters	trekvart
abdicate	abdisera
shaving cream	barberkrem
bleach	bleikje
saying	diktum
low-paid	låglønt
low-paid	lågtlønt
boarding pass	boardingkort
boarding pass	ombordstigingskort
tights	stillongs
gentle	spaklynt
United Kingdom of Great Britain and Northern Ireland	sameinte kongeriket Storbritannia og Nord-Irland
picture-in-picture	bilde-i-bilde
kindle	nøre
finally	omsider
by-room	siderom
marriage	frieri
deliverance	utfriing
solemn	mene tekel
naked	i adams drakt
naked	i Adams drakt
naked	i adamsdrakt
nakedness	adamsdrakt
nakedness	nakenskap
begging	tigging
chewing	tygging
secure	trygde
welfare	trygdemisbruk
savior	frelsarmann
despicable	umann
unfinished	ugjord
not	uhøyrd
hard of hearing	tunghøyrd
hard of hearing	dauvhøyrd
hard of hearing	døvhøyrd
maiden speech	jomfrutale
talk	vorra
enumerate	talfeste
enumerate	talfesta
cock-a-doodle-doo	kykeliky
cry	hanegal
goatling	kjee
midwife	krafskjerring
straightforward	gjegn
baptism	gjendåp
Anabaptist	atterdøypar
baptist	døypar
sleeping	i søvne
red card	raudt kort
after all	læll
sizzle	sisla
work	arbeidsjern
work	arbeidsjarn
wedding dress	brurekjole
that's what she said	sa brura
sa brura	sa brura-vits
sa brura	sa brura-vitsane
sa brura	sa brura-vitsar
sa brura	sa brura-vitsen
tsarevich	tsarevitsj
tsardom	tsardømme
weaken	avkrefte
avenge	hemne
orient	versus populum
oriented	ad orientem
white-collar	kvitsnipp
white	prestekrage
two	halvtredje
gentian	søterot
Gentianaceae	søterotfamilien
Gentianella campestris	bakkesøte
rub	kjå
hurry	skunde
drive	staura
girl	dråk
tablet computer	nettbrett
memory stick	minnepenn
memory card	minnekort
video card	skjermkort
unaccustomed	uvan
celebration	17. mai-feiring
celebration	syttandemaifeiring
ribbon	17. mai-sløyfe
ribbon	syttandemaisløyfe
parade	17. mai-tog
parade	syttandemaitog
protest	1. mai-demonstrasjon
protest	fyrstemaidemonstrasjon
protest	førstemaidemonstrasjon
liberation theology	frigjeringsteologi
Freedom Day	frigjeringsdag
liberation	frigjering
doing	gjering
weirdo	særing
Møre	møring
Sunnmøre	sunnmøring
Nordmøre	nordmøring
Vest-Agder	vestegd
Aust-Agder	austegd
Sogn	sygn
fjord	fjording
position	legd
blood money	blodpengar
outfit	pontifikalia
General Secretary	generalsekretær
study group	kollokviegruppe
audio-frequency induction loop	teleslynge
telecoil	telespole
painful	låk
free	i ro og mak
so	til dess
full	til botnar
do	forrette
Preface	prefasjon
walk	rulte
obese	rult
iron curtain	jernteppe
Iron Curtain	jernteppet
Iron Curtain	jarnteppet
feel	tukle
thin	troe
wolf	gråbein
weever	fjesing
numerous	fjølg
multitude	fjøld
multitude	fjølde
even	til og med
numerous	fjølment
squint	skjegl
proud	byrg
pride	byrgskap
shyness	blygskap
shy	blygjast
icen	isne
icen	isna
precious	augestein
precious	augnestein
sawdust	sagmo
sawdust	sagmò
reverberating	óme
even if	om enn
even though	sjølv om
inlet	kvam
kettle	kjel
wool	røyve
red pine	raudfuru
pray	nibe
enclosure	kve
election	bispeval
hallowing	helging
anger	ergre
dog	hunderase
lobbyist	lobbar
lob	lobb
lobbying	lobbyverksemd
aeroplane	flygemaskin
cryptocurrency	kryptovaluta
pressing	maktpåliggande
secure	tryggje
dryshod	tørrskodd
dry	turr
throw	dryl
darkish	såm
small	vesal
lynch	lynsjande
ugly	ljot
very	ljott
pajamas	pysj
mud	gyrje
coat	tjørebre
tether	tjora
information and communications technology	informasjons- og kommunikasjonsteknologi
elasticity	fjøring
glowing	esju
sleeplessness	andvoke
situated	andbakkes
person	solung
cut	sløye
cut	sløya
flail	sloge
flail	sliul
dawning	gryande
plough	pløya
incoming	inngåande
perish	forgå
escutcheon	låsplate
escutcheon	nøkkelskilt
useful	bjå
tailor-make	skreddarsy
tailor-made	skreddarsydd
tailor	skreddar
tailoring	skredderi
seamster	syar
dead	av dage
alone	i eino
alone	på eino
military	til orlogs
seamstress	sydame
life	til live
erroneously	med urette
hair	rettetong
curling iron	krølltong
daily	dagsens
location	misjonsmark
uneven	misjamn
Talmudic	talmudisk
plan	etle
overpopulation	overfolking
path	gutu
thin	mjå
blunt	sløve
blunt	sløvast
blunt	sløvne
visible	sjåleg
ashamed	unnsjå
without	unnvere
without	unnvera
truly	mi sann
certainly	min santen
certainly	min sant
rhymer	rimsmed
sob	hikste
laugh	forle
stop	stogg
rest	kvild
adequate	quantum satis
flow	strøyma
oversleep	forsova
overslept	forsoven
oversleep	forsove
inhabitant	ibuar
population	ibuartal
leather	skinnreim
sea	blåmyr
enjoy	lekre
dried	rekling
shred	rekle
devil	meisk
air	pneumatisk
barn	løe
wide	rømd
long	profetskjegg
sport	skjegge
bearded	skjeggete
icy	isete
nudge	nyggja
start	nygg
apposition	apposisjon
apposition	apposisjonell
drunk	dranke
drunk	drankar
drunk	fyllik
binge drinking	sidrikke
money	driks
crown	hjasse
woodwork	snikra
giggle	knis
show	lóse
loosen	lòse
itching powder	kløpulver
transfer window	overgangsvindauge
transfer market	overgangsmarknad
interim	overgangsalder
yeast	undergjær
yeast	overgjær
bottom fermentation	undergjære
top fermentation	overgjære
country	austblokkland
leave	melde ut
freeze	flotre
round	lunn
pile	lunnar
pile	lunne
complain	akke
right	lunnende
noisy	brask
fanfare	med brask og bram
everything	lut og lunnar
everything	lut og lunnende
back and forth	att og fram
realm	by og land
soul	ei sjel og ei skjorte
sometimes	somtid
heart	hjarte og nyrer
lye	lut og kaldt vatn
thence	dedan
various	hedan og dedan
hawk	hauk og due
☭	hammar og sigd
sickle	sigd
sort	kreti og pleti
Cherethite	kreti
married	laus og ledig
do	liv og lære
barely	med naud og neppe
bark	mellom borken og veden
mouth	munn og mæle
day and night	natt og dag
failure	nord og ned
appropriate	som seg hør og bør
dress	som ein står og går
consolation	trøyst
cops and robbers	politi og tjuv
cuckoo	ko-ko
sway	svaie
all-purpose	allrom
elbow room	olbogerom
HVAC	varme-, ventilasjons- og sanitærteknikk
rivaless	rivalinne
dog	kople
relaxation	avkopling
whet	kvetje
Chief Justice	høgsterettsjustitiarius
supreme court	høgsterett
supreme court	høgsterettsdommar
whitish	kvitvoren
whitish	kvitleg
blacken	svartne
row	fossro
person	bjugning
tool	leist
stare	måpe
typical	utprega
coward	feiging
appear	feiga
scorn	forakte
scare	utfeiga
seem	sjå ut
punch	dra til
struck	tildregen
struck	tildradd
fist magnet	dra-til-tryne
fist magnet	slå-til-tryne
slam	slå til
end	slå opp
dismissed	tre av
come into being	verte til
come into being	bli til
belong	høyre til
belong	tilhøyre
belong	tilhøyra
burn	svi av
Sami	legge til
organize	legge opp
endure	stå bi
day	liggedag
day	liggjedag
lie to	dreie bi
lay	føye
run	hyve til
slap	klabbe til
slap	klappe til
make	lage til
start	rykke til
add	sette til
happen	råke til
carve	skjere til
organize	skipe til
organize	tilskiping
organized	tilskipa
stop	bryte av
persist	bli ved
persist	vare ved
trot	hultre
happy	fjåg
snug	fjelg
anus	podeks
military	kakebu
clumsy	keitete
clumsy	klumsete
muntin	sprosse
muntin	vindaugssprosse
adulation	smiger
acute accent	akutt-teikn
rye	byggraut
novel	eg-roman
Evangelical Lutheran	evangelisk-luthersk
dotterel	fjello
narcotic	knarke
martagon	krøll-lilje
martagon	kranslilje
gullible	lettruen
prototypically	mannemann
mosaic	mosaikkunst
mouth-to-mouth resuscitation	munn-til-munn-metode
supplement	natt-tillegg
mention	oppatt-tak
attendant	oppassar
Sarpsborg	sarping
page	plusside
manifesto	prinsipprogram
preterite-present verb	preterito-presentisk
checking account	sjekk-konto
driven	skakk-køyrd
bunchberry	skrubbær
short-sighted	stuttenkt
firing pin	tenn-nål
termite	termitt-tue
sustainability	berekraft
swallowtail	splittflagg
neuter	nøytrum
vote of confidence	tillitsvotum
curiosity	kuriosum
roundworm	trikin
ingenuity	kløkt
Hålogaland	håløyg
receipt	kassalapp
granary	stabbur
niece	tanteunge
niece	onkelunge
paternal aunt	farsyster
paternal aunt	farsøster
son	soneson
fourth cousin	femmenning
fifth cousin	seksmenning
sixth cousin	sjumenning
eighth cousin	nimenning
daughter-in-law	sonekone
great-great-grandfather	tippoldefar
great-	tipp-
great-great-great-great-grandmother	tipp-tipp-tipp-oldemor
great-great-great-grandmother	tipp-tipp-oldemor
grandnephew	grandnevø
grandniece	grandniese
alone	einmenning
great-grandparent	oldeforelder
great-great-grandmother	tippoldemor
great-great-grandparent	tippoldeforelder
grandfather	gamlefaster
young	småsøsken
younger	småbrør
younger	småsøstrer
younger	veslebror
young	yngstemann
worry	agge
power	gubbevelde
elder	forgubba
make a living	livja
building material	tegl
burn	tegle
brick	teglstein
dachshund	dachs
verdigris	eirgrøn
verdigris	eirete
terrace	avsats
endpaper	forsats
back	ettersats
large	oppsats
by oneself	på eiga hand
by oneself	for seg sjølv
on all fours	på alle fire
on the spot	på flekken
anew	å nyo
roundpole fence	hafelle
roundpole fence	skigard
aft	akterut
dismissive	knipsk
ugly	styggfin
mock	drite ut
vomit	spye
lick	sleik
traditional	sandnesgauk
peddle	gauka
peddle	gauke
Dead Sea scroll	daudehavsrull
pulk	kjerris
traditional	kommag
traditional	lavvo
Sami	noaide
feasible	gå an
ablaut	ljodsprang
wool	ullugg
one fell swoop	i ein fei
life	livnad
popular	i vinden
in common	til felles
entirely	med hud og hår
Jew's harp	munnharpe
Texan	texanar
alcoholic	grogg
verbal	trugsmål
taciturn	fåmålig
taciturn	fåmælt
infinitive	a-mål
Norwegian Nynorsk	i-mål
Norwegian	e-mål
historical linguistics	målsoge
saying	seiing
disarmament	nedrusting
church history	kyrkjesoge
relegation	nedrykk
embrace	famne
care	gje blaffen
water	vatne
lawlessness	lovløyse
awelessness	ageløyse
irresponsibility	ansvarsløyse
childlessness	barnløyse
bottomlessness	botnløyse
bloodlessness	blodløyse
uselessness	dugløyse
endlessness	endeløyse
inability	evneløyse
formlessness	formløyse
outlaw	fredlaus
peacelessness	fredløyse
godlessness	gudløyse
boundlessness	grenseløyse
homelessness	heimløyse
healthlessness	helseløyse
heartlessness	hjarteløyse
worthlessness	hendesløyse
helplessness	hjelpeløyse
headlessness	hovudløyse
indifference	hugløyse
hopelessness	håpløyse
lack	idéløyse
lack	innhaldsløyse
wifelessness	kjerringløyse
lovelessness	kjærleiksløyse
lack	karmannsløyse
feelinglessness	kjensleløyse
contactlessness	kontaktløyse
cashlessness	kontantløyse
lifelessness	livløyse
flawlessness	lyteløyse
powerless	makteslaus
powerlessness	maktesløyse
foodlessness	matløyse
consciencelessness	medvitsløyse
consciencelessness	medvettsløyse
meaninglessness	meiningsløyse
mercilessness	miskunnløyse
despondency	motløyse
motherlessness	morløyse
restlessness	rastløyse
lack	respektløyse
fatherlessness	farløyse
rule	regelløyse
rightlessness	rettsløyse
blamelessness	sakløyse
shamelessness	skamløyse
selflessness	sjølvløyse
forest	skogløyse
innocence	skyldløyse
tastelessness	smakløyse
lubrication	smurningsløyse
snowlessness	snøløyse
sorrowlessness	sorgløyse
hard	stundesløyse
immateriality	stoffløyse
sleeplessness	svevnløyse
sleeplessness	søvnløyse
toothlessness	tannløyse
thoughtlessness	tankeløyse
reliability	svikløyse
untactfulness	taktløyse
unuseful	tarvløyse
timelessness	tidløyse
lack	tiltaksløyse
faithlessness	truløyse
awelessness	tuktløyse
inconsolableness	trøystesløyse
inconsolable	trøysteslaus
indifferent	tykkelaus
indifference	tykkeløyse
pathlessness	vegløyse
weightlessness	vektløyse
waterlessness	vassløyse
problemlessness	vandeløyse
worthlessness	verdiløyse
defencelessness	verjeløyse
unknowledge	vitløyse
unknowledge	vettløyse
unconditional	vilkårslaus
unconditionality	vilkårsløyse
hopelessness	vonløyse
unworthiness	vyrdløyse
joblessness	yrkesløyse
honourlessness	æreløyse
brotherlessness	brorløyse
Lord's Prayer	fadervår
summer	sommarnatt
meal	nattmat
dry-hump	jukke
dry-hump	jukking
concordance	konkordans
tatter	trevl
in addition	attil
east	austanfor
east	austanom
eastern	austmed
eastside	austom
eastside	austpå
behind	bakanfor
beyond	bortanfor
beyond	bortanom
beyond	bortanpå
along	bortetter
along	bortover
ignore	overhøyre
wood carving	skurd
wood carving	treskurd
generosity	spanderbukser
uvula	drøvel
header	hedding
day	kampdag
dog days	hundedagane
dog day	hundedag
charley horse	lårhøne
liver	leverpostei
uninhibited	hemningslaus
uninhibitedly	hemningslaust
restraint	hemning
uninhibitedness	hemningsløyse
grain	byggkorn
consult	samrå
bra	brysthaldar
Norway	Grunnlova
Labour Party	arbeidarparti
Norwegian	Arbeidarpartiet
EEA	EØS
European Economic Area	Det europeiske samarbeidsområdet
European Union	Den europeiske unionen
edition	nytestamente
myopia	trongsyn
reprimand	reprimande
United States	Sambandsstatane
annoying	plageånd
giant's kettle	jettegryte
