deir siad	abraid
sounding	fuaimneach
brick	bríce
excuse	leithscéal
burn	loisc
incinerator	loisceoir
woodpecker	cnagaire
gather food	cnuasaigh
game	cluiche
youth	aosánach
wren	dreoilín
dove	colmán
dove	fearán
servant	seirbhíseach
servant	searbhónta
customs	custam
madness	buile
measure	tomhas
sheath	faighin
heat	dáir
meal	proinn
multicolored	ildathach
colorful	dathúil
versatile	ildánach
multidenominational	ilchreidmheach
polygamy	ilphósadh
colorist	dathadóir
colored	daite
fortified	daingean
meal	béile
meal	séire
path	cosán
versatility	ildánacht
versatility	ilchumas
intimacy	caidreamh
association	comhchaidreamh
promiscuous	ilchaidreamhach
versatile	ilchumasach
versatile	iléirimiúil
polytonal	iltonach
dharma	darma
fortify	daingnigh
coast	cósta
lawn	faiche
number	foireann
polytheistic	ildiach
polytheist	ildiachaí
polytheistic	ildiachúil
polytheism	ildiachas
banker	baincéir
hurley	camán
keep	coimeád
medication	cógas
pharmacist	cógaiseoir
pharmacy	cógaslann
librarian	leabharlannaí
baker	báicéir
pharmacology	cógaseolaíocht
Xhosa	Cóisis
bake	bácáil
Tocharian	Tocáiris
grape	fíonchaor
strawberry	sú talún
raspberry	sú craobh
peach	péitseog
apricot	aibreog
pear	piorra
pineapple	anann
currant	cuirín
blueberry	fraochán
lemon	líomóid
lime	líoma
carrot	mealbhacán
grapefruit	seadóg
cider	ceirtlis
cider	leann úll
porter	leann dubh
ginger ale	leann sinséir
ginger ale	uisce sinséir
ginger	sinséar
garlic	gairleog
aperitif	greadóg
liqueur	licéar
port	pórt
sherry	seiris
champagne	seaimpéin
hashish	haisis
cannabis	cannabas
hemp	cnáib
rule	smacht
boil	beirigh
boil	bruith
fry	frioch
stew	stobh
poach	scall
cooking	cócaráil
simmer	suanbhruith
lullaby	suantraí
sleepy	suanmhar
dormitory	suanlios
soporific	suanchógas
lethargic	suanach
light	geantraí
sorrowful music	goltraí
scientist	eolaí
science	eolaíocht
pharmacologist	cógaseolaí
pharmaceutical	cógaseolaíoch
diseased	galair
linguistics	teangeolaíocht
comparative linguistics	teangeolaíocht chomparáideach
camogie	camógaíocht
hurling	iománaíocht
hurling	iomáint
driving	iomáin
rugby	rugbaí
baseball	daorchluiche
cricket	cruicéad
badminton	badmantan
basketball	cispheil
kickball	cicpheil
kick	cic
field hockey	haca
ice hockey	haca oighir
star	réaltóg
starry	réaltach
astronomy	réalteolaíocht
constellation	réaltbhuíon
asterisk	réiltín
galaxy	réaltra
astrology	astralaíocht
Jupiter	Iúpatar
Pluto	Plútón
Neptune	Neiptiún
starry	réaltógach
Venus	Véineas
Uranus	Úránas
Vulcan	Bolcán
Domhain	Domhan
Asgard	Ascar
Baldur	Baldar
Freya	Frae
Frigga	Froig
Loki	Láca
Odin	Óidin
Thor	Túr
Andromeda	Andraiméide
Artemis	Artaimís
Athena	Aitéiné
Demeter	Déiméitéir
Dionysus	Diníseas
farmer	feirmeoir
farm	feirm
agriculture	talmhaíocht
mermaid	maighdean mhara
pharmacist	poitigéir
stew	stobhach
chancellor	seansailéir
drunk	meisceoir
drunkard	pótaire
potter	potaire
ceramist	criadóir
ceramics	criadóireacht
pottery	potaireacht
ceramics	ceirmeacht
ceramist	ceireamach
ceramic	ceirmeach
architecture	ailtireacht
drinking	póit
binge drinker	óltóir ragúis
fit	ragús óil
heavy drinking	pótaireacht
intoxicating	meisciúil
glaze	glónraigh
carpentry	adhmadóireacht
putter	amasán
joiner	siúinéir
carpenter	cearpantóir
carpenter	saor adhmaid
carpentry	cearpantóireacht
carpentry	siúinéireacht
jointing	siúntáil
enemy	namhaid
tooth	déad
toothed	déadach
denture	déadchíor
Congo	Congó
Amazon	Amasóin
Bóinne	Bóinn
Danóibe	Danóib
Dnieper	Dnípir
hAfraice	Afraic
Dniester	Dnístir
Kali	Cailí
Brahma	Bráma
Shiva	Síve
myth	miotas
mythology	miotaseolaíocht
Rowan	Ruadhán
Thames	Tamais
Sabhrainne	Sabhrainn
Orinoco	Oranócó
Iordáine	Iordáin
Iondúise	Iondúis
Ganges	Gainséis
Elbe	Eilbe
Ebro	Eabró
Europe	Eoraip
European	Eorpach
folding	filleadh
revolution	réabhlóid
revolutionary	réabhlóideach
smoothness	caoine
boring	tolladh
respect	urraim
tabhair faoi deara	tabhair faoi deara
chocolate	seacláid
Loch Lurgain	Bá na Gaillimhe
Irish Sea	Muir Éireann
tool	uirlis
row	iomair
hedge sparrow	donnóg
cliff	aill
rockling	donnán
rockling	donnán langa
grayling	donnóg aille
wall brown	donnóg an bhalla
meadow brown	donnóg fhéir
donnáin chladaigh	donnán cladaigh
donnáin cheithre ribe	donnán ceithre ribe
donnáin chúig ribe	donnán cúig ribe
donnáin thrí ribe	donnán trí ribe
jay	scréachóg
blue jay	scréachóg ghorm
barn owl	scréachóg reilige
cemetery	reilig
bury	adhlaic
burial	adhlacadh
buried	adhlactha
azure jay	scréachóg ghormghlas
blue-green	gormghlas
blue-green	gormuaine
tern	scréachóg thrá
common tern	geabhróg
arctic tern	geabhróg Artach
black tern	geabhróg dhubh
roseate tern	geabhróg rósach
Sandwich tern	geabhróg scothdhubh
Arctic	Artach
rose	rósach
blackish	scothdhubh
brownish	scothdhonn
screech owl	ulscréachóg
eagle owl	rí-ulchabhán
gull	faoileog
gull	faoileán
snowy owl	ulchabhán sneachtúil
snowy	sneachtúil
elf owl	ulchabhán síofrach
tawny owl	ulchabhán donn
little owl	ulchabhán beag
ulchabhán mór liath	ulchabhán mór liath
ulchabhán seabhaic tuaisceartach	ulchabhán seabhaic tuaisceartach
boreal	bóireach
boreal	tuaisceartach
ulchabhán	ulchabhán scopach
Eurasian	Eoráiseach
hÁise	Áise
Eoráise	Eoráise
ulchabhán bóireach	ulchabhán bóireach
mórulchabhán cluasach	mórulchabhán cluasach
ears	cluasach
long-eared owl	ceann cait
Eurasian pygmy owl	mionulchabhán
black-headed gull	sléibhín
Asian	Áiseach
elf	síofra
coffin	cónra
epitaph	feartlaoi
cremate	créam
cremation	créamadh
mummy	mumaí
withered	seargán
mausoleum	másailéam
skull	cloigeann
girl	girseach
Seychelles	Séiséil
Republic of Seychelles	Poblacht na Séiséal
Seychellois	Séiséalach
ocean	aigéan
ocean	farraige mhór
poach	póitseáil
poacher	póitseálaí
camp	campáil
camper	campálaí
magpie	snag breac
woodpecker	snag darach
discipline	ainriail
disorderliness	ainrialachas
anarchy	ainrialtacht
rule	riail
Marxist	Marxach
Marxism	Marxachas
hunting dog	gadhar fiaigh
fiach pocadán	fiach pocadán
hunting	sealgaireacht
hunter	sealgaire
Green Party	Comhaontas Glas
jeans	jíons
Damaisce	Damaisc
damask	damasc
silk	síoda
Colóime Briotanaí	Colóim Bhriotanach
cormorant	fiach mara
cormorant	broigheall
brístí géine	brístí géine
trousers	brístí
canvas	canbhás
sailcloth	seoléadach
seaman	loingseoir
cotton	cadás
course	seoladh
e-mail	ríomhphost
computer programming	ríomhchlárú
sailor	seoltóir
coarse linen	anairt
Eorpa Láir	Eoraip Láir
alliance	comhaontas
British	Briotanach
union	aontas
anal sex	gnéas tóna
oral sex	gnéas béil
bassist	dordóir
guitarist	giotáraí
guitar	giotár
fiddler	fidléir
trumpeter	trumpadóir
airy	aerach
mutual masturbation	comhghlacaireacht
masturbation	glacaireacht
bondage	cuibhriú
bisexual	déghnéasach
trumpet	trumpa
musical instrument	uirlis cheoil
homosexual	homaighnéasach
homosexuality	homaighnéasachas
homosexuality	homaighnéasacht
lesbian	leispiach
venereal	véinéireach
wooing	suirí
sex life	saol gnéis
Chad	Sead
sexism	gnéasaíochas
sexism	gnéasachas
transvestite	trasfheisteoir
transsexuality	trasghnéasachas
transsexual	trasghnéasach
foreplay	réamhshúgradh
pedophilia	péidifilia
sexual	gnéasach
prostitute	meirdreach
pimp	máistir striapach
pedophile	péidifileach
pederasty	péidearastacht
pederast	péidearastach
sexist	gnéasaíoch
master	máistir
hunting horn	corn fiaigh
arpeggio	airpéitse
alphorn	alpchorn
flute	fliúit
winnowing drum	bodhrán
violin	veidhlín
didgeridoo	didiridiú
piano	pianó
grand piano	mórphianó
ocarina	ócairín
rebab	reabab
ukulele	ucailéile
xylophone	xileafón
commotion	hurlamaboc
heterosexual	heitrighnéasach
gan amhras	gan amhras
gan dabht	gan dabht
jay	scréachóg choille
scréachóga badánacha	scréachóg bhadánach
tufted	badánach
tin whistle	feadóg stáin
tin whistle	feadógaí
feadógaí stáin	feadógaí stáin
feadóg airde	feadóg airde
killdeer	feadóg ghlórach
golden plover	feadóg bhuí
golden plover	feadóg shléibhe
American golden plover	feadóg bhuí Mheiriceánach
grey plover	feadóg ghlas
barbet	bairbéad
budgerigar	budragár
brent goose	cadhan
jackdaw	cág
owl	cailleach oíche
sunbird	éan gréine
eider	éadar
emu	éamú
falcon	fabhcún
peregrine falcon	fabhcún gorm
gannet	gainéad
Canada goose	gé Cheanadach
greylag goose	gé ghlas
auk	falcóg
razorbill	crosán
muntjac	muinseac
barnacle goose	gé ghiúrainn
great auk	falcóg mhór
little auk	falcóg bheag
Canadian	Ceanadach
finch	glasán
bitterling	géaróg
garage	garáiste
Iolair	Iolar
stallion	stail
golden eagle	iolar fíréan
harpy eagle	iolar hairpí
eaglehawk	iolar dingearrach
American eagle	iolar maol
iolar mara	iolar mara
just	fíréan
firstly	ar an gcéad dul síos
nationalist	náisiúnach
nation	náisiún
nationalize	náisiúnaigh
Máire	Máire Mhaigdiléana
starvation	gorta
diver	foitheach
Slavonian grebe	foitheach cluasach
cloaca	clóáca
great crested grebe	foitheach mór
foitheach píbdhubh	foitheach píbdhubh
black	píbdhubh
little grebe	spágaire tonn
big	spág
flat-footed	spágach
computer program	ríomhchlár
computer programmer	ríomhchláraitheoir
shamble	spágáil
duckling	lachín
pony	capaillín
house	teachín
cottage	iostán
teachín tuaithe	teachín tuaithe
maisonette	teaghasán
creek	caolán
ileum	caolán beag
ileum	iléam
snáithe caoláin	snáithe caoláin
pony	gearrchapall
pony	pónaí
flat cake	ceapaire
beard	féasóg
pepper	piobar
pepper mill	muileann piobair
peppermint	lus an phiobair
peppermint	miontas piobair
mint	miontas
piobar dearg	piobar dearg
black pepper	piobar dubh
piobar glas	piobar glas
piobar	piobar Chéin
board	clár
cainteoir dúchais	cainteoir dúchais
speaker	cainteoir
gabhlán binne	gabhlán binne
fit	gabhlán
sand martin	gabhlán gainimh
sand	gaineamh
swift	gabhlán gaoithe
earwig	gailseach
hereditary right	dúchas
inherited	dúchais
loony	craiceáilte
chanter	cantaire
lemonade	líomanáid
gather up	tiomsaigh
heritage	oidhreacht
hereditary	oidhreachtúil
native land	tír dhúchais
heredity	sinsearacht
heir	oidhre
water	uiscigh
furze	aiteann
shape	cruth
nature	nádúr
record	taifead
ant	seangán
goat	meigeall
beard	ulcha
ancestor	sinsear
senior	sinsearach
ancestral	sinseartha
pulley	ulóg
pulley	puilín
wonder	iontas
phalange	falang
menstruation	fuil mhíosta
hullock	ullóg
procreate	tuismigh
count	cunta
Airméine	Airméin
Armenian	Airméanach
gyrfalcon	fabhcún tuaithe
peregrine falcon	seabhac gorm
peregrine falcon	seabhac seilge
kestrel	seabhac buí
hawkweed	lus na seabhac
Armenian	Airméinis
falcon	cúb seabhac
coop	cúb
Cuban	Cúbach
excuse	leithscéalach
Republic of Cuba	Poblacht Chúba
republic	poblacht
people	pobal
druidic	draíocht
revolver	gunnán
gunner	gunnadóir
druid	draoi
jungle	ceol dufaire
jungle	dufair
hydrogenous	hidrigineach
hydrogenate	hidriginigh
hydrogenated	hidriginithe
hydrogenation	hidriginiú
hydrogenation	hidriginiúchán
scream	scread
Bruiséile	Bruiséil
infancy	noidhenas
Holy Spirit	Spiorad Naomh
worthy	fiúntach
worth	fiúntas
meeting	cruinniú
agent noun	-adóir
period	míostrú
menstrual	míosta
menstruate	míostraigh
screaming	sgrechda
Daniel	Dainéil
toponymist	logainmneoir
placename	logainm
idiocy	amaideacht
foolish	amadánta
fooling	amadántacht
infant	naíon
aurora	gealán
infant	naíonán
infant	bunóc
flour	plúr
flower	plúirín
plúirín sneachta	plúirín sneachta
floury	plúrach
daisy	nóinín
drunkenness	bogmheisce
blooming	bláfar
childlike	naíonda
infancy	naíonacht
parent	tuismitheoir
nutmeg	noitmig
nones	nóin
service	seirbhís
nursery	naíolann
lactic	lachtach
lactation	lachtadh
lactation	lachtacht
iron	iarn-
hardware	iarnra
railroad	iarnród
ironing	iarnáil
railroad	bóthar iarainn
subway	traein faoi thalamh
subway	iarnród faoi thalamh
train	traein
goods train	traein earraí
griffin	gríobh
train station	stáisiún traenach
damage	díobháil
epidermis	forchraiceann
with child	ag iompar clainne
damage	damáiste
déan díobháil	déan díobháil
goods train	traein lastais
station	stáisiún
stáisiún na	stáisiún na bpéas
police station	stáisiún na bpóilíní
stáisiún na	stáisiún na nGardaí
police officer	péas
constable	póilín
constable	constábla
nuclear power station	stáisiún núicléach
radio station	stáisiún raidió
stáisiún breosla	stáisiún breosla
fuel	breosla
space station	stáisiún spáis
power station	stáisiún cumhachta
power station	cumhachtstáisiún
nuclear	núicléach
nucleus	núicléas
polling station	stáisiún vótála
fire station	stáisiún dóiteáin
facial appearance	dreach
honest	cneasta
thistle	feochadán
transparent	trédhearcach
clear	follasach
transparency	follasacht
fire	dóiteán
burned	dóite
gosling	góislín
gosling	éan gé
local	áitiúil
freightage	lastas
cattle	eallach
sort	cineál
speed	luas
killing	marú
suicide	féinmharú
suicide	féinmharfóir
self-	féin-
autonomy	féinriail
egotism	féinspéis
rigging	rigín
blood-red	flann
enamel	cruan
self-love	féinghrá
idiolect	féinchanúint
dialect	canúint
dialectal	canúnach
dialect	canúnachas
self-knowledge	féinfhios
autoeroticism	féin-earótachas
eroticism	earótachas
autonomy	féinriar
autonomous	féinriartha
erotic	earótach
homoerotic	homa-earótach
homo-	homa-
donate	bronn
inclination	slios
image	íomhá
self-image	féiníomhá
honour	onóir
instruction	oideas
radio	raidió
jaguar	iaguar
beating	bualadh
skin	cneas
handy	acrach
intern	imtheorannaigh
internment	imtheorannú
across	sall
sinful	peacach
aged	foirfeach
historical	seanchas
shoulder	gualainn
beguiling	mealltach
portrait	portráid
healthy	sláintiúil
duckling	éan lachan
healthy	folláin
mutual	comh-
pharmaceuticals	cógaisíocht
dumb	balbhán
internee	imtheorannaí
delimit	teorannaigh
delimitation	teorannú
afternoon	tráthnóna
irons	iarnaigh
afternoon	iarnóin
limit	teorainn
conception	tuismeadh
ideal	idéalach
idealism	idéalachas
hour	tráth
timetable	tráthchlár
graduate	céimí
postgraduate	iarchéimí
undergraduate	fochéimí
epilogue	iarfhocal
bat	ialtóg
bat	ialtóg leathair
leather	leathar
archaic speech	iarbhéarla
sciathán leathair	sciathán leathair
leadhbóg leathair	leadhbóg leathair
shred	leadhbóg
strip	leadhb
ship	scib
northwest	iarthuaisceart
skin	seithe
self-discipline	féin-araíonacht
self-aware	féin-chomhfhiosach
self-fulfillment	féin-chomhlíonadh
employment	fostaíocht
employer	fostóir
employee	fostaí
self-employment	féinfhostaíocht
self-knowledge	féinaithne
catch	fostaigh
self-employed	féinfhostaithe
self-esteem	féinmheas
self-fulfilling	féin-chomhlíontach
self-awareness	féinfheasacht
volume	imleabhar
circular	imlitir
photo-	fóta-
photograph	fótagraf
photocopy	fótachóip
unemployed	dífhostaithe
unemployed	neamhfhostaithe
fear	imeagla
circumcision	imghearradh
transmigration	imaistriú
photograph	grianghraf
photographic	fótagrafach
collision	imbhualadh
circuit	imchuairt
close	imdhruid
photographer	grianghrafadóir
photography	grianghrafadóireacht
photography	fótagrafaíocht
egotism	féinchúis
cause	cúis
self-sustaining	féinchothabhálach
chauvinist	seobhaineach
chauvinism	seobhaineachas
self-sterile	féinaimrid
self-help	féinchabhair
self-preservation	féinchaomhnú
self-determination	féinchinneadh
self-determination	féinchinntiúchán
pink	bándearg
self-help	féinchúnamh
self-denial	féindiúltú
self-cleaning	féinghlantach
cleaning	glantach
self-propulsion	féinghluaiseacht
self-portrait	féinphortráid
self-propelled	féinghluaiste
autocratic	féinlathach
self-interest	féinleas
self-centered	féinlárnach
central	lárnach
interest	spéis
neat	spéisiúil
interest	suim
interesting	suimiúil
Central America	Meiriceá Láir
self-sacrifice	féiníobairt
middle	lár-
egoistic	féinspéisíoch
self-service	féinseirbhís
self-expression	féinléiriú
self-confidence	féinmhuinín
self-government	féinrialtas
wordy	foclach
submarine	fomhuireán
America	Meiriceá
suburb	bruachbhaile
suburb	fo-bhaile
suburban	bruachbhailteach
suburban	fo-uirbeach
urban	uirbeach
clothes	éadaí
underwear	fo-éadaí
standard	caighdeánach
glacial	oighreach
grumbling	cnáimhseáil
grumbler	cnáimhseálaí
ice age	oighearaois
bank	bruach
affluent	fo-abhainn
restraint	araíonacht
disciple	deisceabal
midwife	cnáimhseach
obstetrics	cnáimhseachas
midwife	bean chabhrach
help	cabhair
obstetrician	cnáimhseoir
midwife	bean ghlúine
subwoofer	fo-dhordaire
double bass	olldord
bass clef	dordeochair
líne	líne an doird
bassline	dordlíne
figured bass	dord figiúrtha
bass drum	druma mór
bass drum	dord-druma
drum	druma
kettledrum	citealdruma
kettle	citeal
snare drum	sreangdhruma
drummer	drumadóir
fiddle	fidil
subdwarf	fo-abhac
subgiant	fo-fhathach
blue giant	fathach gorm
red giant	fathach dearg
giant	fathach
dwarf	abhac
grin	straois
emoticon	straoiseog
dwarf star	abhacréalta
white dwarf	abhac bán
red dwarf	abhac dearg
brown dwarf	abhac donn
black dwarf	abhac dubh
multiple star	ilréalta
drum kit	foireann drumaí
foyer	forhalla
dietary supplement	forbhia
forest	foraois
wooded	coillteach
spit	seile
pyrite	pirít
supergiant	ollfhathach
red supergiant	ollfhathach dearg
blue supergiant	ollfhathach gorm
forestry	foraoiseacht
forestry	foraoiseolaíocht
afforestation	foraoisiú
forester	foraoiseoir
atom	adamh
subparagraph	fopharagraf
atomic	adamhach
atomicity	adamhacht
atomism	adamhachas
subsection	fo-alt
subarctic	fo-artach
subheading	fo-cheannteideal
subheading	fotheideal
subheading	fo-mhírcheann
subheading	fo-rúibric
subconscious	fo-chomhfhios
subconscious	fo-chomhfhiosach
ultraviolet	ultraivialait
subordinate	fo-ordaithe
subordinate	fo-ordaigh
subprogram	fo-ríomhchlár
woofer	amhaire
subtropical	fo-theochriosach
subtropical	fothrópaiceach
tropic	trópaic
Tropic of Cancer	Trópaic an Phortáin
Tropic of Capricorn	Trópaic an Ghabhair
tropical	trópaiceach
binary star	déréalta
visual binary	déréalta infheicthe
denticity	déadacht
dovetail joint	déadalt
scientific	eolaíoch
mythological	miotaseolaíoch
diatomic	dé-adamhach
drumstick	bata druma
knapweed	bata cogaidh
mono-	aon-
monatomic	aon-adamhach
ankle	alt na coise
ankle	caol na coise
ankle	murnán
ankle	rúitín
wordiness	foclaíocht
verbosity	foclachas
lexicology	foclóireolaíocht
lexicography	foclóireacht
princess	banphrionsa
princess	iníon rí
prince	mac rí
principality	prionsacht
protostar	prótairéalta
proto-	próta-
substandard	fochaighdeánach
standard	caighdeán
undercarriage	focharráiste
subordinate clause	fochlásal
bass voice	dordghuth
bash	basc
quantum	candam
subcommittee	fochoiste
philologist	focleolaí
furnace	foirnéis
complete	foirfe
code-switching	códmhalartú
subgroup	foghrúpa
subsonic	foshonach
subtitled	fotheidealaithe
subtitle	fotheidealaigh
subtitling	fotheidealú
subtitler	fotheidealóir
by-election	fothoghchán
underscore	fostríoc
undercurrent	foshruth
subgenre	fosheánra
sub-system	fochóras
neutron star	neodrónréalta
neutron	neodrón
programming language	teanga ríomhchlárúcháin
computer programming	ríomhchlárúchán
riding	éirim
computer	ríomh-
homograph	homagraf
cycling	rothaíocht
sacrifice	íobairt
réalta	réalta na maidine
matutinal	maidine
monarchy	monarcacht
monarch	monarc
star cluster	réaltbhraisle
cluster	braisle
fixed star	réalta sheasta
réalta athraitheach	réalta athraitheach
carbon star	réalta charbóin
quadruple star	réalta cheathrúil
double star	réalta dhúbailte
réalta dhúbailte optúil	réalta dhúbailte optúil
réalta héiliam	réalta héiliam
helium	héiliam
consciousness	comhfhios
conscious	comhfhiosach
fulfillment	comhlíonadh
compliant	comhlíontach
infrared	infridhearg
infra-	infri-
infrasound	infreafhuaim
infrastructure	infreastruchtúr
infrastructure	bonneagar
