code,name
tgf,chalikh
tgh,tobagonian creole english
tgi,lawunui
tgj,tagi
tgk,tajik
tgl,tagalo
tgn,tandagano
tgo,sudest
tgp,tango
tgq,tri
tgr,tar
tgs,num
tgt,central tagbanw
tgu,t
tgv,tingui-boto
tgw,tagwana senoufo
tgx,tagish
tgy,togoyo
tgz,tagalak
tha,thai
thd,thayor
the,chitwania thar
thf,thangmi
thh,northern tarahumar
thi,tai lo
thk,kitharak
thk,tharak
thl,dangaura thar
thm,ah
thn,thachanad
thp,thompso
thq,kochila thar
thr,rana thar
ths,thakali
tht,tahlt
thu,thuri
thv,tahaggart tamahaq
thw,thudam
thy,th
thz,tayart tamajeq
tia,tidikelt tamazight
tic,tir
tif,tif
tig,tigr
tih,timugon murut
tii,ti
tij,ti
tik,tikar
til,tillamook
tim,timb
tin,tindi
tio,teop
tip,trimuris
tiq,tiéfo
tir,tigriny
tis,masadiit it
tit,tini
tiu,adas
tiv,tiv
tiw,tiwi
tix,southern tiw
tiy,tiruray
tiz,tai hongji
tja,tajuasoh
tjg,tunj
tji,northern tuji
tjl,tai lai
tjm,timuc
tjn,tonjo
tjo,temacine tamazight
tjs,southern tuji
tju,tjurrur
tjw,djabwurr
tka,truká
tkb,buks
tkd,tukuded
tke,takw
tkf,tukumanféd
tkg,tesaka malagasy
tkl,tok
tkm,takelm
tkn,toku-no-shim
tkp,tikopi
tkq,t
tkr,tsakhur
tks,takestani
tkt,kathoriya thar
tku,upper necaxa totonac
tkv,mur pano
tkw,t
tkx,tangko
tkz,tak
tla,southwestern tepeh
tlb,tobelo
tlc,yecuatla totonac
tld,talaud
tlf,telefo
tlg,tofanm
tlh,klingo
tlh,tlhingan ho
tli,tlingit
tlj,talinga-bwisi
tlk,taloki
tll,tet
tlm,tolomako
tln,talondo'
tlo,talodi
tlp,filomena mata-coahuitlán totonac
tlq,tai loi
tlr,talis
tls,tambotalo
tlt,sou nam
tlt,teluti
tlu,tuleh
tlv,taliab
tlx,khehek
tly,talysh
tma,tama (chad)
tmb,avav
tmb,katbo
tmc,tumak
tmd,haruai
tme,tremembé
tmf,toba-maskoy
tmg,ternateño
tmh,tamashek
tmi,tutub
tmj,samarok
tmk,northwestern tam
tml,tamnim citak
tmm,tai thanh
tmn,taman (indonesia)
tmo,temoq
tmq,tumleo
tmr,jewish babylonian aramaic (ca. 200-1200 ce)
tms,tim
tmt,tasmat
tmu,i
tmv,tembo (motembo)
tmw,tem
tmy,tami
tmz,tamanak
tna,tac
tnb,western tunebo
tnc,tanimuca-retuarã
tnd,angosturas tunebo
tng,tob
tnh,maiani
tni,tandi
tnk,kwamer
tnl,lenak
tnm,tab
tnn,north t
tno,toromono
tnp,whitesands
tnq,taino
tnr,ménik
tns,tenis
tnt,tontembo
tnu,tay kh
tnv,tangchangy
tnw,tonsaw
tnx,tanem
tny,tongw
tnz,ten'ed
tob,tob
toc,coyutla totonac
tod,tom
tof,gizrr
tog,tonga (nyasa)
toh,gito
toi,tonga (zambia)
toj,tojolab
tol,tolow
tom,tomb
ton,tonga (tonga islands)
too,xicotepec de juárez totonac
top,papantla totonac
toq,topos
tor,togbo-vara band
tos,highland totonac
tou,tho
tov,upper taromi
tow,jemez
tox,tobi
toy,topoiyo
toz,to
tpa,taupot
tpc,azoyú me'ph
tpc,azoyú tlapanec
tpe,tipper
tpf,tarpi
tpg,k
tpi,tok pisi
tpj,tapieté
tpk,tupiniki
tpl,tlacoapa me'ph
tpl,tlacoapa tlapanec
tpm,tampulm
tpn,tupinambá
tpo,tai pao
tpp,pisaflores tepeh
tpq,tukp
tpr,tuparí
tpt,tlachichilco tepeh
tpu,tamp
tpv,tanap
tpw,tupí
tpx,acatepec me'ph
tpx,acatepec tlapanec
tpy,trumai
tpz,tinputz
tqb,tembé
tql,lehali
tqm,turums
tqn,tenino
tqo,toaripi
tqp,tomoip
tqq,tunni
tqr,toro
tqt,western totonac
tqu,touo
tqw,tonkaw
tra,tirahi
trb,tereb
trc,copala triqui
trd,turi
tre,east tar
trf,trinidadian creole english
trg,lishán didá
trh,turak
tri,trió
trj,toram
trl,traveller scottish
trm,tregami
trn,trinitario
tro,tarao
trp,kok borok
trq,san martín itunyoso triqui
trr,taushiro
trs,chicahuaxtla triqui
trt,tunggar
tru,surayt
tru,turoyo
trv,taroko
trw,torwali
trx,tringgus-sembaan bidayuh
try,tur
trz,torá
tsa,tsaangi
tsb,tsamai
tsc,tsw
tsd,tsakoni
tse,tunisian sign
tsg,taus
tsh,tsuv
tsi,tsimshi
tsj,tsh
tsk,tsek
tsl,ts'ün-lao
tsm,türk i̇şaret dili
tsm,turkish sign
tsn,tsw
tso,tso
tsp,northern toussi
tsq,thai sign
tsr,akei
tss,taiwan sign
tst,tondi songway kiini
tsu,tso
tsv,tsogo
tsw,tsishingini
tsx,mubami
tsy,tebul sign
tsz,purepech
tta,tutelo
ttc,tektiteko
ttd,tauad
tte,bwanabw
ttf,tuotomb
ttg,tuto
tth,upper ta'oih
tti,tobati
ttj,tooro
ttk,totoro
ttl,tot
ttm,northern tutcho
ttn,towei
tto,lower ta'oih
ttp,tomb
ttq,tawallammat tamajaq
ttr,ter
tts,northeastern thai
ttt,muslim tat
ttu,tor
ttv,tit
ttw,long wat
tty,sikaritai
ttz,tsum
tua,wiarumus
tub,tübatulab
tuc,mut
tud,tuxá
tue,tuyuc
tuf,central tunebo
tug,tuni
tuh,tauli
tui,tupuri
tuj,tuguti
tuk,turkm
tul,t
tum,tumbuk
tun,tunic
tuo,tucano
tuq,ted
tur,turkish
tus,tuscaror
tuu,tututni
tuv,turk
tux,tuxináw
tuy,t
tuz,turk
tva,vagh
tvd,tsuvadi
tve,te'
tvk,southeast ambrym
tvl,tuv
tvm,tela-masbuar
tvn,tavoy
tvo,tidor
tvs,tavet
tvt,tutsa
tvu,t
tvw,sedo
tvy,timor pidgi
twa,tw
twb,western tawbuid
twc,teshenaw
twd,twents
twe,tewa (indonesia)
twf,northern tiw
twg,terew
twh,tai dó
twi,twi
twl,tawar
twm,tawang monp
twn,twendi
two,tswapo
twp,er
twq,tasawaq
twr,southwestern tarahumar
twt,turiwár
twu,term
tww,tuwari
twx,tew
twy,tawoy
txa,tombonuo
txb,tokharian b
txc,tsetsaut
txe,totoli
txg,tangut
txh,thraci
txi,ikp
txj,tarjumo
txm,tomini
txn,west tar
txo,toto
txq,tii
txr,tartessi
txs,tons
txt,citak
txu,kayapó
txx,tat
txy,tanosy malagasy
tya,tauy
tye,ky
tyh,o'd
tyi,teke-tsaayi
tyj,tai do
tyj,tai yo
tyl,thu lao
tyn,kombai
typ,thayp
tyr,tai d
tys,tày sa p
tyt,tày tac
tyu,k
tyv,tuvini
tyx,teke-ty
tyz,tày
tza,tanzanian sign
tzh,tzelt
tzj,tz'utuji
tzl,taloss
tzm,central atlas tamazight
tzn,t
tzo,tzotzi
tzx,tabriak
uam,uamué
uan,k
uar,tairum
uba,ub
ubi,ubi
ubl,buhi'non biko
ubr,ubir
ubu,umbu-
uby,ubykh
uda,ud
ude,udih
udg,mud
udi,udi
udj,ujir
udl,wuzlam
udm,udmurt
udu,uduk
ues,kioko
ufi,ufim
uga,ugaritic
ugb,kuku-ugbanh
uge,ugh
ugn,ugandan sign
ugo,ugo
ugy,uruguayan sign
uha,uhami
uhn,dam
uig,uighur
uig,uyghur
uis,uisai
uiv,iyiv
uji,tanjijili
uka,kaburi
ukg,ukurigum
ukh,ukhwejo
ukk,muak sa-aak
ukl,ukrainian sign
ukp,ukpe-bayobiri
ukq,ukw
ukr,ukraini
uks,kaapor sign
uks,urubú-kaapor sign
uku,uk
ukw,ukwuani-aboh-ndoni
uky,kuuk-yak
ula,fungw
ulb,ulukwumi
ulc,ulch
ulf,afr
ulf,usk
uli,ulithi
ulk,meriam
ull,ullat
ulm,ulumanda'
uln,unserdeutsch
ulu,uma'
ulw,ulw
uma,umati
umb,umbund
umc,marrucini
umd,umbindham
umg,umbuygam
umi,ukit
umm,umo
umn,makyan
umo,umotí
ump,umpi
umr,umbugar
ums,pend
umu,muns
una,north watut
une,unem
ung,ngarinyi
unk,enawené-nawé
unm,unami
unn,kurnai
unr,mundari
unu,unubah
unx,mund
unz,unde kaili
upi,umed
upv,uripiv-wala-rano-atchi
ura,urari
urb,kaapor
urb,urubú-kaapor
urc,urni
urd,urd
ure,ur
urf,uradhi
urg,urigi
urh,urhobo
uri,urim
urk,urak lawoi'
url,urali
urm,urapmi
urn,uruangniri
uro,ura (papua new guinea)
urp,uru-pa-i
urr,lehalurup
urr,löyöp
urt,urat
uru,urumi
urv,uruav
urw,sop
urx,urimo
ury,ory
urz,uru-eu-wau-w
usa,usaruf
ush,ushojo
usi,usui
usk,usaghad
usp,uspanteco
usu,uy
uta,otank
ute,ute-southern paiut
utp,amba (solomon islands)
utr,etulo
utu,ut
uum,urum
uun,kulon-pazeh
uur,ura (vanuatu)
uve,fagauv
uve,west uv
uvh,uri
uvl,lot
uwa,kuku-uwanh
uya,doko-uy
uzb,uzbek
uzn,northern uzbek
uzs,southern uzbek
vaa,vaagri booli
vae,v
vaf,vafsi
vag,v
vah,varhadi-nagpuri
vai,vai
vaj,northwestern ǃk
vaj,sek
vaj,vasek
val,vehes
vam,vanimo
van,valm
vao,vao
vap,vaiphei
var,huarijio
vas,vasavi
vau,vanum
vav,varli
vay,way
vbb,southeast babar
vbk,southwestern bontok
vec,veneti
ved,veddah
vel,veluws
vem,vemgo-mabas
ven,vend
veo,ventureño
vep,veps
ver,mom jango
vgr,vaghri
vgt,flemish sign
vgt,vlaamse gebarent
vic,virgin islands creole english
vid,vidund
vie,vietnames
vif,vili
vig,viemo
vil,vi
vin,vinz
vis,vishav
vit,viti
viv,id
vka,kariyarr
vki,ija-zub
vkj,kujar
vkk,kaur
vkl,kulisus
vkm,kamak
vko,kodeoh
vkp,korlai creole portugues
vkt,tenggarong kutai malay
vku,kurram
vlp,valpei
vls,vlaams
vma,martuyhunir
vmb,barbaram
vmc,juxtlahuaca mixtec
vmd,mudu kor
vme,east mas
vmf,mainfränkisch
vmh,maraghei
vmi,miw
vmj,ixtayutla mixtec
vmk,makhuwa-shirim
vml,m
vmm,mitlatongo mixtec
vmp,soyaltepec mazatec
vmq,soyaltepec mixtec
vmr,marenj
vms,moks
vmu,muluridyi
vmv,valley maid
vmw,makhuwa language|makhuw
vmx,tamazola mixtec
vmy,ayautla mazatec
vmz,mazatlán mazatec
vnk,lovono
vnk,vano
vnm,neve'ei
vnm,vinmavis
vnp,vunap
vol,volapük
vor,voro
vot,votic
vra,vera'
vro,võro
vrs,varisi
vrt,banam bay
vrt,burmbar
vsi,moldova sign
vsl,venezuelan sign
vsv,llengua de signes valenci
vsv,valencian sign
vto,vito
vum,vumb
vun,vunjo
vut,vut
vwa,awa (china)
waa,walla w
wab,wab
wac,wasco-wishram
wad,wandam
wae,walser
waf,wakoná
wag,wa'em
wah,watub
wai,wares
waj,waff
wal,wolaitt
wal,wolaytt
wam,wampano
wan,w
wao,wappo
wap,wapish
waq,wagem
war,waray (philippines)
was,washo
wat,kaninuw
wau,waurá
wav,wak
waw,waiwai
wax,marangis
wax,watam
way,way
waz,wampur
wba,warao
wbb,wabo
wbe,waritai
wbf,war
wbh,wand
wbi,vwanji
wbj,alagw
wbk,waigali
wbl,wakhi
wbm,w
wbp,warlpiri
wbq,waddar
wbr,wagdi
wbs,west bengal sign
wbt,wanm
wbv,wajarri
wbw,woi
wca,yanomámi
wci,waci gb
wdd,wandji
wdg,wadaginam
wdj,wadjiginy
wdk,wadikali
wdu,wadji
wdy,wadjabangayi
wea,wewaw
wec,wè wester
wed,wed
weg,wergai
weh,weh
wei,kiunum
wem,weme gb
weo,wem
wep,westphali
wer,weri
wes,cameroon pidgi
wet,perai
weu,rawngtu chi
wew,wejew
wfg,yafi
wfg,zorop
wga,wagay
wgb,wagaw
wgg,wanggangur
wgi,wahgi
wgo,waigeo
wgu,wir
wgy,warrgamay
wha,manus
wha,sou up
whg,north wahgi
whk,wahau kenyah
whu,wahau kay
wib,southern toussi
wic,wichit
wie,wik-ep
wif,wik-key
wig,wik-ngath
wih,wik-me'anh
wii,minidi
wij,wik-iiyanh
wik,wikalk
wil,wilawi
wim,wik-mungk
win,ho-chunk
wir,wiraféd
wiu,wir
wiv,vit
wiy,wiyot
wja,waj
wji,warji
wka,kw'adz
wkb,kumbar
wkd,mo
wkd,wakd
wkl,kalanadi
wku,kunduvadi
wkw,wakawak
wky,wangkayutyur
wla,walio
wlc,mwali comori
wle,wo
wlg,kunbar
wli,waioli
wlk,wailaki
wll,wali (sudan)
wlm,middle welsh
wln,walloo
wlo,wolio
wlr,wailap
wls,wallisi
wlu,wuliwuli
wlv,wichí lhamtés vejoz
wlw,walak
wlx,wali (ghana)
wly,wali
wma,mawa (nigeria)
wmb,wambay
wmc,wamas
wmd,mamaindé
wme,wamb
wmh,waima'
wmi,wami
wmm,maiwa (indonesia)
wmn,waamw
wmo,wom (papua new guinea)
wms,wambo
wmt,walmajarri
wmw,mwani
wmx,womo
wnb,wanambr
wnc,wantoat
wnd,wandar
wne,waneci
wng,wanggom
wni,ndzwani comori
wnk,wanukak
wnm,wanggam
wnn,wunumar
wno,wano
wnp,wanap
wnu,us
wnw,wint
wny,wanyi
woa,tyaraity
wob,wè norther
woc,wogeo
wod,wolani
woe,woleai
wof,gambian wolof
wog,wogamusi
woi,kam
wok,longto
wol,wolof
wom,wom (nigeria)
won,wongo
woo,manombai
wor,wori
wos,hanga hundi
wow,wawonii
woy,weyto
wpc,maco
wra,warap
wrb,warluwar
wrd,warduji
wrg,war
wrh,wiradhuri
wri,wariy
wrk,garrw
wrl,warlmanp
wrm,warum
wrn,war
wro,worrorr
wrp,warop
wrr,wardam
wrs,waris
wru,war
wrv,war
wrw,gugu warr
wrx,wae r
wry,merwari
wrz,waray (australia)
wsa,warembori
wsg,adilabad gondi
wsi,wusi
wsk,waski
wsr,oweni
wss,was
wsu,was
wsv,wotapuri-katarqalai
wtf,watiw
wth,wathawurr
wti,bert
wtk,watakataui
wtm,mewati
wtw,wot
wua,wikngencher
wub,wunamb
wud,wud
wuh,wutunh
wul,silimo
wum,wumbv
wun,b
wur,wurr
wut,wut
wuu,wu chines
wuv,wuvulu-
wux,w
wuy,wauyai
wwa,waam
wwb,wakab
wwo,dori
wwo,wetamut
wwr,warrw
www,waw
wxa,waxiangh
wxw,wardandi
wya,wyandot
wyb,wangaaybuwan-ngiyamb
wyi,woiwurr
wym,wymysorys
wyr,wayoró
wyy,western fiji
xaa,andalusian arabic
xab,samb
xac,kachari
xad,adai
xae,aequi
xag,aghw
xai,kaimbé
xaj,ararandewár
xak,mák
xal,kalmyk
xal,oirat
xam,ǀxam
xan,xamt
xao,khao
xap,apalach
xaq,aquitani
xar,karami
xas,kamas
xat,katawixi
xau,kauwer
xav,xavánt
xaw,kawaiis
xay,kayan mahakam
xbb,lower burdeki
xbc,bactri
xbd,bind
xbe,bigamb
xbg,bunganditj
xbi,kombio
xbj,birrpayi
xbm,middle breto
xbn,kenaboi
xbo,bolgari
xbp,bibbulm
xbr,kamber
xbw,kambiwá
xby,baty
xcb,cumbric
xcc,camunic
xce,celtiberi
xcg,cisalpine gaulish
xch,chemakum
xch,chimakum
xcl,classical armeni
xcm,comecrudo
xcn,cotonam
xco,chorasmi
xcr,cari
xct,classical tibet
xcu,curoni
xcv,chuvantsy
xcw,coahuilteco
xcy,cayus
xda,darkiny
xdc,daci
xdk,dharuk
xdm,edomit
xdo,kwand
xdy,malayic dayak
xeb,eb
xed,hdi
xeg,ǁxegwi
xel,kelo
xem,kembay
xep,epi-olmec
xer,xerént
xes,kesawai
xet,xetá
xeu,keoru-ahi
xfa,falisc
xga,galati
xgb,gbi
xgd,gud
xgf,gabrielino-fernandeño
xgg,gor
xgi,garingb
xgl,galind
xgm,dharumb
xgm,guwinm
xgr,garz
xgu,unggumi
xgw,guw
xha,harami
xhc,hunnic
xhd,hadrami
xhe,khetrani
xho,xhos
xhr,hernic
xht,hattic
xhu,hurri
xhv,kh
xib,iberi
xii,xiri
xil,illyri
xin,xinc
xir,xiriâ
xis,kis
xiv,indus valley
xiy,xipay
xjb,minjungb
xjt,jaitmat
xka,kalkoti
xkb,northern nago
xkc,kho'ini
xkd,mendalam kay
xke,kereho
xkf,khengkh
xkg,kagoro
xki,kenyan sign
xkj,kajali
xkk,kaco'
xkl,mainstream kenyah
xkn,kayan river kay
xko,kiorr
xkp,kabatei
xkq,koroni
xkr,xakriabá
xks,kumbewah
xkt,kantosi
xku,kaamb
xkv,kgalagadi
xkw,kembr
xkx,karor
xky,uma' las
xkz,kurtokh
xla,kam
xlb,loup b
xlc,lyci
xld,lydi
xle,lemni
xlg,ligurian (ancient)
xli,liburni
xln,alanic
xlo,loup
xlp,lepontic
xls,lusitani
xlu,cuneiform luwi
xly,elymi
xma,mush
xmb,mbo
xmc,makhuwa-marrevo
xmd,mbudum
xme,medi
xmf,mingreli
xmg,mengak
xmh,kuku-muminh
xmj,majer
xmk,ancient macedoni
xml,malaysian sign
xmm,manado malay
xmn,manichaean middle persi
xmo,morerebi
xmp,kuku-mu'inh
xmq,kuku-mangk
xmr,meroitic
xms,moroccan sign
xmt,matbat
xmu,kam
xmv,antankarana malagasy
xmv,tankarana malagasy
xmw,tsimihety malagasy
xmx,mad
xmy,mayagud
xmz,mori bawah
xna,ancient north arabi
xnb,kanakanab
xng,middle mongoli
xnh,kuanh
xni,ngari
xnk,nganakarti
xnn,northern kankanay
xno,anglo-norm
xnr,kangri
xns,kanashi
xnt,narragansett
xnu,nuk
xny,nyiyaparli
xnz,kenzi
xnz,mattoki
xoc,o'chi'chi'
xod,kokod
xog,so
xoi,kominim
xok,xok
xom,komo (sudan)
xon,konkomb
xoo,xukurú
xop,kopar
xor,korubo
xow,kowaki
xpa,pirriy
xpc,pech
xpe,liberia kp
xpg,phrygi
xpi,pictish
xpj,mpalitjanh
xpk,kulina pano
xpm,pumpoko
xpn,kapinawá
xpo,pochutec
xpp,puyo-paekch
xpq,mohegan-pequot
xpr,parthi
xps,pisidi
xpt,punthamar
xpu,punic
xpy,puyo
xqa,karakhanid
xqt,qatabani
xra,krahô
xrb,eastern karaboro
xrd,gundungurr
xre,krey
xrg,mi
xri,krikati-timbir
xrm,armazic
xrn,ari
xrq,karr
xrr,raetic
xrt,aranama-tamiq
xru,marriamm
xrw,karaw
xsa,sab
xsb,samb
xsc,scythi
xsd,sidetic
xse,semp
xsh,sham
xsi,sio
xsl,south slavey
xsm,kasem
xsn,sanga (nigeria)
xso,solano
xsp,silopi
xsq,makhuwa-sak
xsr,sherp
xss,ass
xsu,sanumá
xsv,sudovi
xsy,saisiyat
xta,alcozauca mixtec
xtb,chazumba mixtec
xtc,katcha-kadugli-miri
xtd,diuxi-tilantongo mixtec
xte,ketengb
xtg,transalpine gaulish
xth,yitha yith
xti,sinicahua mixtec
xtj,san juan teita mixtec
xtl,tijaltepec mixtec
xtm,magdalena peñasco mixtec
xtn,northern tlaxiaco mixtec
xto,tokharian
xtp,san miguel piedras mixtec
xtq,tumshuqes
xtr,early tripuri
xts,sindihui mixtec
xtt,tacahua mixtec
xtu,cuyamecalco mixtec
xtv,thaw
xtw,tawandê
xty,yoloxochitl mixtec
xtz,tasmani
xua,alu kurumb
xub,betta kurumb
xud,umiid
xug,kunigami
xuj,jennu kurumb
xul,ngunaw
xum,umbri
xun,unggar
xuo,kuo
xup,upper umpq
xur,urarti
xut,kuthant
xuu,khwedam
xuu,kxo
xve,venetic
xvi,kamviri
xvn,vandalic
xvo,volsci
xvs,vestini
xwa,kwaz
xwc,wocco
xwd,wadi wadi
xwe,xwela gb
xwg,kw
xwj,wajuk
xwk,wangkumar
xwl,western xwla gb
xwo,written oirat
xwr,kwerba mamberamo
xwt,wotjobaluk
xww,wemba wemb
xxb,boro (ghana)
xxk,ke'o
xxm,minki
xxr,koropó
xxt,tambor
xya,yaygir
xyb,yandjibar
xyj,mayi-yapi
xyk,mayi-k
xyl,yalakalor
xyt,mayi-thakurti
xyy,yorta yort
xzh,zhang-zh
xzm,zemgali
xzp,ancient zapotec
yaa,yaminah
yab,yuhup
yac,pass valley yali
yad,y
yae,pumé
yaf,yaka (democratic republic of congo)
yag,yám
yah,yazgulyam
yai,yagnobi
yaj,banda-yanger
yak,yakam
yal,yalunk
yam,yamb
yan,may
yao,yao
yap,yapes
yaq,yaqui
yar,yabar
yas,nugunu (cameroon)
yat,yambet
yau,yuw
yav,yangb
yaw,yawalapití
yax,yaum
yay,agwagw
yaz,lok
yba,y
ybb,yemb
ybe,west yugur
ybh,yakh
ybi,yamph
ybj,hash
ybk,bokh
ybl,yukub
ybm,yab
ybn,yabaâ
ybo,yabo
ybx,yawiyo
yby,yaweyuh
ych,ches
ycl,lolopo
ycn,yuc
ycp,chepy
yda,yand
ydd,eastern yiddish
yde,yangum dey
ydg,yidgh
ydk,yoidik
yea,rav
yec,yenich
yee,yimas
yei,yeni
yej,yevanic
yel,y
yer,tarok
yes,nyankp
yet,yetf
yeu,yeruk
yev,yapund
yey,yeyi
yga,malyangap
ygi,yiningayi
ygl,yangum
ygm,yagomi
ygp,gepo
ygr,yagari
ygs,yolŋu sign
ygu,y
ygw,yagwoi
yha,baha buy
yhd,judeo-iraqi arabic
yhl,hlepho phow
yhs,yan-nhaŋu sign
yia,yinggard
yid,yiddish
yif,ach
yig,wusa nas
yih,western yiddish
yii,yidiny
yij,yindjibarndi
yik,dongshanba lalo
yil,yindjilandji
yim,yimchungru
yin,yinchi
yip,pholo
yiq,miqi
yir,north awy
yis,yis
yit,eastern
yiu,aw
yiv,northern nis
yix,axi yi
yiz,azh
yka,yak
ykg,northern yukaghir
yki,yok
ykk,yakaikek
ykl,kh
ykm,kap
ykn,kua-nsi
yko,yas
ykr,yekor
ykt,kath
yku,kuamasi
yky,yakom
yla,y
ylb,yaleb
yle,y
ylg,yelo
yli,angguruk yali
yll,yi
ylm,limi
yln,langnian buy
ylo,naluo yi
ylr,yalar
ylu,aribw
yly,nyâlay
yly,nyelây
ymb,yambes
ymc,southern muji
ymd,mud
yme,yameo
ymg,yamongeri
ymh,mili
ymi,moji
ymk,makw
yml,iam
ymm,maay
ymn,sunum
ymn,yam
ymo,yangum mo
ymp,yamap
ymq,qila muji
ymr,malasar
yms,mysi
ymx,northern muji
ymz,muzi
yna,aluo
ynd,yandruwandh
yne,lang'
yng,yango
ynk,naukan yupik
ynl,yangulam
ynn,y
yno,yo
ynq,yend
yns,yansi
ynu,yah
yob,yob
yog,yogad
yoi,yonaguni
yok,yokuts
yol,yo
yom,yomb
yon,yongkom
yor,yorub
yot,yotti
yox,yoro
yoy,yoy
ypa,ph
ypb,labo phow
ypg,pho
yph,phuph
ypm,phum
ypn,ani phow
ypo,alo pho
ypp,phup
ypz,phuz
yra,yerakai
yrb,yareb
yre,yaouré
yrk,nenets
yrl,nhengat
yrm,yirrk-m
yrn,yero
yro,yaroamë
yrs,yars
yrw,yarawat
yry,yarluyandi
ysc,yassic
ysd,samatao
ysg,so
ysl,yugoslavian sign
ysn,sani
yso,nisi (china)
ysp,southern lolopo
ysr,sirenik yupik
yss,yessan-mayo
ysy,sani
yta,t
ytl,t
ytp,thopho
ytw,yout wam
yty,yatay
yua,yucatec may
yua,yucateco
yub,yugamb
yuc,yuchi
yud,judeo-tripolitanian arabic
yue,yue chines
yuf,havasupai-walapai-yavapai
yug,y
yui,yurutí
yuj,karkar-yuri
yuk,yuki
yul,y
yum,quech
yun,bena (nigeria)
yup,yukp
yuq,yuqui
yur,yurok
yut,yopno
yuw,yau (morobe province)
yux,southern yukaghir
yuy,east yugur
yuz,yuracar
yva,yaw
yvt,yavitero
ywa,kalo
ywg,yinhawangk
ywl,western
ywn,yawanaw
ywq,wuding-luquan yi
ywr,yawur
ywt,central lalo
ywt,xishanba lalo
ywu,wumeng nas
yww,yawarawar
yxa,mayawali
yxg,yagar
yxl,yardliyawarr
yxm,yinwum
yxu,yuy
yxy,yabula yab
yyr,yir yoront
yyu,yau (sandaun province)
yyz,ayizi
yzg,e'ma buy
yzk,zokhuo
zaa,sierra de juárez zapotec
zab,san juan guelavía zapotec
zab,western tlacolula valley zapotec
zac,ocotlán zapotec
zad,cajonos zapotec
zae,yareni zapotec
zaf,ayoquesco zapotec
zag,zaghaw
zah,zangw
zai,isthmus zapotec
zaj,zaramo
zak,zanaki
zal,zauzo
zam,miahuatlán zapotec
zao,ozolotepec zapotec
zap,zapotec
zaq,aloápam zapotec
zar,rincón zapotec
zas,santo domingo albarradas zapotec
zat,tabaa zapotec
zau,zangskari
zav,yatzachi zapotec
zaw,mitla zapotec
zax,xadani zapotec
zay,zayset
zay,zayse-zer
zaz,zari
zbc,central beraw
zbe,east beraw
zbl,blissymbols|bliss
zbl,blissymbolics
zbl,blissymbols
zbt,batui
zbw,west beraw
zca,coatecas altas zapotec
zch,central hongshuihe zh
zdj,ngazidja comori
zea,zeeuws
zeg,z
zeh,eastern hongshuihe zh
zen,z
zga,ki
zgb,guibei zh
zgh,standard moroccan tamazight
zgm,minz zh
zgn,guibian zh
zgr,magori
zha,ch
zha,zh
zhb,zhab
zhd,dai zh
zhi,zhir
zhn,nong zh
zho,chines
zhw,zho
zia,zi
zib,zimbabwe sign
zik,zimakani
zil,zialo
zim,mesm
zin,zinz
zir,ziriy
ziw,zi
ziz,zizilivak
zka,kaimbulaw
zkb,koib
zkd,kad
zkg,koguryo
zkh,khorezmi
zkk,karankaw
zkn,k
zko,kott
zkp,são paulo kaingá
zkr,zakhri
zkt,kit
zku,kaur
zkv,krevini
zkz,khazar
zlj,liujiang zh
zlm,malay (individual language)
zln,lianshan zh
zlq,liuqian zh
zma,manda (australia)
zmb,zimb
zmc,margany
zmd,marid
zme,mangerr
zmf,mfi
zmg,marti k
zmh,makolko
zmi,negeri sembilan malay
zmj,maridjabi
zmk,mandandanyi
zml,mad
zmm,marimanindji
zmn,mbangw
zmo,molo
zmp,mpuono
zmq,mituk
zmr,mar
zms,mbes
zmt,maringarr
zmu,muruwari
zmv,mbariman-gudhinm
zmw,mbo (democratic republic of congo)
zmx,bomitab
zmy,mariyedi
zmz,mbandj
zna,zan
zne,zande (individual language)
zng,m
znk,manangkari
zns,mangas
zoc,copainalá zoq
zoh,chimalapa zoq
zom,zo
zoo,asunción mixtepec zapotec
zoq,tabasco zoq
zor,rayón zoq
zos,francisco león zoq
zpa,lachiguiri zapotec
zpb,yautepec zapotec
zpc,choapan zapotec
zpd,southeastern ixtlán zapotec
zpe,petapa zapotec
zpf,san pedro quiatoni zapotec
zpg,guevea de humboldt zapotec
zph,totomachapan zapotec
zpi,santa maría quiegolani zapotec
zpj,quiavicuzas zapotec
zpk,tlacolulita zapotec
zpl,lachixío zapotec
zpm,mixtepec zapotec
zpn,santa inés yatzechi zapotec
zpo,amatlán zapotec
zpp,el alto zapotec
zpq,zoogocho zapotec
zpr,santiago xanica zapotec
zps,coatlán zapotec
zpt,san vicente coatlán zapotec
zpu,yalálag zapotec
zpv,chichicapan zapotec
zpw,zaniza zapotec
zpx,san baltazar loxicha zapotec
zpy,mazaltepec zapotec
zpz,texmelucan zapotec
zqe,qiubei zh
zra,kara (korea)
zrg,mir
zrn,zerenk
zro,záparo
zrp,zarphatic
zrs,mairasi
zsa,sarasir
zsk,kask
zsl,zambian sign
zsm,standard malay
zsr,southern rincon zapotec
zsu,sukurum
zte,elotepec zapotec
ztg,xanaguía zapotec
ztl,lapaguía-guivini zapotec
ztm,san agustín mixtepec zapotec
ztn,santa catarina albarradas zapotec
ztp,loxicha zapotec
ztq,quioquitani-quierí zapotec
zts,tilquiapan zapotec
ztt,tejalapan zapotec
ztu,güilá zapotec
ztx,zaachila zapotec
